ID,Text,Sub-task A,Sub-task B,Label
C33.276,"nice yar sala ladka samaj ta ha ki ladkiya unka bina kuc nahi asal bat to ye
ha ki ladko ki okad ladki ka bina kuc nhi",CAG,GEN,1
C36.609.1,Army main mard hone chaiye hizade,CAG,GEN,1
C9.177,"[#Rashtriya](http://www.youtube.com/results?search_query=%23Rashtriya) Jagran
Abhiyan#  
  
ये जो भयानक चेहरे वाली रंगा बिल्ला नस्ल वाली आंटी है ना.जिन्हे शायद आप कायदे
से नही जानते होंगे कि इनका पूरा नाम अरुंधति सुज़ाना रॉय है जो केरल निवासी
सीरियाई ईसाई मां और बंगाली पिता के घर असम मे जरूर पैदा हुई,लेकिन मां बाप के
बीच वैचारिक तनावो के बाद यह मां के साथ ही पली बढ़ी होने के कारण ईसाई रिलीजन को
अपना चुकी हैं।  
  
इसके ननिहाल पक्ष के पूर्वज सीरियाई ईसाई है जो Vatican,Zoroastrians और मुसलमानो
द्वारा सताए जाने के बाद पहले भाग कर मिडिल ईस्ट गए,फिर वहां से पूरी दुनिया
भटकने के बाद अंत मे केरल के एक हिंदू राजा द्वारा उन्हें शरण देने पर भारत की
धरती अधिकारिक रूप से नसीब हुई आज उन सीरियाई ईसाई शरणार्थियों की नस्ल इतनी
दोगली हो चुकी है कि उसे भारत मे इस्लामी देशों में उत्पीड़ित गैरइस्लामी
अल्पसंख्यकों को शरण देने मे समस्या दिखाई पड़ रही लेकिन जिस जेहादी इस्लाम के
खौफ से उसका मातृपक्ष भाग कर हमारे देश मे शरण पाया था....  
आज यह निर्लज्ज उन्ही इस्लामी घुसपैठियों का न केवल बेहयायी से समर्थन करती है
बल्कि भारत के विरूद्ध रह रह कर जहर उगलती रहती है...  
याकूब मेमन और अफजल गुरू के लिये विधवा विलाप करने वाली इस क्रिप्टो क्रिश्चियन
ने अपने अर्बन नक्सलवाद का परिचय देते हुये कश्मीर को भारत का अंग होने से इंकार
कर दिया था....  
वास्तव मे मोदी के आने से पहले ऐसे मानसिक जेहादी हमारे देश को लूट लूट कर खोखला
करते जा रहे थे और ऊपर से अपने चेहरे पर बौद्धिकता का नकाब चढ़ा कर जनता से
सम्मान भी प्राप्त कर रहे थे...लेकिन मोदी नीतियों के कारण इनके विदेशी फंडिग
वाले NGO's बंद क्या हो गये...इन्हे भूखों मरने की नौबत आ गई है...  
कुल मिला कर दिल और दिमाग मे जिनके केवल भारत विरोध का विष भरा पड़ा है ऐसे बरखा
दत्त,राजदीप,रवीश जैसे दल्ले
पत्तलकार...कजरूलाल,येचुरी,कन्हैया,पप्पू,पियंका,नौंवी फेल लालू पूत,टेढ़ी नाक
वाला टोंटी चोर और मवेशी जैसे अनेक राजनैतिक घुन और डालर तथा दीनार द्वारा
नियंत्रित सर्वाधिक खतरनाक मैडम फिरंगन जैसों की आज इतनी दुर्दशा हो चुकी है कि
वे सब........  
अब ढ़ाबे के सामने हड्डी की लालच मे बैठे उस टॉमी और शेरू की तरह हो चुके है...जो
हड्डी को उछल उछल कर पाने की कोशिश करता है........  
कभी जिनके इशारों पर सल्तनत सम्भालने वाले राज्यों मे मुंडिया बदल जाया करती
थी.वो आज मोदी का विरोध करने के लिये बेसिरपैर,बेबुनियाद और झूठा की हड्डी
चिचोरते हुये थूथन उठा कर भौंकना पर उतर आयें है...अँधी-रती राय भी उसी भूखे
श्वान कबीले के दुर्दिन की शिकार एक मौका परस्त चौपाया है...जिसका भी घुटना पिछले
पांच साल मे अब उसके पेट से जा लगा है....इसीलिये श्वान प्रजाति के अन्य जीवों की
तरह यह भी मोदी विरोध मे किंकियाती रहती है..बहरहाल ऐसे लोंगो पर थूकना भी अब
थूकने का अपमान जैसा लगता है....!!  
  
1978 में रंगा बिल्ला ने नौसेना अफसर के बच्चों का अपहरण किया था  
  
16 साल की गीता की रेप करके हत्या की और 14 साल के संजय को तलवारों से काट काट के
मार डाला  
  
आज Arundhati Roy हर [#CAA](http://www.youtube.com/results?search_query=%23CAA)
विरोधी को रंगा बिल्ला बन जाने का आह्वान कर रही हैं  
  
ये आह्वान हिंसा का हैं  
  
आंखे खोलो दोस्तों  
फिलहाल भारत दुनिया का पहला ऐसा राष्ट्र है....  
जहां का प्रधान सेवक दुनिया का सर्वाधिक ईमानदार,परिश्रमी और विकसित सोच वाला है.  
और वही भारत का विपक्ष दुनिया का सर्वाधिक गिरा हुआ,घटिया,लुटेरा और देशद्रोही
है..!!  
  
[#वन](http://www.youtube.com/results?search_query=%23%E0%A4%B5%E0%A4%A8)्देमातरम्  
[#Satya](http://www.youtube.com/results?search_query=%23Satya) N Khurana",CAG,GEN,1
C9.283,"कल रंगा बिल्ला मन की बात करेगा और फिर वही बकचोदी पलेगा जो अगस्त 2014 से पेलता
आ रहा है। सिर्फ अपनी मन कि करता है..किसी के मन का सुनता नहीं।",CAG,GEN,1
C7.1395,"You are the best prteek Bhai.  
Aap bahut se frusteted logo ki awaj ho Jo aaj libral samaj me aawaj nhi utha
skte .libral aurat ko paida hote hi harischandra ka certificate mil jata hai.",CAG,GEN,1
C36.683,"Gay ko dalenge army me.socho Bipin Rawat ji agar gay hote to kese baat krte.  
  
Ladkiyo ki trah  
  
Inko dur hi rakhna chahie army se.baaki jagah jo krna hai kro lekin private
me.",CAG,GEN,1
C36.734,"Army chief right hai q ki aaj indian army ko world me respect hai to sirf
disciplines ki wjah se.  
Aur ye kon Media wala tha bc tell us his / her name ?",CAG,GEN,1
C7.755,"Libraandu aur femnist hindu Dharm ke Khilaaf Bolte h kabhi inhe islaam per
Bolte nhi dekha jaayega jabki aurto. Ko gulaam ki trah smjha jaata h",CAG,GEN,1
C36.531,"Indian fauj main sab hee chakke Hain haan chief ne aur chakke Laine se Mana
kia hoga",CAG,GEN,1
C9.25,Arudhanti Rai दो कौड़ी की लेखिका है। पागल है वह,CAG,GEN,1
C36.918,"Indian army k jawan jab goli bandook chod kar ""TALWAR"" baji karengay😉😝😬😂😂  
[#samajtohgayehoGAY](http://www.youtube.com/results?search_query=%23samajtohgayehoGAY)",CAG,GEN,1
C9.66,Kabtak dalali karoge godi midia,CAG,GEN,1
C36.338,"Hme marne wala chahiye saiyan ki tarah khud ki marwane wala nahi karna Johar
ki tarah",CAG,GEN,1
C4.2130.3,Article 15 mai bhi pyaar daal dia lodu ne,CAG,GEN,1
C36.647.1,Ladko phir bhi army mein ho sakhti hain par smaglik nahi ho sakhta,CAG,GEN,1
C38.246,"[3:12](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=3m12s) bacha toh kar
paoge 😂😂😂😂😂",CAG,GEN,1
C4.1426,"Ye movie feminist ki gand jalane k liye banayi hui hai, itna feminist
propaganda k baad ek Movie to banti hai.",CAG,GEN,1
C29.15,बच्ची के साथ रेप हुआ ही नही ....हिन्दू धर्म को बदनाम करने की साजिश,CAG,GEN,1
C7.2254,"Bhai ledkiyo ko agey kisne Kiya kisne sarpe bithaya hum ledko ne aj agar koi
ledki kisi ledke ko thappad mara ho to bhi public ledke ko hi galat samajte
hai Bina soche samjhe... Matlab kuch bhi ho galti ledke ka hi hai aisa soch ho
Gaya public ka.. Matlab hum ledko ne females ko itna upar bithaya hai k
females ka galti bhi hum logo ko sahi lagta hai..bas agar galti karte hai to
sirf Mel's yani ledke",CAG,GEN,1
C4.1296,Bhai lagta hai teri kisi ladki ne zoooorrrr se maar ke gaye hai... 😂😂😂😂,CAG,GEN,1
C4.1519,Aisa he gand marta raho chutiyo ke or bollywood ke,CAG,GEN,1
C33.452,Kyaa Baath hay baccha thoo naee pedaakani dharrthi maa bacch gayii jai hooooo,CAG,GEN,1
C7.1237,"प्रीति जैसी गर्लफ्रैंड हो तो लड़का दूसरी लड़की की तरफ क्यों देखेगा।।।।।  
  
  
  
  
  
Good job Bro........  
  
  
  
मराठी पाऊल पडती पुढे........ जय महाराष्ट्र  
  
  
  
  
  
  
और हा ये स्त्री पुरुष समानता के चलते ये समाज बरबाद हो जायेगा।  
  
  
  
I really respect women....  
  
लेकिन भाई कुछ चीजें हैं जो ढकी हुई ही अच्छी लगती हैं।  
  
  
कभी कभी तो लगता हैं।  
  
  
BC इस्लाम ही सही हैं।",CAG,GEN,1
C36.863,"मुझे लगता हैं इनको allow करना चाहिए. जब army Terrorists को पकडे तो ये लोग उनकी
Gaand मार लेंगे, इससे Terrorists कम होंगे, अगर UPSC में Question आया तो में
यही लिखूंगा",CAG,GEN,1
C7.412.1,"Sex and love are different matlab sex karo 2-3 ladko ke sath aur shadi acche
government job wale boy se karo ye kahna chahti hai kya ap?",CAG,GEN,1
C7.1191,"जली रे जली कइयो की गाँड़ जली रे  
सुचित्रा (film companian ) उसकी भी जली रे ओर भी कई लोग है उनकी भी जली रे (
प्रतीक भाई लगे रहो ग्रेट)",CAG,GEN,1
C9.67,"Tum jase Dalalo ko knowledge nahi letters hote hai jo tumhare Baap ke jariye
tumhe milta hain vahi bolte hai, Rajdeep ji jasa imandar kase betha nahi pata.",CAG,GEN,1
C9.314,"Arundhati Roy badi lekhak nahi badi deshdrohi hai ye apna address apne kothe
ka add. Lekhaye",CAG,GEN,1
C36.697,Hume Hizro ki fauj nahi chahiye🤣🤣🤣🤣,CAG,GEN,1
C38.201,"Bhai tum log Kahan ja rahe ho ye gay and lesbian are not allowed in our
religions or islamic point of view see iski bohot shakt saza ha bohot see
pandit or molviyon ne is bare 1 example di ha k jab mard,mard se sex karta ha
to un dono k hat men 1 churi dedi Jaye or kaha Jaye k Puri taqat see zameen
men ghusa do to koi bharosa nahe k zameen see khoon nikalna shru ho jaye",CAG,GEN,1
C4.1449,"Sir bilkul sahi sir is bollywood ke sach ko aap samne layo national level par
aaj kal sexual harashment kui hote he is sab ka ek hi karan he ye sab dekh
dekh kar",CAG,GEN,1
C38.302,Are kuchh aisa btaiye ki gay log bhi thik ho sake,CAG,GEN,1
C4.1050,Real test me gaand phad jaati hai🤣,CAG,GEN,1
C7.804,"Feminists sabarimala temple ka virodh karte hai Masjid mei Aurat aur Mard ek
sath namaz nahi padh sakte kavi uspar protest karke dikhaye dam hai to",CAG,GEN,1
C36.579,"Duniya bole gi  
  
"" ye Hizdo ki Fouj kaha se aa gyi""",CAG,GEN,1
C36.327,"To iska mat lab hai ki ""GAY REGIMENT"" banana hoga alag se hahaha .",CAG,GEN,1
C9.248.1,"Adarsh Rajput munna, hindu id bana lene se halala ki pedaish, madrase ki
parvarish, mohalle ki soch aur jihadi niyat kuch nahi chhupta.  
  
Rajput naam lagakar bhangi word use karne se hindu bant ne wala nahi hai.  
Woh din gaye, tere sudharne ke din aaye hai.",CAG,GEN,1
C36.925,"INDIAN ARMY ME OPENLY SERVE KRE LIKE OTHER COUNTRIES UR YE KOI CHHIPI BAT NHI
HAI KI KOI INDIAN ARMY KA BANDA DISCRIMINATION KREGA USKE SATH, ISE OPEN RKHNE
KI JARURT HAI. AND JO KOI BHI IS HOMOSEXUALITY SE SUFFER HAI UR INDIVIDUAL
TAREEKE SE PATRIOTISM ME RHNA CHAHTA H TO YE USKI GREATNESS HAI KI WO IN SB SE
SUFFER HONE KE BAD BHI JAANA CHAHTA H @@ IT""S MY OPINION ALLOW KRNA CHAHIYE",CAG,GEN,1
C9.9,"Is bhadve Rajeep se yu bhi puch leta jab Rajasthan govt ne payal rohtagi ko
arrest kar liya....tab is 6ke rajdeep ne freedom of speech ni yaad aayi",CAG,GEN,1
C23.23,"Pratik borade sucks.. Andhbhakt.. He nvr watch a movie as movie.. Sahi film
mein secularism.. Liberals etc aisa kuch gused'deta hey",CAG,GEN,1
C36.248,hahaha. gay hind ki gay army. Na mard army. Rundi mataram. GAY HIND! HAHAHAHA.,CAG,GEN,1
C36.1102.1,Gay log gaand karte hain ladko ki,CAG,GEN,1
C36.488,Form bharte tym ek declaration ya option hona chahiye ab ki i am not homo.,CAG,GEN,1
C10.101,Woh zaroor kumfu kutha nahi magar Kuthi hai with Hindu name,CAG,GEN,1
C36.731,"Aaj kl suprem cort kuch jada hi dilchaspi nhi le rha homosexuly me kon kiski
mare ga nhi marega kb marega ho kya rha hai",CAG,GEN,1
C38.167,"I have one question???? Can I ask u ''''''socho agar ish generation k sare
bache gay aur lesbian honge toh bache kaha se honge🤣🤣🤣",CAG,GEN,1
C38.127.1,"Acha, batiye, apka epic secret logic Jo aajtak Kisi Nahi Dekha.",CAG,GEN,1
C9.118,"Ghanta intellectual, dumb hai bhudiya.",CAG,GEN,1
C7.2405.3,"Ŵèřęŵøłf • I like it .. to main yeh samjh lu ke aap sab log Apni behano aur
betiyon ko KABIR Singh jaise se 550 bar sex ki permission denge woh bhi
marriage se pehle.  
Great thinking  
India sachmuch badal raha hai.",CAG,GEN,1
C21.313,Kal HACHI A DOG'S TALE wala ayega rota hua review mangane,CAG,GEN,1
C9.20,"Kuch saal pehle yahi Arundhati roy boli thi ki British se azad hone k baad
India ne kuch nhi kiya sirf aur colonies banayi jaise kashmir, North east
states. Matlb uska logic yeh hai ki North east aur kashmir India ki colonies
hai aur India in sabko azad karke alag country bana de. Isi auraat ne yeh bhi
kaha tha ki Indian Army kashmir main Pakistan army se bhi worst attrocities
kar rhi hai jaise rapes,murders. Baad usne apology manga jab baloch aur
Bangladeshiyon ne bataya ki Pakistani army ne unke saath kya kiya. Yeh ghatiya
aurat hone k saath ek ghatiya aur Opportunistic, selfish Author hai jisko Sirf
apni book ka publicity kar award jeetna ata hai. Acchi English boldena k matlb
yeh nhi ki kisi bhi International platform pe Indian ho ke India k hi against
hi ULTI karo 🙄.",CAG,GEN,1
C7.953.1,"@Kawaii Petrichor toh kya usne rape kiya ? jab hosh mein aaya toh nahi kiya na
...behek gaya tha vo and thats what director wanted to show ....sirf acchi
cheezein hi dekhni hai toh fairy tales padho movie dekhne ki zaroorat nahi",CAG,GEN,1
C7.50,"Jitne v log kabir singh character ko reality mai hero samajte hai jab besa koi
banda tumhari beti ya behen k pishe padega tab pata chalega",CAG,GEN,1
C7.513.1,Nhi kya hai ladkiyoko baate buri jaldi lagti hai,CAG,GEN,1
C38.222,against nature law. key lock k lye bne hui h key key k lye nai😂😂,CAG,GEN,1
C36.632,"Homosexuality illegal ji theek tha aise to indian culture pe bahut bura effect
padenga shadi jaise pavitra rishte ka bhi koi importance nahi rahenga",CAG,GEN,1
C7.988,"Love story kahan tha bhai is film mein?? yeh toh lust story tha. Aur bhai tum
andhey ho kya?? Yeh hyper toxic masculinity nahi hai toh aur kya hai?? lagta
hai tum v apna l**da shaant karne k liye road k uper pant k ander ice daalte
hogey. Lagta hai tum v apne gf/wife ko road k uper maarte hogey and uske saath
kitney baar sex kiya count karte hogey. Uske parents k sath kabir singh jaise
baat karte hogey isiliye tumhe yeh sab normal lag raha hai. Aur tum jisko bol
rahe ho k unko movie samajh mein nahi aya woh log certified movie critics
hein.",CAG,GEN,1
C36.357,"Right decision.... soldier saamne SE AA the terrorist ki gaand maarne kaa
intezzar Kar rha hai....PTA chla Apne Saath waala bnda uski maar k chla gya",CAG,GEN,1
C7.424,"Kya kehna chah rhi h beta  
Aapki behan h to batao real love kr sakti h esse boy k sath aapki behan.",CAG,GEN,1
C23.19,Pratik borade bjp Dalla🤣🤣🤣,CAG,GEN,1
C4.174,"Bc sbko pta h sb real h... Tb bhi bkchdi kr rhe h... Jaise super30 real h
na... Vaisi yeh bhi real h bcz sbko pta h practically hota h yeh sb",CAG,GEN,1
C4.349,"Bhai kisi ladki ki vagina mein cum karna - koi ladka kaise bhool sakta hai.
Bacha kisko chahiye 22 saal ki umar mein.",CAG,GEN,1
C23.41.3,"@Sachin Rathi  
Sahi bola  
Par ye andhbhakt hai na usko badhawa dene ke liye.  
Uneducated pm hai hamara isse bhi bada koi joke ho sakta hai Kya.",CAG,GEN,1
C4.1653,Bhai tu bhut deep baatien krta hai... Gaand faad deta hai tu bado bado ki👍,CAG,GEN,1
C7.351.2,"@Shubham Kulkarni bhai aisi ladkiya ke muh kyo lag rha hai...inti to jindagi
hi le ri hai ache se...puri life bus lagte hi rahenge inke...lol",CAG,GEN,1
C36.524,"Liberal log ab khenge aramy wale hume ek dusre ki
g#[#nd](http://www.youtube.com/results?search_query=%23nd) bhi nahi maarne
dete",CAG,GEN,1
C38.129,"Hmara culture h hi kahaa hum to dosree ke culture ko apnaa rhe h like wersten
culture",CAG,GEN,1
C9.106,Is rajdeep ko kisne bulaya basudi failane k liye,CAG,GEN,1
C38.351,"Bachha to kar paoge na?  
Haan... Haan uski tension mat lo aap😂😂😂😂😂😂",CAG,GEN,1
C7.1483,"Libarals aur Faminist ke liye ab tention nai h kyuki ab aap jese youtuber hi
maar denge in sabki ghatiya soch ko....",CAG,GEN,1
C38.470,homosexuality sirf maze ke liye hai koi fayda to hai ni uska :/,CAG,GEN,1
C36.836.4,"rahul kumar gandu Pakistan mein Ye kanoon nahin Ye randia mein allowed ha, 95%
rabdian Army already gay ha",CAG,GEN,1
C33.250,"Ladke Ladkiyon Ko To Aise Cherte Hai  
Jaise Unki Khud Ki Maa Behan Nahin Hoti....  
Sabko Khush Rehne Ka pura Haq hai  
Pyar Toh Pyar hota hai  
Or fir saccha Pyar chahe jisse ho  
Hamesha sath wahi deta hai...... I'm agree with you",CAG,GEN,1
C20.342.2,@Sucharita Tyagi chal jhutiiiii 😆😆,CAG,NGEN,1
C21.95,"""Liberal bhi hai, Tolerant bhi hai!!!"" LoL",CAG,NGEN,1
C9.238,"Is sarkaar pe ab kisi ko bharosa nahi , jis 1 saal ki bachi ko uske maa baap
se alag kar diya modi aur amit shah ne uska kya ? Arundhati is right",CAG,NGEN,1
C19.110,"Kya yaar review krne se phle likh lo thoda padh lo fir kro. Do minute aur de
deta to ye Pura kahani bta deta...  
This is not a review👎",CAG,NGEN,1
C26.268,yeh hua sahi insaaf in jise b*%$# aurato ko yeh saza milne chaihye,CAG,NGEN,1
C36.1088.2,Toh kya ladkiyan bhi nahi honi chahiye,CAG,NGEN,1
C10.368,Mujhe taras aata taaliya bajane wale chutio pe...,CAG,NGEN,1
C9.87,"Ye aagar congress raj me hota aur bjp ka koi neta ye ragga billa ki line
bolata toh ye rajdeep ussee constitution , democracy, falana falana gyaan deke
usse kosate  
Par abhi ulta hai....bjp raaj hai and khangress ,communist favour ki writer ye
bol rahi hai toh ab rajdeep ko saap sung gaya...ab lighter mode pai hai  
Issee kehete hai HYPORACY",CAG,NGEN,1
C20.58,Jal gayi yrr teri to,CAG,NGEN,1
C9.111,"अरुंधति का कोई विचार ही नही है तो विचारों की लड़ाई क्या खाक लड़ेगी ।उसका केवल एक
ही विचार है भारत वीरोध ।इससे अस्पष्ट मेरे पास कोई शब्द नही ।",CAG,NGEN,1
C19.136,"Realese ke pahle hi review matlab producer ne special screening me film
dikhayi hai. To ab free le popcorn aur samose ke bad burai thodi karega.
Review relese ke bad walon ka dekhna.",CAG,NGEN,1
C38.143,"[4:20](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=4m20s) aunty ji...kuch
fight Ni krni pdti...grow up",CAG,NGEN,1
C21.208,bhai adhe se zyada story plot to phle hi bta deta.. dekhne ka mun ni krta fr,CAG,NGEN,1
C7.1934,"Jab koi larki galti kare toh news channel me uska sehra blur kar diya jata he
or Jab ek larka galti kare toh uske sehre par zoom mar mar kar dikhaya jata he
yeh kahe ka equality",CAG,NGEN,1
C7.1244,Har cheez ko mudda kaise bnaya jata hai pratik se seekho,CAG,NGEN,1
C21.91,Mere bhai k saath v galat ho raha hai,CAG,NGEN,1
C4.2101.2,@Feminism Is CANCER Ekdam Sahi bola Bhai.,CAG,NGEN,1
C36.940.4,Bakhwas baat hain khas Thor par smaglikta ke to or pe,CAG,NGEN,1
C7.530,"Bhai libreals se kya masla hai ..atankwadiyoon ki list mein nathuraam ka naam
kyu nahi liya..HYPOCRISY ki bhi seema hoti hai",CAG,NGEN,1
C25.602,India ka nvyuvk isi 498me brbad ho rha hai,CAG,NGEN,1
C7.1524,"Bhai apka review dekhne ke baad maine Faminest ke sabse bade kathit thekedar
Lallantop ka review dekha kasam se aisa laga ki hathi ko dekh kar kutte bhaok
rahe hai",CAG,NGEN,1
C7.1531,Bhai tu samil hoja rss mai ya bjp mai.. oh sry dono ek hi hai,CAG,NGEN,1
C26.232,mujrim tum nahi mujrim hamara savidhaan hai hamare desh ka sistem hai,CAG,NGEN,1
C9.313.3,"@PUSHKAR DHAKAR DHAKAR LUCKY galti tumhari nahi hai kyon ke tum padhelikhe
andh bhakt ho",CAG,NGEN,1
C4.76,"Agr tujhe Kabir Singh ka message smjh nahi aaya.....toh Joker khaa se smjh aa
gayi...... Doctor m bhi hn....isse jaada bkchodi krte h hm😂",CAG,NGEN,1
C7.1283,"<https://youtu.be/Etb1qmvEhBQ> ha to aap iss mahan stree ke review ki baat kr
rahe the galti se iska review dekh liya abhi tk sar dard kr raha hai mera🤣🤣🤣🤣",CAG,NGEN,1
C36.836.3,"@Mr.Jonswat haan sahi kaha gay hain but Top jo tum jaiso ki border par Bot
martey hain. Ab Top or Bot ka matlab mat puchiyo ganwaar. India tmhare desh se
bahut aagey hai samjhe, yaad rakhna.",CAG,NGEN,1
C7.1198,"Swara jo karti hai.  
Wahi wo har ladki se karwana chahti hai....ungli karne wali ko sachcha payar
kahan se achcha lagega.",CAG,NGEN,1
C7.1951,Hypocrisy ki bhi seema tod di librandus ne or feminist ne,CAG,NGEN,1
C36.933,"जहाँ हर रोज rape करने वाले बैठे हो, जो कि जिस्म के भूखे है, क्या मेरे ऐसे देश
मे भी Homosexual लोग हो सकते हैं, अजब गजब कथा सुनने में आता है, दिमाग confused
हो जाता है🤔🤔🤔",CAG,NGEN,1
C7.78,Bina feminist aur liberal kahe koi review de sakta hai Kya? Shame on you?,CAG,NGEN,1
C7.160,"Film hai to chalta hai.... Lekin kisi class mein jaa kar ye bolna ki white
dress wali bandi jiska naam mujhe nahi pataa wo meri bandi hai... Ye bilkul v
realistic nahi tha....",CAG,NGEN,1
C4.1434.1,"@Karun Das jab grand masti, happy new year, race3, veere di wedding, judwaa2
jese 3rd grade movies 200 crore se jyada kama sakti hai, to phir yeh kabir
singh to kuch bhi nhi. Achha hua War movie aake inn sab chutiya movies ko
bahut peeche kar diya.",CAG,NGEN,1
C7.1603,"Kya review hai sir mann gaye  
Ek baat jo real life se releate karti hai ki agar ladka true love kare ladki
chood de kisi aur k liye toh log sahi samjhte hai but yahi ulta ho jaye toh
log aisa galat khetay hai ladke ko pucho mat agar ladka same stage pay galat
hai ladki kyu nahi aur agar ladki sahi hai ladka kaise galat hua",CAG,NGEN,1
C36.836.2,"Nahin yaar yeh indian gandu army hai , it should be the number one gandu army
in the world.",CAG,NGEN,1
C9.313.2,"@AH k glti tumhari bhi nhi h  
Janm jaat se chamche ho  
Or yha par Congress ki chamchgiri and udhar Pakistanio ki chamchgiri karni h
bus",CAG,NGEN,1
C19.20,गुटखा कहा कर बतिया रहे हो का एंकर गुरु?,CAG,NGEN,1
C20.333,starting mae he pata lag gya ke yae kya review degi ...feminaze review 😂,CAG,NGEN,1
C9.208,"ये राजदीप सरदेसाई  
भी छुपा हुआ संधी है  
लेकिन सौरव थोडे seclar लगते है",CAG,NGEN,1
C4.1038,"India me right wing parties par logo ki bohot andhbhakti hai isliye chutiya
janta ne article 15(one of the best movie acc. To me) usko bhi criticize kiya",CAG,NGEN,1
C7.2432.5,"@Aggressive Squad wo toh thik hain ,,lekin tu movie review k Naam pe haar
video main atankbadi , political charcha Kyun karta hain???..aagar polytics le
kar discuss krna hain toh alag chanel banake waha PE yeah sab discuss
kar.......har baat review soch ke jab video dekhne jaata hoon toh wahi
atankbad-india ka history ...yeah sab bol bol ke pakwa dete ho......dimak
garam ho jata hain .....😡😡😡",CAG,NGEN,1
C4.236,"Garbage movie south india se aai hai(Arjun Reddy) . Bollywood walo ne pura
pura copy kar liya aur paise banaye. Baki sab chutiye launde aajkal Kabir Khan
ban rahe hai, aur laundiya sochti hai ladke uske peeche Kabir khan ki tarah
bhagte rahenge.",CAG,NGEN,1
C38.511,"Aur in chijo ki kabhi badhawa na diya kro mere Bhai na hi to aane wali nasle
barbad ho jaegi",CAG,NGEN,1
C26.134,"Do Chaar Murder hone k baad Hi Patta chalta hi ki Kaun Sachcha aur Jhootha Hi
tab tak Aadmi bakasur Nahi Marna Jata hi yeah Bharat k anda Kanoon hey",CAG,NGEN,1
C7.809,"Jis desh mein har minute ek ladki rape hoti h... Uss desh mein ye film bnana
hi uchit nahi h. Chhi.",CAG,NGEN,1
C9.222,"Arundhati Roy apna naam change kar ke ranga billa rakkh kar ration card adhaar
card passport visa etc banva sakti hain kyunki Yeh india hai yahan toh
rohingya yaa baangladeshiyon ne isi tarah se apne documents banva liye hain
kyaa farak padhta hai",CAG,NGEN,1
C9.143,Wo writer nahi naxalist hai,CAG,NGEN,1
C7.344,"Han thappad khana sahi h sanaki se ... Konsa pyar jinme itni beizzati or
violence ho uske gharwalo se kiti badtamizi se bat ki but tum log bas pesa
leke review dene me lge ho faltu me defend kr re ho movie ko ..... Most
overrated movie all time",CAG,NGEN,1
C25.509,"झूठे केस लगाने वाली महिलाओं को सजा होनी चाहिए । कोर्ट मे जाकर पत्नी का वैवाहिक
जीवन खराब हो जाता है । कोर्ट को चाहिए कि दाम्पत्य जीवन को बचाया जाय। जो गलती
करे उसे सजा दो  
कानून का दुरुपयोग करने वालों के खिलाफ कानून बनाया जाय। विना अपराध किये
गिरफ्तारी नहीं होनी चाहिए ।",CAG,NGEN,1
C4.715,Kitna late hai Tu yr chutiye insaan,CAG,NGEN,1
C20.107,Fuddu review,CAG,NGEN,1
C7.2240,"Hmare sanatan mai , shadi bhi do aatmao ka milan hai , do souls ka , ye koi
body ka contract nhi h like in islam or hmare yha talak shabd he nhi h hmare
to 7 janmo ka rishta or shadi b swemvar hota tha ab kaliyug g cheeze badal gai
hain , hume logo ko duniya ko sikhana tha aaj hum galat raah p chal pde h ,
ldkiya b abortion legal krana chahti h , live in m rhna h But bccha nhi chahie
ye konsi andhi daud hai smjh nhi aata , or muslmano m contract bolte hai pr
contract ka mtlb hota h mutual consent s haa kr mutual consent s he naa ek trf
se nhi hota khtm or inke to 4 shadi allowed hain teen bar admi talak bola ho
gya na ab uski koi zimmedari , or hmare to shadi tootne ka he koi pravadhan
nhi h islam m he h sari negativity , gandgi inki quran pdh k he gnda feel hota
h , kabila k sardar n ye duniya tabah krdi",CAG,NGEN,1
C10.302,Aise logon ko jail ho,CAG,NGEN,1
C26.22,"Theek kiya ya 498a dhanda haa  
Loog sooch tay haa ladki ki saadi kardi  
Aab husband ko loot loo",CAG,NGEN,1
C7.451,"आखिर कब तक जनता उठाएगी निकम्मे कर्मचारियों का बोझ  
  
<https://youtu.be/iuui3ulICiY>",CAG,NGEN,1
C7.550,Lekin fim bhot boring aur cliched h bilkul bekaar movie lagi,CAG,NGEN,1
C4.1767,"Ye desh 1 din pakka barbaad hoga  
Reason : Bollywood",CAG,NGEN,1
C7.548,"Loogon ko real love nhi chyee logon ko apne jasa thrkiii love chye movie main
🤣🤣🤣🤣",CAG,NGEN,1
C7.1304,"Netflix me ek aur chutiya serial aa rha hai jisme jatiwad se related video aa
rha hai.",CAG,NGEN,1
C9.96,"Ranga matlab Rahul Gandhi,aur Billa matlab Khujliwal.👌👌👌👌👌😁😁😁😁😁😁😁",CAG,NGEN,1
C7.1704,"Bahut shi.......mza aa gya bhai.....in so called liberal ko kab akal
aayegi...☺☺👌",CAG,NGEN,1
C7.2007,"Ladkio ro rote dekh kar...tujhe maja aah raha hai!!! Chi yaar tera Maa bho ek
ladki hai re ..ye samajh...phir kuch bol...",CAG,NGEN,1
C36.326,Comment prke pata chala bohut sare gay hey,CAG,NGEN,1
