ID,Text,Sub-task A,Sub-task B,Label
C4.1241,"Bhai movie entertainment ke liye dekhte hai  
Motivation ke liye nahi  
Motivation ke liye Tera video dekhte hai  
Isliye har cheek mein bakchodi mat pelo😂😂",NAG,NGEN,0
C7.2558,Stree dosti kab karegi?,NAG,NGEN,0
C10.938,Jai HIND jai BHARAT.,NAG,NGEN,0
C43.165.3,"@Marrie Sharma are madam Maine bhi toh wo hi kha wo ""not in public means""
public mein nhi karenge jaise pahle private mein karte the waise hi karenge
Lekin ab woh sabke samne apna relationship Ko accept kar pyenge 🙏🙏 faltu mein
kyu daant rhi hain .",NAG,NGEN,0
C9.81,Sir tab sabi ko shanghi ka lebal nahi dena chahiye,NAG,NGEN,0
C26.37,"Salute this man ekdam sahi किया झूठे मुकदमा दर्ज करने वाले के लिए यही होना
चाहिए लड़के की जिन्दगी बर्बाद की लड़की और उसके परिवार ने खून का बदला खून",NAG,NGEN,0
C36.945.2,Soch badlo fir,NAG,NGEN,0
C23.60,Bhai umbrella academy ka next season kab ayega?,NAG,NGEN,0
C4.1582,"Bhai paani pee raa tha ..but achanak se
[13:08](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=13m08s) sunkr...dost k
muh pr pichkaari pad gyi😂😂😂",NAG,NGEN,0
C7.219,Kaun hai yeh liberals aur feminist .. ?,NAG,NGEN,0
C19.184.4,Kyu bhai kya hua,NAG,NGEN,0
C4.2049,"[0:04](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=0m04s) gangs of wasseypur
dekh ke aya h bhai :D",NAG,NGEN,0
C21.288.1,yes....bahut hi badiya movie h,NAG,NGEN,0
C4.126,"YouTube pe koi to esa he Jo Kabir sing Ka faltu bakwas Sandesh samjha or bta
Ra he",NAG,NGEN,0
C7.1677,"Movie review karo plz, Kisi faminist ko jawab dene ko alag videos banao plz",NAG,NGEN,0
C7.2437.3,"Aitraaz is 1 of my fav films of my fav actor Akshay Kumar...dkhye Pink aur
Aitraaz dono hi apne jagah sahi hain...Pink main ye msg dya ki agar auraat
late n8 party kare ya 6ote kapre pehne to wo hamesha hi galat ya ghatiya nhi
hain....aur Aitraaz main bola hain ki agar aurat mard k khilaf awaz uthaye ya
fir mard aurat ko thappad mare to iska matlab srf yahi nhi ki srf mard hi
galat hain...aurat ki vi galto ho sakti hain!!!",NAG,NGEN,0
C7.2275.2,"Fir Shayad aap Kabir Singh ke character Ko samjhe hi nahi...  
Kabir Ko us ladki ne hi ghar pe Bulaya tha... Vo to mangetar aaya isliye vo
use Jane ke liye kehti hai... Aur vo chala bhi jata hai... Bas thodi der ke
liye use ghussa ATA hai ! Aur ghussa hi uski kamjor film me dikhayi hai !",NAG,NGEN,0
C4.669,"Es liya manay 3 sal say koi movie daki ,garbage dal na bond kor diya...",NAG,NGEN,0
C36.739,"Sir wo agar desh seva krna chahata he to ye aachi bat he na  
Hume uske kam pe dhyan dena chaiye wo kon he uske upar nahi  
Allow krna chaiye",NAG,NGEN,0
C7.170.2,"@Chirag Apni Agyanta ka Pradarshan karne ke liye Dhanyawad... Lage rahiye...  
Bhai, Par thoda apna Gyan badhaiye... nahi to Hansi ke Patra Bankar reh jaoge
🙏",NAG,NGEN,0
C7.539,lardka diljala hai,NAG,NGEN,0
C4.2156,"Bhai aaj full form m h  
Ik hi din m 3-3 video 🔥😎",NAG,NGEN,0
C36.848,bilkul nahi,NAG,NGEN,0
C21.281,"Pic Dekh ke laga shayad kharab review Diya, par baad m pata Chala 10/10",NAG,NGEN,0
C4.866,"[7:42](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=7m42s)..😂😂😂maja aagya
Kabir singh k intro me😂😂😂",NAG,NGEN,0
C21.1.2,Bhai is par video banao plz.....<https://youtu.be/Wh1583naLkQ>,NAG,NGEN,0
C7.2241,O bhai point pe aana bhai kehna kya chahta hai,NAG,NGEN,0
C7.2321.1,To review dekho,NAG,NGEN,0
C4.1552,bhraasss nikal li bhai ne... lmao,NAG,NGEN,0
C7.2432.4,@j h politics wali movie dekhte wakt dimag kharab nhi hota h,NAG,NGEN,0
C61.1630,"Rano ke Baton Mein Ohkar Ki Baat Sunai Deti Hai Kaise Lagta Hai Mujhe Maloom
Nahin lekin Mujhse Rano Ji ki Gala ki awaaz Mujhe ekdum Pasand Nahin hua.",NAG,NGEN,0
C26.132,Wah shera beta ho toh aisa,NAG,NGEN,0
C7.1961,bro Punjabi film ka reviews kro,NAG,NGEN,0
C36.1054.2,Sunil Barmade 😃,NAG,NGEN,0
C4.1017,Jabarjast Video 👌👌,NAG,NGEN,0
C7.1769,"Jay shree Ram  
Vande matram",NAG,NGEN,0
C32.107.3,@Bharat behera facebook id do apni,NAG,NGEN,0
C7.941.2,"@Pratik Borade movie dekh li bhai. sahi galat humko bhi smajhta hai. n ur
point of view bhi dekh liya.",NAG,NGEN,0
C7.1963,"jisne me bhi kabir singh ki burai kri uske dislike like se jyada chahe wo
rajiv ho ya koi aur  
arjun raddy n kabir singh doni master piece h no doubt",NAG,NGEN,0
C7.1755,"Are to chashma utar ke video shoot kar lete bhai isme mafi mangane wali kya
bat thi",NAG,NGEN,0
C4.2240.2,Launde,NAG,NGEN,0
C7.1817,Iski South mein ek aur Tamil language mein Remake bann rahi hai,NAG,NGEN,0
C7.1767,"bhai aapke reviews hamesha perfect hote h 👌👌👍  
film bohot acchi h mene dekhi shahid kapoor ne faadu acting ki🔥",NAG,NGEN,0
C7.1661,Bahut khoob,NAG,NGEN,0
C32.79.2,Hlo Hiro ji,NAG,NGEN,0
C43.113.1,gayhind,NAG,NGEN,0
C32.29,Lajawab movie,NAG,NGEN,0
C7.1616,o stree friendship karogi - haha not with this man.,NAG,NGEN,0
C7.2066,sir plzz titanic movie aur back to the future ka review kijie plzz request,NAG,NGEN,0
C20.163,Tu kya kehna chataha saf saf bata..Confuse mat kr,NAG,NGEN,0
C36.1025,CBI par vedio chahiye.........,NAG,NGEN,0
C4.904,"Sir ek shi life partner kaise choose kiya jaaye kya kya cheezein dhyan me
rakhni chahiye ispe video bnaye for boys..",NAG,NGEN,0
C4.1268,Sir tik tok pr video bnao n,NAG,NGEN,0
C4.800,Guru hain mere aap,NAG,NGEN,0
C33.95,ये वास्तव मे पृकति के खिलाफ है,NAG,NGEN,0
C25.495,koi investigation nahi hoti aise hi dharr liya jata hai,NAG,NGEN,0
C4.422,"Bhai ye baat to ramadhir singh ne bohot pahle hi bol di thi...  
Jab tak india me bollywood hai sap chutiya hi bante rahenge....",NAG,NGEN,0
C7.183,"Bhai apka review Dekh ke maja ageya  
Nice explain keep it",NAG,NGEN,0
C7.288,🤣bohot sukoon mila :),NAG,NGEN,0
C4.960.4,@Master Devoe hamesha ladke galat nahi hote wala video me.,NAG,NGEN,0
C26.121,"shai baat hai ladkiya 498a laga ke jutha or puri family ko andar kara deti h
aj k time mai koi dhaj nahi magta",NAG,NGEN,0
C36.450,"सर जहाँ तक मुझे लगता है यदि समलैंगिकता सेना में किसी भी तरह का व्यवधान न
उत्पन्न करें तो अनुमति होनी चाहिए परंतु यह आवश्यक है कि किसी भी तरह की परेशानी
होती है तो दंड का प्रावधान भी होना चशिये",NAG,NGEN,0
C4.2114,Saddi mea jarroor ana ...ke bare mea keya kheyal hai .,NAG,NGEN,0
C38.725.4,"Stereotype mat karo. LGBTQ movement exactly isi cheez ko oppose karti h. Video
mein kitne uncle aunty ne support kiya.",NAG,NGEN,0
C7.1896,Stree me friendship ka matlab kuch aur hota hai prateek bhai😂😂😂,NAG,NGEN,0
C7.259,"Itna ad mat do.. Sir.. Vdo dikjna.. Achha nehi lagta.. Interest and
contraction chala jata hai.. Ehi bat sandeep maheshwari ne bataya tha",NAG,NGEN,0
C59.338,Lajobab,NAG,NGEN,0
C32.110.2,@Alijah hussain mirza ?,NAG,NGEN,0
C38.199,"वासना और कामुक्ता को जिदंगी समझते हो , जो है ही नहीं ।",NAG,NGEN,0
C4.2036,"Bhai lagta h m bhi ab aap ke tarah soch ne lag gaya hu 😂😂 kyuki meri bhi yahi
same opinion tha...",NAG,NGEN,0
C7.2340.2,Hathi Raja kahan Chale,NAG,NGEN,0
C4.1508,"Shwetabh sir please Laal Kaptaan movie ka analysis kab kronge????.....,",NAG,NGEN,0
C21.248,I hope ye film logoki dimag m kuch paribartan lae,NAG,NGEN,0
C36.565,"Indian Constitution ke according soche to hum log kisse se bhed bhav Nahi Kar
sakte par practically AISA possible Nahi Hoga kyunki samaaj ki vichardhara ki
badal paana sambhav aasan Nahi. Mein aur aap sab ko samaan dekhe par AISA sab
sochege mushquil hai.",NAG,NGEN,0
C32.34.3,@Arjun Kalsai ph. No. De do,NAG,NGEN,0
C7.1328,Bhai tune dil jeet liya😍 kya yar jawab diya hai 😍love you bhai ssly need this😊,NAG,NGEN,0
C7.461,Kya bola bhai bhot hard !!!,NAG,NGEN,0
C68.234,Hindi x,NAG,NGEN,0
C36.1050,Nahi homa chahiye army me,NAG,NGEN,0
C7.2582.1,"Bharat ki Drishti se Conservative aur Liberal hone ke mayne bilkul hi alag
alag hai...  
Ye video dekhiye -  
<https://youtu.be/yNdB772uAsU>",NAG,NGEN,0
C4.376,last me vo bolti toh hai ki vo clinic join kar lia tha etc etc,NAG,NGEN,0
C9.77,Aaj Sourabh trivedi ne rajdeep sardesai ko hi kaat diya,NAG,NGEN,0
C21.258,"जय श्री राम 🚩  
वन्दे मातरम् 🇮🇳",NAG,NGEN,0
C59.871,Jio jio boss,NAG,NGEN,0
C36.1137.1,@GUDERIAN TANK sahi kaha,NAG,NGEN,0
C36.414,में इसमे सहमत हूँ,NAG,NGEN,0
C26.65,Ladkiyone aasani se rupaye kamane ka tarika dhundha hai,NAG,NGEN,0
C7.1246,True bhai..,NAG,NGEN,0
C7.191,"First 3 minutes I have watched your videos. Mene or logo Ka vi review is movie
ke dekhe hai. Lekin tumhara Tara review se hatkar Kisi ne nehi batai.",NAG,NGEN,0
C7.2383.1,"@Pratik Borade Maine Puri video Dekhi thi. main apki baat nahi Kar Raha tha,
comment section me log keh rehe the. Aur ha me manta hu, ki aap agar in sab
baton ke bare na soche, toh Kabir Singh ek bohot hi well written and directed
movie hai",NAG,NGEN,0
C4.108,"Review sun k lagta hai k itni wahiyaat script waali movie kaisi hogi 1 baar
dekh hi loon??? :D",NAG,NGEN,0
C7.2061,23 MAY 2019 KO PUBLIC OF INDIA ne reject kar diya hey LIBERALS ko,NAG,NGEN,0
C7.843,Pragya sing thakur. Naathuraam godse. Ye sab bhi kya musalmaan the.??,NAG,NGEN,0
C32.83.2,"@Hasan Sardar  
Kya huaa?😃",NAG,NGEN,0
C45.734,Knsa address plz and number do,NAG,NGEN,0
C7.513.2,Ek baat bolu bura to nhi manogii,NAG,NGEN,0
C33.66,Bhai ye video mai to alg line hi chal raha hai bhai,NAG,NGEN,0
C59.1562,Jio Guru,NAG,NGEN,0
C59.1621,Jio Vai very good.👌👌👌👌👌👌👌👌,NAG,NGEN,0
C36.1116.1,Abhishek Palhii,NAG,NGEN,0
C4.2141.2,"@ching pong koi na mere bhai.. apki AGE me hum bhi ese hi thy... Abhi virtual
reality ko sach maan lete h.... But TIME se bda sach kuch ni hota",NAG,NGEN,0
C4.369,bakwas picture.,NAG,NGEN,0
C4.570,Kuch Acha nhi aana Bollywood se 😆,NAG,NGEN,0
C4.869.3,Sahi kaha sandeep bro,NAG,NGEN,0
C33.31,"Arre yrr bhot achhi thi vdo aur comic bhi... Manjeet ki acting is soo funny
his expressions 😂",NAG,NGEN,0
C7.949,bawaal bhaisahab..bahut sahi kaha aapne,NAG,NGEN,0
C4.373,Aur purano news le aate mr.berozgaar,NAG,NGEN,0
C36.635,"Sabko samanta ka aadhikar home chahiye hme sex ke aadhar per kisi ko jaz karna
galat h  
Army join krne ka huk milna chahiye",NAG,NGEN,0
C38.323,MEETHA 😁😀,NAG,NGEN,0
C33.190,Nice Bhilog. Hamlog. Cathay Haay. Asae Ho,NAG,NGEN,0
C4.1141.2,Maine toh bc 2-3 saal se ek bhi Bollyshit movies nhi dekhi 😑,NAG,NGEN,0
C7.1076,Say directly jiske bare m aap bol ehe ho,NAG,NGEN,0
C36.757.4,"@Ahmad Baloch bhai mai tumhara dard samajh sakta hu ,...  
Koi baat nhi jala hua jakham bharne me thora time lagega pr bharega jarur.  
Be patient",NAG,NGEN,0
C7.1349,I stri subscribe karogi,NAG,NGEN,0
C46.228.1,Bilkul,NAG,NGEN,0
C7.1445,Kuch toh log kehege ... logo ka kam h khena,NAG,NGEN,0
C38.68.3,Daya Barani 👍,NAG,NGEN,0
C7.1690.1,JAI SHREE RAM.🕉️🕉️🕉️🕉️🙏🙏🙏🙏,NAG,NGEN,0
C33.125,"😂😂😂😂🤣🤣 Bhai Wah kya video banaya hai........... Rula diya yaar ab toh tension
hone Laga hai bhai....... Mere ko koi milegi ki bhi nahi......... Section 377
ke Baad.......😢😢😢😢",NAG,NGEN,0
C45.372,Bokchodi,NAG,NGEN,0
C33.316,"Sabko pta keise chalta h ki wo lesbian h mai jeisi hi thick hu i am normal 😄
mai god se pray karti hu bhagwan sbko normal earth pr bheje",NAG,NGEN,0
C4.2154,Kutte ki tara pyar kar raha hein- best adjective... 😂,NAG,NGEN,0
C4.1386,kitane log kabir Singh movie ko av Tak nahi dekha meri tarah,NAG,NGEN,0
C4.606,Bhai family man per reaction do,NAG,NGEN,0
C7.1759,"bhai accha hua aapne uska naam or photo nhi dikhaya varna jese lakshay
chaudhry par strike aaya h aap par bhi aa jaata😂😂",NAG,NGEN,0
C4.1554,"[3:26](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=3m26s) Kutte ki tarah
pyaar krti/ krta hain 😆😂 wtf bro🤣",NAG,NGEN,0
C36.772.1,Bskhess mast kar,NAG,NGEN,0
C9.274,Hame PM se satya bolna sikhna chahiye,NAG,NGEN,0
C45.222,आपका जगह का नाम क्या है,NAG,NGEN,0
C4.602,"Hamko mission mangal dekhna tha lekin sare dost Kabir Singh dekhne ja rahe
the...or jab ham bole mission mangal dekhne Chalo to sare hasne lage or bole
chutiya ho Kya... isiliye hmko majburi me Kabir Singh dekhna pada😐😐😐..fir war
or joker me hmko joker dekhna tha lekin dost log WAR dekhne Gaye.",NAG,NGEN,0
C7.2248,Sir stree ne abi Tak friendship accept nai ki😂😂😂😂😂😂😅😅😅,NAG,NGEN,0
C26.21,"मे सलाम करता हु . गलत केस होने के बाद दामाद कुछ नही कर सकता . गलती गलत क़ानून
की है . क़ानून मे पुरुष खुदका बचाव भी नही कर सकता . तो वो क्या करे ? सिर्फ जेल
मे जाये क्या ?",NAG,NGEN,0
C7.1250,"Kabir singh vs Arjun reddy par video banao aur haan aap ne iss video me actors
ki acting ke baare me kuchh kaha nahi pls uspar ek video banao sir ji",NAG,NGEN,0
C4.1287,"South India movies me 🤔🤔kuch sikhne ko milta hai .. mene to Bollywood 🤔dekhna
hi Kam Kar Diya",NAG,NGEN,0
C10.438,"Kasturi,, , 😡😡",NAG,NGEN,0
C4.861.2,Me ne vi mardi,NAG,NGEN,0
C36.788.1,"Agar hmko kuch abolished krni chahiye toh wo hain SC,ST,OBC reservation,iske
badle economically backwards logo ko reserved kre.",NAG,NGEN,0
C7.2577.1,right shagun jee best annlisis pratek sir,NAG,NGEN,0
C33.173,"Zabardest video bhaiyo,carry on",NAG,NGEN,0
C7.136,"Bhaaaaiiiiiii dil looooooot liyaa aaapne😍😍😍😍😍😍shukkar hai aap jaise lok bhi
abhi hain india mein jinki thinking as same as meri thinking jaisi
hai😍😍😍😍😍jeeeeeeeeyoooooooo bhaaaaiiiiii bass aap😘😘😘😘😘😘😘",NAG,NGEN,0
C7.2175,Movie bohot achi h..... Everyone must watch ache content p movie km hi bnti he,NAG,NGEN,0
C4.948,"kabir singh asi movie jisko swetab ko movie dekhne ko force kiya bhai ne kha
tha movie nhe dekhta 🤣",NAG,NGEN,0
C21.316,"Aap sach me incredible ho bhai.....  
Itne rat bhi aap video shoot krte ho.....movie review ke sath sath aap sehat
pe bhi dhyan diya kijiye....  
Nice review....  
Good mid-night....",NAG,NGEN,0
C43.165.1,Pagal ho gaye ho kya? Kaun khulle mey sex karna chahega? Mein to kabhi nahin.,NAG,NGEN,0
C68.493,Main to zorrur sair karunga,NAG,NGEN,0
C7.64,AJ main Netflix par Kabir sing dakhi.... 👌👌👌 darun laglo ...,NAG,NGEN,0
C7.1576.1,"Q nhi maar skte maar skta h  
Ldki bhi maar skti h ldke ko  
Pyaar me SB hota h  
Haa koi Jaan bujhkr maare kisi ldki Ko wo galat h  
I will not support him  
Pyaar me Maar skta h but uske Bina reh bhi nahi skta agr Sacha pyaar krta h to",NAG,NGEN,0
C4.251,भाई इन सब से अच्छा था crime petrol ही अच्छा था,NAG,NGEN,0
C9.260,Ranga Billa Amit Shah aur Modi Hain. .,NAG,NGEN,0
C9.230.2,"Lekin ghar ke kuch log ghuspaithiye ko sharan diye hue hain...Lekin chaukidaar
ghar mein ghuse ghuspaithiye ko bahar nikalne ke liye sab ki jaanch to karega
hi...Ghar kewal ek aadmi ka nahi poore parivaar ka hora hai...Aur yahan to
poora sanyukt parivaar hai wo bhi 130 crore logon ka...KYON HILA DALA NA...",NAG,NGEN,0
C4.1111,"Bhailog mudde ki baat laao...Sirf Modi ji ko hi vote karo bass aur Nationalism
ko follow karo!!",NAG,NGEN,0
C4.478,Yeh movie reality dikhati hai . Toh dikat kya hai ?,NAG,NGEN,0
C7.1666,Bhai KY bol re tu..,NAG,NGEN,0
C7.170.4,"@Chirag Sabse pehle aapko apna Left-Right Conservative-Liberal ka concept
clear karna chahiye....  
Ye video dekhiye -  
<https://youtu.be/yNdB772uAsU>  
Aur duniya me kya chal Raha hai vo dekhiye... Theory Chhodiye practically
sochiye...  
Mai khud bhi aise gaav me rehta hu jo taluka bhi nahi hai... Aur mujhe pura
vishwas hai ki aapse jyada hi garibi dekhi hai maine...",NAG,NGEN,0
C4.2111.1,To film bhi vaise hi character ki thi na to director bhi vaise hi hon chahiye,NAG,NGEN,0
C36.853,Bikul serve kr sktye hain,NAG,NGEN,0
C36.234,Prashant sir sbse accha smjhate h,NAG,NGEN,0
C59.523,Super super boss jio boss,NAG,NGEN,0
C7.2310,Bahut Sahi Bhai😎😎😎😎😎,NAG,NGEN,0
C4.1599,"Bhai log kasam khao iss diwali koi movie nhi..only spend time with frnds and
beloved parents..Aur crackers (Ayurvedic crackers ) kharid lena from
""Priyanka's Herbals"" copowered by Nick",NAG,NGEN,0
C4.564,Jabardast bhai,NAG,NGEN,0
C19.9,Yeh bahut hi badhiya movie hai ...aaj dekhliyaa 5/5 rating hai mera👌👌❤,NAG,NGEN,0
C38.763.2,galti nahi hai pr show karna bhi kaha tak thik hai,NAG,NGEN,0
C7.660,Shirt kamaal ki hai 😂😂😂😂,NAG,NGEN,0
C9.235.1,उसको लादेन का ध्यान में नही था।,NAG,NGEN,0
C4.1719,"**Kabir Singh** time hi nahi tha essi picture Dekh ne ka... **Kab aayii kab
gayii😁 pata hi nahi chala😂😂**  
 **Seriously apun nee nahi dekhaa**",NAG,NGEN,0
C7.1027,कबीर का लव्ह के प्रति कंमिटेड हमे सबसे अच्छा लगता हे.,NAG,NGEN,0
C4.2163.4,"Main toe saal trailer dekhte he samaj gaya tha ki yah bhi wahi bakwas film
hain Bollywood ki",NAG,NGEN,0
C36.470,"मेरे अनुसार एक सैनिक को एक सैनिक होना चाहिए न कि पुरुष, महिला या समलैंगिक।सभी
सैन्य फार्म से gender का columns ही हटा देना चाहिए।",NAG,NGEN,0
C26.265.2,Rahul Pandey SAHI KAHA,NAG,NGEN,0
C7.1093,Bhai jordar,NAG,NGEN,0
C7.2600,"India me anime kyun Nahi dikhate wo BHI Hindi mein aur kyu faltu cartoon
dikhate hai iss par aap ek video banao",NAG,NGEN,0
C36.1074.3,Accha,NAG,NGEN,0
C7.93.1,"@max monica Aise fake aur baseless videos dekh ke aap opinion banate hai 😂😂😂  
Kripaya Apne aap Ko Hansi ka Patra mat banaiye...  
Hindu Sabhyata ke bare me Janna hai to ye video dekhiye -
<https://youtu.be/_5dJyQdBsD4>",NAG,NGEN,0
C36.1136.3,@Shashi karne yah bhaat him LGBT ki kar rage hain,NAG,NGEN,0
C36.619,ye sahi ni h,NAG,NGEN,0
C4.1465,“Achha self harm kar rhe the...pehle kyu nahi bola...”...🤣🤣🤣,NAG,NGEN,0
C38.559.1,Sahi kaha yaar,NAG,NGEN,0
C7.1970,Aap right ho sir,NAG,NGEN,0
C4.954,Serious na le vo sirf ek movie thi...sanju movie sbse chutiya ajtak ki,NAG,NGEN,0
C21.61,They just walk free Wala total scene mujhe bahut zyada achcha laga movie mein.,NAG,NGEN,0
C68.1123,Thume ka,NAG,NGEN,0
C4.1514,"Bhai movie tu ache the isme koi shak nhi hai but movie main jo message tha wo
Realistic nhi tha isliye iska comparison real life se krna bewakoof i hai",NAG,NGEN,0
C7.1718,Yeh t shirt Purana hai as one Pehle bhi pehna hai,NAG,NGEN,0
C9.310.1,@arjun bhabad 67 percent feku ko nehi chuna he.,NAG,NGEN,0
C4.729.1,laundiya*,NAG,NGEN,0
C29.1.1,Vipan Singh Rajput lawdwke bal,NAG,NGEN,0
C21.54,"Best Bollywood movie ever... Movie dekhke bahat atcha laga..Real based story
👌👌👌",NAG,NGEN,0
C4.1048,💯% behtareen Excellent 👍❤️❤️❤️❤️❤️,NAG,NGEN,0
C4.875,"Aj hi dekhi movie. Sach me Shahid Kapoor ki acting ko chhod ke aur kuchh bhi
dekh ne layak nahi hai movie me.",NAG,NGEN,0
C7.940,"bhai aapka review jaisa bhi ho main usko dhyaan nahi deta .. main har film
dekhta hu mujhe har film achhi hi lagti hai . bas dekhne ka nazariya sahi hona
chahiye..BUT AAPKI VIDEOS MAIN SIRF ISLIYE DEKHTA HU KYUKI AAPKA BOLNE KA
TARIKA MUJHE BAHUT PASAND HAI. SHABDON KO SAAF KAHNA AUR SAMJHANA BAHUT BADI
BAAT HAI...",NAG,NGEN,0
C4.682,"Sir pichle 1 months se Koi video nhi aa rahi thi  
Ab kai din se continue  
Thanksss",NAG,NGEN,0
C4.1816,"20 year ke londo ko iss age me Kya krna chahiya ispe ek video banao ......
please vese to boht video h lekin Bhai aapse ianaa h.. please ispe banao video",NAG,NGEN,0
C7.681,Bhai in ko RX100 movie dekhni chahiye south ki tb pta chalega,NAG,NGEN,0
C7.1698,Ham to last 7min roya film me... Khud ko control hi nahi kar paya....,NAG,NGEN,0
C4.2127,"""kutte ki tarah pyar"" 😂😂",NAG,NGEN,0
C32.80,"Kis kis ne top guy ko dekhar hilaaya..??  
🤩🤩🤩",NAG,NGEN,0
C21.73.2,"No brother tumne film samjhi hi nai. Yad hai wo nirbhaya wala scene. Minor bol
ke chhut jata hai. (Strictly because of Law). Aur lastmein judgement jab
judges dete hai to wo clearly mention karte hai ki according to law apni
position ka fayda use mil raha hai to wo bhi rape hi consider hoga chahe
consent ho kyun na ho.",NAG,NGEN,0
C38.686,""" meri wife layi thi "" 😂😂",NAG,NGEN,0
C4.427,Badhiya BHAI,NAG,NGEN,0
C7.51,Kya Kya bat baat rahe ho,NAG,NGEN,0
C4.29,Bhi jan Tik tok bare me mesg do,NAG,NGEN,0
C4.50,Pyaar hai tu ladke !!!,NAG,NGEN,0
C4.1012,Bhai koi item song nhi tha movie me.,NAG,NGEN,0
C4.2046,Reality me Kabir ko kabhi priti mil ti nhi he Kya kare yr,NAG,NGEN,0
C61.7,Main Jahan Thi usko Wapas bhejna chahie,NAG,NGEN,0
C7.97,"Ek chis jo Sabse badi jhut Kabir Singh maine rape ki baat ki geye hai jab ki
rape ki dur dur tak kahi nahi dikhaya geya hai or nahi Kabir Singh koi Ganda
larka dikhaya geya hai  
Haa ek chis hai k Preeti ke dad ne uske jazbaat o nahi samjha inha ek ladki k
marzi Ko down kiya geya hai ey maine maanti hu per aisa to hota nahi hai k hum
ake Apne dad Ko kuchh kehete hai or wo maan jate hai to ey sachhai hi dikhaya
hai  
Or wo actress Ko Kabir ne kaha k maine tum se physical relationship maine hi
rehe Sakta hu per isse ey ek baat wo saf kar deta hai k kapde press karke ya
fir uske liye khana banake wo Kabir ka peyar nahi pa Sakti to ey ummid chhod
de",NAG,NGEN,0
C36.964,Sir plz 1 vdo 2018 imp prize winners pr bnaiye plz...,NAG,NGEN,0
C4.1797,Eagerly waiting for this,NAG,NGEN,0
C4.1564,"Ye sab too thik hai iss laundey ne aaj movie dekhi download krke islia aaj
review Kar Raha 😅",NAG,NGEN,0
C19.2,Bahot ganda review thha,NAG,NGEN,0
C10.430,Arundhati Roy Zindabad,NAG,NGEN,0
C36.951,"**नमस्कार प्रशांत सर** 💐💐  
  
 **10 जनवरी विश्व हिन्दी दिवस की शुभकामनाएं** .",NAG,NGEN,0
C4.277,Farzi muvi thi...,NAG,NGEN,0
C7.1848,Bhai aap spoiler alert to dete,NAG,NGEN,0
C4.1744.1,@Mohanish kinare Han na,NAG,NGEN,0
C7.2594,**kon kon chahata he pratik bhai join battun hata de chenal se**,NAG,NGEN,0
C36.1083,no..agar indian ko serve krna h to ...or bhi tRIKE H....,NAG,NGEN,0
C7.980,Ek side shave krna bhul gaye ho,NAG,NGEN,0
C36.1146.3,@Zero LB kyo ki wah desh ki rakhsa karni hain ghatiya soch nahi dhalni hain,CAG,NGEN,1
C36.279,नही बिल्कुल भी allow नही करना चाहिए,CAG,NGEN,1
C29.11,"Jo tum Snatan Hindu dharm Chal rhe ho Na usme tum Sirf Hindu or Muslim me Sirf
nfrt felate ho kbhi inhe ekta ke sutra me bandho kitna mja h ekta me tum bat
bat pr Sirf Hindu Muslim lekar khde ho jaye ho Rep Rep h chahe Hindu ho ya
Muslim is kesh ko CBI ko jachna hOAG",CAG,NGEN,1
C7.634,Jabardasti ka feminism ghusoge to kya hoga,CAG,NGEN,1
C29.24,"मीडिया को चाहिए कि, वो सबूत के सात विडिओ बना ये अगर मीडिया सबूत ना दे तो उनपर
कानून बनाकर सजा मिलनी चाहिए।",CAG,NGEN,1
C25.464,"police hai to kuch bhi karegi kisi ki bhi jindgi karab karegi.sab proof milne
par karvahi honi chahiye.",CAG,NGEN,1
C36.688,Sir lesbians ke lia bhi aysa hi rules hona chahia,CAG,NGEN,1
C4.453,"aa gaya ek aur reviewer , gyanni of bollywood , gyaani of mens , hum to bhai
chutiye hi reh gaye",CAG,NGEN,1
C36.724,"Ager Army hud Gand maryay gi toh dushman k sth kesay laday gi.dushman mulk ki
gand maray gy..😂😂😄",CAG,NGEN,1
C7.2439.1,"Thank you so much Unsubscribe karne ke liye... Vaise bhi sabhi log sachchai
nahi sun sakte !",CAG,NGEN,1
C7.1201,Bhai ye review tha ya hate speech hai liberals or feminist KE liye 😂😂,CAG,NGEN,1
C7.815,"Aap jis स्त्री se dosti krna chahte ho jese aapki t shirt pr likha h..wo kisi
ki bahen ho sakti h bhai  
Vibhats be hayaaee hamare kultur ka part nhi aap nangepan ko aadhunik bol rahe
ho to phir janwar me aur ham me kya farq rehta h  
We are human and we have our culture hope u understand",CAG,NGEN,1
C25.7,"498a jhuta case hua miss use karne wale ladki yon aur unke pariwar kya saja
dega issue sawal jawab chayea ghus kha kare pulice wale Saja kya hOAG",CAG,NGEN,1
C19.91,Aaj ke baad kabhi review mat Dena ..,CAG,NGEN,1
C7.308,"Faltu log hi tulna kar rahe hai.Bhai,story hai aur actor sirf apna character
play kar raha hai.ismein tulna [q.Company](http://q.company/) ka naukar
hamesha khudko boss se tulna karta hai,par woh yeh bhul jaata hai ki agar
usmein itni ability hoti to woh us jagah hota.naki sirf ek naukar bankar
[rehta.To](http://rehta.to/) yeh naukaro ki soch hai.Unhe lagta hai unhe bahut
aata hai par sach mein woh big zero se jada kuch nahi.",CAG,NGEN,1
