ID,Text,Sub-task A,Label
C4.2139.5,"vipul bisht they weren't shown as child when sardar and nagma got married and
yes if ramadhir was 80 to 85 by 2000s they should have showed him like an old
man of 80s but they showed him as someone who is barely 70 years of age,infact
he was looking 65.",NAG,0
C4.81,"688 dislikers are the cast and crew of kabir singh.....

😀😀😀😀😀😀",NAG,0
C26.116,Jahangir great job,NAG,0
C25.553,More of these kind of program needed,NAG,0
C46.189.4,Right Bos,NAG,0
C7.15.5,"@Ahalyaa Namid I live in Bangalore, Karnataka & I understand your fear too but
I felt after this much heated debate & understanding its actually fine to be
friends & if we feel we r bad or not trustworthy then we can always block
right? So i thought just all this & wanted this plus I am a guy who just says
what I want hence asked u this out of random so if u still want my number I
can put it here but copy it soon & I'll delete it off",NAG,0
C10.484.1,"haroonrasheed vc why is the rss agenda? Please tell me. Since you are a part
of RSS, since you are a relative of Modi, since you have done your research on
rss, please tell me what their agenda is? Send me a link to their agenda or
anywhere of their website. Send me proof I’m waiting",NAG,0
C26.272,very good,NAG,0
C4.2041,"my friend had suggested me to watch arjun reddy (the telugu version) and after
watching that i was really dissappoinnted with him for his selection. as he
said indians are chutiyas . they take movies really serious.",NAG,0
C4.2205,No view 356 like how?,NAG,0
C59.465,Nice brather,NAG,0
C7.2347,"I'm sure u watched film companion review video 😂😂, she is dum",NAG,0
C63.9,It is very bad,NAG,0
C7.476,speechless bro...,NAG,0
C10.597,Sedition for her,NAG,0
C4.1060,Same opinion 👍👍,NAG,0
C32.135.1,Tnxx brother,NAG,0
C26.275,Great Man,NAG,0
C10.198,I think she is half mental plz send her to mental hospital,NAG,0
C65.447.1,@Exchange Gallary hummm,NAG,0
C46.252,Very bad,NAG,0
C4.1503,"As always you nailed it . Bro please make a video on value of relationship(
family ,friends ) value of life and responsibilities .",NAG,0
C59.2363,I love u boss,NAG,0
C7.772,what you say is absolutely right...i gues ye soch sabki ho...,NAG,0
C26.292,"The man lost both his parents due to legal terrorism perpetrated by this
woman.  
If the woman hasn't succumbed to her injuries, she'll live the rest of her
life with the same feelings of personal loss.",NAG,0
C57.51,Wow osmdance 😍,NAG,0
C58.146,Little knowledge in always dengarous..... it's really....,NAG,0
C59.394,Hi s,NAG,0
C26.300,"He did good JOB, MASHA ALLAH , LET HIS PARENTS BE GRANTED PARADISE BY ALLAH .",NAG,0
C10.217,But wr is arundhati roy,NAG,0
C10.740,"Modis game will be over let muslims get hindu names this way ncr wont effect
them..get the documents n next modi will loose on vote grounds lol",NAG,0
C10.239,"Anchor seems to be a spokesperson of bh  
BJP Gov. Biased media",NAG,0
C4.1703,Eagerly waiting for this video thanks for your response bhai love u❤,NAG,0
C45.683,Good job bro. Keep up updated,NAG,0
C4.1697,"[16:40](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=16m40s) we people take
it as Romance 😂😂😂",NAG,0
C38.631,"it's not that big deal ... grow up and let them enjoy ... and let them live
tgeir life as well ... homosexuality is not a problm its just a bit not so
normal .. but its acceptable guyzzz ...stop Being narrow minded ...",NAG,0
C4.1737,"Bro. how can you be so great. its a pleasure to listen to your thoughts. so
straight to the point and realistic.❤️",NAG,0
C7.1731,Mission mangal trailer update,NAG,0
C4.1635,"Ekdam shai bat hai yarr  
A teenager like me will highly get influenced by these movies.  
You gave a right idea about bollywood  
Thanks a lot.",NAG,0
C4.197,"Thought this review would roast feminism again, but thankyou for responsibly
putting this review. Brilliant. 🌼",NAG,0
C7.968,"like for Kabir Singh  
Comment for veere di wedding",NAG,0
C7.1966,Loved it bro. Subscribed you. ♥️,NAG,0
C10.191,"Arnab is agent of ranga billa  
Paltu kutta of bjp",NAG,0
C7.2569,I usually love ur reviews but this time i disagree.,NAG,0
C4.117,"👍the thing on feminism is true coz...though being a girl I can feel that the
motive of feminism is more than to form a reverse world ..not any equality
...ki if boys rape ..we will too do same except fir literal ""equality""",NAG,0
C26.270,"I would had done the same thing as he did.  
  
Moral of the news - Murder solves everything.",NAG,0
C4.2094,It is remake of South Indian Telugu movie Arjun reddy,NAG,0
C4.1150,"I watched until the 'sex threat at the knife point' scene & couldn't take any
more & deleted it",NAG,0
C33.534,I am lesbian. l love you who ever made this.,NAG,0
C59.1075,Good video,NAG,0
C4.1455,The most honest person in entire country,NAG,0
C33.611.3,Alok Nandal age,NAG,0
C4.1186,Bhai so true that's why we're not producing quality movies ?,NAG,0
C33.605.3,Amina bhatti hi,NAG,0
C4.273,Thanks man i never saw from this perspective!,NAG,0
C4.580,Loveeee uuu sir....mucchhh respect🥰🥰🥰🥰,NAG,0
C7.15.2,@usher luck i am not comfortable on whatsapp right now. I hope you understand.,NAG,0
C7.1195,Arjun reddy is king...,NAG,0
C4.457,"@[5:50](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=5m50s) he is talking
about which movie?",NAG,0
C4.1790,"**Well..movies like Super 30 should be encouraged rather than Kabir Singh..I
know Super 30 was also kind of fiction because of Bollywood chutiyappa...but
that movie is 10 thousand times better than Kabir Singh.**",NAG,0
C7.1535,Bhai get well soon,NAG,0
C33.329.2,@Asma love is love hyyy,NAG,0
C33.560.4,student vs Teacher Hii,NAG,0
C4.2179,nic,NAG,0
C33.285,Superb boss,NAG,0
C45.514.1,@aditi Mojumdar hi,NAG,0
C10.255,U rockzz nupur,NAG,0
C7.1333,Awesome.... Sirjii,NAG,0
C36.1051.5,"@ansu sen have ever you used pipe of a rifle as vegina?  
Then why do you have a mindset that they are always horny people",NAG,0
C4.1538,Shwetabh bhai is backkk....go titans,NAG,0
C4.2153,Thanks for showing mensutra word in starting,NAG,0
C4.578,"completed my PG before everyone else. I mean I was the youngest among my
classmates. But, I was always mature than everyone.",NAG,0
C59.678,U r fire broo🔥🔥,NAG,0
C36.293,"I completely support the general. No gay sex in Army so conduct unbecoming of
an officer.",NAG,0
C10.223,ARNAB THE SLAVE OF MODI...,NAG,0
C4.1282,((((((((Kabir singh affected by phyton spirit.))))))))),NAG,0
C33.334,Heavy,NAG,0
C10.291,"Not sure why this lady is not getting arrested for misleading people...time to
ensure that Democracy does not mean people like her can blatantly lie or
instigate violence. By the way just a suggestion Mr.Goswami...would appreciate
the debate to go with less shouting and people speaking over each other as it
becomes difficult for a viewer to catch the real point of view. You are the
best and hopeful am sure you know how to solve this issue...thanks",NAG,0
C59.1023,Excellent,NAG,0
C36.438,"Homosexuality is a type of mental disturbance.they have right to do anything
but army is not a joke they have some diffrent rituals",NAG,0
C59.148,Ranu,NAG,0
C63.184.2,Yanty Hariyanty,NAG,0
C32.124.2,@S Kumar hii,NAG,0
C4.431,"what if the movies says the normal story of any boy who was self destructive
at a time but after self realisation he became responsible enough to bring her
back and also understands all his reponsibilities towards family and friends
people are not mature from thier childhood they evolve by the time just saying
manipulation and potrayal in wrong way does matters or we can say the way we
potray and see something depends on the individual",NAG,0
C4.2077,Superlikes for this one 👍👍👍👍👍,NAG,0
C45.158,Sorry,NAG,0
C10.453,"Why do you give any credence to Roy? Make her irrelevant by not inviting her
to your shows. You are also in colpable if you invite rotten characters on
your program. She is relavant because of your channel.",NAG,0
C4.894,"one advice big brother..can we expect the background to be more symmetrical
and bright your spectacles are shining ....content is lit🤟🤟🤟",NAG,0
C4.1188.1,"@Anonymous alien I wanted to do so cause that fucking character and that
bloody film has changed our Telugu Film industry. That film has it's impact on
many artists here. And changed the life of cast and crew who ever worked for
it.  
And I just I liked that film...",NAG,0
C7.1763,sur plz make a video on parlayament नारे - बाजी,NAG,0
C62.109,"[https://www.youtube.com/watch?v=hL1BnPznRqI&feature=share](https://www.youtube.com/watch?v=hL1BnPznRqI&feature=share)
Azad Vai",NAG,0
C47.81,Kubh.sundar.ov9.vdromohela,NAG,0
C4.940,I missed your videos 👌😄,NAG,0
C4.178,When will Bollywood stop making such movies with no stories..,NAG,0
C45.375,Nice tips,NAG,0
C10.244,Good starting.,NAG,0
C10.323,duty free accent is the highlight of the debate :D:D:D,NAG,0
C4.80,Thanks 4 the video ✌✌✌,NAG,0
C32.58.1,"@Rajender ji12ewcgsdffeewandal can yu call me dear on 7045495339, im in
muumbai",NAG,0
C4.2271,1 viewer,NAG,0
C10.755,If her grandfather reborn. Still she can't bring the govt down..,NAG,0
C10.652,"Name will be Kasturi Shankar and they call Jesus Christ, thats how wolfs 🐺
covered with goat 🐐 face...",NAG,0
C63.115,I did,NAG,0
C58.438.3,@Sreya Roy thanks,NAG,0
C4.529.2,@Vikram Matthews agree,NAG,0
C4.997,Please share your opinion fight club and dark Knight quotes.,NAG,0
C26.300.3,"Hitesh Kumar watch this video at least once
[https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.youtube.com/watch%3Fv%3DfN5xFCsClI8&ved=0ahUKEwjh54fflojXAhVJsY8KHUCbCS0QwqsBCB4wAA&usg=AOvVaw0E4BmZd_8pGeEsQq-
NygHn](https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.youtube.com/watch%3Fv%3DfN5xFCsClI8&ved=0ahUKEwjh54fflojXAhVJsY8KHUCbCS0QwqsBCB4wAA&usg=AOvVaw0E4BmZd_8pGeEsQq-
NygHn)",NAG,0
C45.149,You contact us at +306944127528 Phone number +33751085649,NAG,0
C7.74,"Film rating should be 7.4/10  
Now, coming to pros - 1) Shahid Kapoor's acting.  
2) Kabir Singh character personification.  
3) Songs  
Cons - 1) No need to say about scenes.  
2) Kiara's acting  
3) Alcoholic...  
Overall this was a nice movie and one of the best in 2019.",NAG,0
C65.238,nice movi,NAG,0
C10.408.1,"BJP has taken action in the past. Killed a journalist for talking against the
party.",NAG,0
C36.1095.2,Madarchod ...army is not a kids playground,NAG,0
C4.1140,169 dislikes from kids,NAG,0
C59.919,Write boss,NAG,0
C4.2129.3,"You are dumb if you think that, nation building is the responsibility of the
people of the nation.. if they are getting influenced by films and doing wrong
thing the problem is with them not the movie",NAG,0
C7.2595.4,@awadh kishor where have you seen men being something else?,NAG,0
C7.656,you are absolutely true bro...but even politicians supports them,NAG,0
C32.110.1,@Alijah hussain mirza I MISS U 😭,NAG,0
C33.630,Laughing soooooo hard😅😂🤣😅😅,NAG,0
C10.603,"This is the limit man... How can someone openly say to give wrong information
to government and moreover some people are defending her on national
television...",NAG,0
C10.86,Dog,NAG,0
C4.2262,kaisa hai launday ..,NAG,0
C58.218,O M G very funny,NAG,0
C58.411,So nice your video,NAG,0
C7.2148,"Pratik Bhai took these fake feminists and Fiberals to cleaners... Ek dum dho
dala.. This is not politics but facts and your observation spot on 👌",OAG,1
C7.209,"I m a feminist.I hate Pakistan based terrorists n separatists.but I don't like
many superstitious rituals like karwa chauth n mangal sutra.I liked movie
kabir Singh.I support army.I hate male narrow mindedness.all. feminists r not
same like all male r not rapist.",OAG,1
C68.1351,Ki ato ranu mondol...ranu mondol.....disgusting...,OAG,1
C38.80.1,"@Abinash Sarma I DON'T LIKE LGBTQ AND I DON'T SUPPORT THEM  
THIS IS MY VIEW MY SPEECH  
I LIVE IN A DEMOCRACY  
SO I WANT TO MAKE THESE PEOPLE TO LEAVE THE COUNTRY  
  
  
BLOODY IDIOTS",OAG,1
C4.1071.2,Preeti was a dumbfuck!,OAG,1
C7.2393,Bastard librandus,OAG,1
C7.503,Perfect perfect perfect answer for those m.....fucker,OAG,1
C7.1818,"All dislikes are coming from that type of faminism and liberal chutiya
persons....",OAG,1
C65.378,she is best magi.......right now,OAG,1
C9.268.1,And who the fuck you are,OAG,1
C7.1342.2,"who would listen to u. see the comment section filled with comment in his
support. india is worst place for women is proved by men in comment section.
it very dangerous as well as depressing . india is slowly and steady moving
towards dark age",OAG,1
C7.242,"1 - he loves turly so he kissed her infront of family members in her home what
a respectable man to love a women !  
2 - he accepted his ban Coz he knew if he will not so the drinking habbit will
continue so it was a clever desion !  
3 - in end she slapped so right reason lefting her in someone else arms for
night pleasure ..he could not get any information how she is ..& where is she
!  
4 - one of the looser act it was she can't talk her family for own marriage
again here Kabir is moron didn't send their family to convey if his family not
agreed with this relationship so they both leave their home & got court
marriage simple ! Pethetic shit film",OAG,1
C9.166,Urban naxal spotted,OAG,1
C10.125,"Stop it u bootlicker of bjp... Bhainchod aur kitna chaaatogey tum log bjp
ki... Arnab Goswami is the most dirtiest blot of India...  
Bhainchod... Shouting like a mad dog with four other dogs in ur show doesn't
make u patriot....  
Loudey u r just a pimp cum anchor.... U coward if u have guts then go out n
take the interview of the students who r protesting....  
Inviting four to five bhakts every night n vomits ur shits from ur mouth
doesn't make u journalist",OAG,1
C7.1909,Feminist fuck up🤣🤣🤣,OAG,1
C10.1019.3,"Don't call her prostitute because prostitute just sell their bodies for their
survival but they don't sells their morals. But arundhati Roy sells her
morilaty . And who knows she might sell her body and Raul khan might be the
result",OAG,1
C7.1675,Fuck those feminism and liberals film no.1 hai,OAG,1
C62.315,Faking grill opu,OAG,1
C20.253.2,Saw the. Entire review and she is gandu feminist,OAG,1
C4.554,"Akshay Kumar pe video banao that how he's making fool of public by making
patriotic movies.",OAG,1
C7.1608,RX-100........Tamil movie...u should watch..That was a slap on feminism..,OAG,1
C7.2299,"Fuck boy: चोदू लड़का।  
😂😂😂",OAG,1
C7.2468.1,Shut your mouth and get lost.,OAG,1
C25.545,"government hi kuch nahi karti bas police aur court ke judges innocent family
ko totally barbad kar rahe hain.  
Totally Blind law in india.  
save families from prostitutes",OAG,1
C7.2222.3,"@Be Positive The kind of INSULTS and ACCUSATIONS you have berated me with
reveal the true Nature of Feminism.",OAG,1
C26.312,"god bless jhangir , bahut badiya kiya , this is the result of injustice and
the bastard indian bitches should realise this",OAG,1
C9.88,"Who is Arundhati roy?? Is she above constitution? Whats her AUKKAAT?? answer
is she is ANTI INDIAN BY ALL MEAN ...  
So madam u hv no right what to say or not....just shut your mouth...v r with
modiji and amit shah  
V r voters...not slaves....",OAG,1
C58.21,Ranu is a gost,OAG,1
C7.2315,"People like Kabir Singh in real life would have needed lots of psychiatric
counseling and therapy. He has ASPD and substance abuse issues. Love is not
equal to obsession. This is not a good love story this is limerence. You don't
have to be a feminist to notice this.",OAG,1
C10.764,"This Congress bugger why disrupting the debate, he needs a good kick.",OAG,1
C4.92,"load of crap, it isn't directors responsibility to teach anyone the moral
values, it isn't any moral science lecture, the idiots who gets inspired from
Kabir Singh is not directors responsibility... And whats your fucking problem
with love at first sight, anything sounds bullshit in a sarcastic sound. And
how stupid are you asking about heroine's backstory when the movie is about
protagonists self destruction, and why the fucking are you comparing the movie
with reality, not just bollywood anything on silver screen will be absolutely
fucking different from reality sucker.
STAY IN YOUR REALITY FUCKER BETTER DONT WATCH MOVIES FOR INSPIRATION AS A
STUPID.",OAG,1
C7.2595.5,"LKMKA, L - Leftist.these should be kich out",OAG,1
C10.381,"she might or should be subjected to sometime Ranga Billa acts and should be
subjected to vulnerable situation that she should beg for herself and
mercy...why she is criticizing and always a face of controversy...such writers
always do that make their books famous...they can go to any unethical
level...they take advantage of mob psychology also... .such cold blooded
people are born to eat the ghee or butter - as old saying...from the dead ones
funeral...",OAG,1
C7.1129,"you did not get the point. unnecessarily mixing up politics and feminism and
everything else like khichdi. if some people had a problem with a lead
character who has terrible anger issues and acts violent and entitled and like
a jerk and rolls his life away in alcohol and drugs - that is a very very
pathetic and unattractive character. there are people like that in real
life... who bring down everyone around them because of a break up. i think
showing why the character is like this... delving deeper into his anger
issues, his insecurities would be a better movie... jab dekho love love
love... kya bakwas...ask any psychiatrist and they will tell you this is some
kind of personality disorder. thats what people are talking about... stop
blaming feminism all the time to justify weirdos.  
  
  
having said that, i am sure shahid has done a great job in this character. i
just hope not many men waste their life in alcohol after watching this movie
thinking they are doing in it the name of LOVE.",OAG,1
C7.470.1,"@parul singh It's not true.... but yeah... due to too much indecency of women
in society and the way media using them as an object or piece of meat to
seduce men, many men also are running behind these girls to lick them... at
least you are not their target... but those men who became monster watching
this nudity and lost control over themselves, you can be target for them....  
  
  
Each fuckbois do not see whether you are simple girl or bold... they just
wants your body....  
  
  
So, take care....  
  
  
Values of women and respect for them are getting down day by day... In future,
may be maximum men would became fuckbois just because of this obscenities all
around....  
  
  
Today, it's hard to find a genuine girl or boy....",OAG,1
C26.277.1,#NAME?,OAG,1
C26.141,Message to all the bitches who think they can get away with miss use of 498a.,OAG,1
C7.1885,"Bakwaas baate hai ye..talking about liberals and feminists is not the
issue.its about the basic moral values... hooting on a guy slapping a woman is
not funny... molesting a girl just because you are her senior is not funny...
this is a reality I know but glorifying it is a mistake..and such a happy
ending of the film made Kabir Singh a hero..which he was totally not.What he
was doing during the whole film is simply not right.And it's you who support
all this..because for you he is a hero..maybe you want to become like him.This
film will just mislead the youth.Shame on everyone who are a part of this
stupid film.",OAG,1
C4.2128.2,@Eminent - pubg Mobile chutiya pubg pussy Indian spotted,OAG,1
C7.2275,"The problem is that he shows a knife to a girl to remove her clothes on knife
point , he openly announces that girl is his without her consent , and
objectification of fat girl should be with beautiful girl is pathetic.  
PS I didn't like 4 more shots , made in heaven etc pseudo liberal movie as
well",OAG,1
C33.496,"India is officially now a ""gaandu"" country",OAG,1
C10.481,"Few persons whether artist, writters, economist...how many r they? Are they
our future decider? My opinion we are country fate designer, they are not
newtons or sir Einsteins, these urban naxaulites are misleading for their
personal money, wealth. Put them in the gutter...",OAG,1
C25.488,"Flevia and neha may God burn u in hell , fuck u all feminists . I have seen
the arrest of whole family which includes 85 year old men who can barley walk
, the father of accused .",OAG,1
C7.775,"Feminists are characterless inhuman insane creatures who don’t deserve in
society.",OAG,1
C7.246,"True love? Ek br dekhke mark kr di ladki, slapping the girl, true love? Bina
consent kissing.  
When the girl says no you become mad.  
Indian males.  
The problem is not showing bad character but the problem is glorifying a bad
character.  
I was really thinking you were giving sensible reviews.",OAG,1
C10.939,Arundhati is a traitor and a kutiyaa,OAG,1
C68.668,"Most of Bengalis(todays) are beiman.
Ranumondal she has no any label actually origilnaly her status is
beger(vikhari).",OAG,1
C7.905.4,"@Rishita Pandey that's the real face of you
bi#""[#ch](http://www.youtube.com/results?search_query=%23ch)...sorry i used
that word but you deserve it. your funda is clear, if someone has different
point of view then start abusing. and yes for chu""#""""yas like you 🖕",OAG,1
C7.2180,Feminist are mc,OAG,1
C59.1617,stupid rano mondol,OAG,1
C10.489,"Anti national blood runs inside this witch's veins since decades nothing new
let's kick her butt once n for all",OAG,1
C7.1875,"I liked d movie...i ll gv 9/10...nd i dnt think..feminists has to say anythng
bad abt this movie...its a well made..love story...but i think u hv a major
problm wd a gender...i saw ur review on 4 more shots..u dint like it..n dint
evn try to understand it cz it was women centric...here u are understanding
all the emotioms n condition..kabir singh is goin through..i agree..what he
was goin through...no problm...bt wat is ur problm with women...in that
webseries also...the physical relationships were with a mutual
consent...fyi...n the main lead was a divorcee n alone in her life..wats bad
in it...is it bcz shez a women....u r sick trust me...u r more dangerous than
a feminists ...sick",OAG,1
C59.1770,Stupid ranu mandol I wish she go back to how she was u poor lady not kind,OAG,1
C9.100,"Sardard is the biggest name-caller and is now pontificating that namecalling
is not good. Hypocrite.",OAG,1
C59.988,Ranu mandal is not a good singer.....,OAG,1
C7.1806,Left librandu ........,OAG,1
C55.131,She is psycho,OAG,1
C7.642.2,Bul shit,OAG,1
C7.1518,That's called haresh .ment not love,OAG,1
C10.967,"But doesn't Arundhati Roy looks like a dog, barks like a dog and acts like a
dog? So isn't it obvious that she wants to be a kung fu dog and so advises
people to call themselves one?",OAG,1
C7.403,"Why are you against liberals? What’s your definition of ‘aacha’. You are here
to review a movie. So just do that instead of spreading venom",OAG,1
C7.1474,Dear Feminists suck my dick 😊👌,OAG,1
C43.126.2,Gays fucks ugh,OAG,1
C7.2223.2,"Oh really??? So u think this madarchod Kabir Singh is true portrayal of
student life in India???  
Watch Kota Factory to see what's student life in India.",OAG,1
C7.1117,"Kabir Singh loves truly Preeti : feminists were silent ,  
Kabir Singh accepted his ban from his profession : feminists were silent ,  
Preeti Slapped Kabir 4 to 5 times in move : feminists were silent ,  
Kabir slapped Preeti : feminists say "" this is toxic masculinity , women are
still opressed by men , this movie should be banned",OAG,1
C26.353,"I WONT SETTLE FOR JUST IN LAWS. IF I HAVE TO MURDER ...I WILL TAKE THE ENTIRE
GANG OF B I T C H E S . INDIA'S B I T C H E S : RAANDI INDIRA JAISINGH RENUKA
RAANDI CHOWDHARY BRINDA KARAT GIRIJA VYAS RANJANA KUMARI SONAI RAANDI GAANDHI
....LIST GOES ON. I will keep killing ..TILL THERE IS NO CONGRESS CPI CPIM ETC
BASTARD LEFT ALIVE",OAG,1
C7.1375,fuck feminist. Captain America Avengers Assemble 😎,OAG,1
C68.558,RAENDIE YOU EDAT,OAG,1
C38.735,"how do u tolerate those bastards who thought that homosexuality is like a
disease and it comes from western country?? I felt like slapping them ...
Still we are so ignorant that we don't know that reason behind being a
homosexual. Great works guys, waiting for the reactions from other metro
cities like Mumbai, Kolkata, Bangalore and others..",OAG,1
C7.1550,"Not comparing but even nice movies like Na peru Surya na illu India will hurt
feminists for showing so called toxic masculinity.A man facing the problem
with anger management = toxic masculinity.Since when? Do they want all the men
to become effeminate.Feminists hate logic and reasoning for sure.Thats y I
stay away from females and I have no remorse for it. Waiting for SJWs to get
involved in keyboard war by replying me with some shaming language.I won't
retaliate.😜👍",OAG,1
C10.127,ARNAB IS NOT EVEN WORTHY TO BE CALLED A KUTTA!!!! ITS AN INSULT TO A DOG!!!!!!,OAG,1
C10.527,throw her in jail,OAG,1
C7.2464.4,"Let the fools be bro. They only enjoy porn like Veere Di Wedding and brand it
feminism",OAG,1
C61.843,Ranu is fucker frod,OAG,1
C7.1061,"Felt sad after hearing ur review.. Wen u becm a father n hv a daughter wll u
speak d same thing u do nw... Means beating or slapping a girl... Being
violent n forcibly kissing a girl without consent is dis right... U r d bad
reviewer.. I m a mother n would never want my kid to suffer b it a girl or
boy.. 90 percent Ppl clapped in pvr wen boy slapped a girl... Isn't dis
influencing boys of tdys generation... U r always in favor of boys whether
they r wrong or ryt.. U r always after n against girls...",OAG,1
C7.1855,Liberals are retards,OAG,1
C7.1744,"I never thought i would see anything worse than Kabir Singh, but then I saw
your video. So you think there is nothing wrong with dominating a young girl,
without her consent? You think it is ok to tell every other person to not come
near her because she is ""his""? You think it is ok to treat a girl like
property? You also think it is ok to slap a girl when she is crying because
her father saw you guys make out? Ye kahan ki mardaangi hai yaar? Open your
eyes. Grow up. Do not promote self destructive and wrong behavior, especially
to the huge population of impressionable kids who are your target audience,
purely for likes.",OAG,1
C59.272,Cheep Women ...,OAG,1
C7.2222.2,"@Be Positive You are a Man-hater yourself. It is self-evident. I pity on the
men around you.",OAG,1
C58.388,She's greedy women.,OAG,1
C7.2542.1,Feminists​ and Liberals are curse to humanity,OAG,1
C9.291.1,"@Debadutta Khandayatray Lol you are one of those people who are fed up with
success of Narendra Modi despite your discomfort, Whole population of your
kind is so ignorant and Hypocritical. You can have satisfaction that your
comment got few likes, nothing more than that. Nothing going to change. You
can cry shout yell 😂 but deep down inside you know that you are biggest loser.",OAG,1
C4.751,"One word for the movie ""tatti""",OAG,1
C4.322,"Indian People easily adapt what is shown in bollywoood or any other movies
they start doing that type of things that is shown in the movies its just a
movie i mean what's wrong with these people its ridiculous.",OAG,1
C26.214,"well done Jahangir, the Bitch deserved it!! You did good thing by leaving the
Bitch alive, she should know what is the pain for loosing parents. Bravo!!!",OAG,1
C9.152,"Arundhati Roy the commie naxal , favourite of Pakistani tv channels can say
Ranga Billa as she is free to express her opinion ( in OUR Bharat ) but the
address ? Rajdeep conveniently ignored it ! Why ? Behn lagte hai kya !!!
Bloody urban naxal.",OAG,1
C55.184.2,Leave ur wife,OAG,1
C61.1199,Ranu madafukker,OAG,1
C7.1891,"omg u are a hypocrite. the movie is wrong and men like u are supporting. u are
an uncle, have thought like that only.",OAG,1
C10.684,"arundhati roy opposed Amercian fight against Osama.....she is a threat to
india ...she is on ISI payroll n ISIS who supports jehadi...",OAG,1
C7.770,"Fake Feminists r the followers of napoleon's wife that suck they really
destroy womanhood",OAG,1
C9.289,Rajdeep is such a shame....such a spineless person...,OAG,1
C58.256,Please close this chapter.. very disgusting lady..,OAG,1
C7.103,"Preeti and Kabir singh relationship is an outrageous dominative abusive
relationship",OAG,1
C4.2243.1,Get out..,OAG,1
C55.36,Ladies are criminal prone.,OAG,1
C4.265,"toxic masculinity and pseudo feminism is garbage in this society all we are
just killing each gender",OAG,1
C10.745,"So, what do they want?! Every Tom Dick and Harry from anywhere in the world
should be given citizenship of our country? Aise kaise banenge developed
nation some day? Of course the government needs to keep a track of the
population aur kahan se aye hain. Any reasonable person would understand this.
Arundhati is a total bitch. She seems mentally unstable. And who are these
idiots cheering for her?! Beyond disgusting",OAG,1
C7.1983,feminism is a cancer,OAG,1
C7.2082,"You are a hipocrit. There is a difference between feminism and feminizi.
Please know the difference between them and then talk. You have certain
mindset of howa woman should be and all, i just wanna say to men like u ,if u
r nt Ram dont look for Seeta. Everyone has right to live the life they wont bt
they Should nt be abusive and try to control othi just wnat k say
-[#metoo](http://www.youtube.com/results?search_query=%23metoo) movement was
not only for women bt for all the victims be men or women against any culprit.
If movies like veera di wedding is vulgar and absurd, all movies which
glorifying male patriarchy, abusiveness, and drugs should be condemned too.
Anything which glorifies wrong doing and promote such vile behaviour are
vulgar coz they are worse and give wrong notion to the youth that being
abusive and promoting control over someone is a right.  
Real men are wonderful, they never abuse woman for cheap publicity. I respect
them truly.coz of them also women are getting opportunity and respect, but
hipocrit men make of fun of them coz the cant competee with the real men",OAG,1
C9.162.3,Seems you are illegal bangldeshi,OAG,1
C7.1214,"U lost the huge respect From my side...  
Can't agree with you sorry....just think this person treats your daughter with
the same abusive behaviour to show his masculinity & madness..it doesn't
justify someone's illogical rudeness & forcefully making relationship bczz he
wants that girl..woww...& U r saying is this really good?? U can't justify
this character dear..bcz if u like ""KABUR SINGH "" Character then may b u also
support the boyfriend/ husband who does domestic violence infct may b now u r
starting to support the people who forcefully making relationship with girls
bcz he likes her..really??? Today reaalllly surprised to see ur thoughts..U wr
my favourite reviewer..but today u lost respect from me.If any girl will be in
the same situation in real life in the college then That Kabir singh will be
in the jail..  
Worst movie..WORST CHARACTER IN BOLLYWOOD - KABIR SINGH.👎👎👎👎",OAG,1
C7.1971,"Bhai..... I wonder how shameless those people are.... Every attempt of theirs
is failing....  
Like, uri blockbuster despite they rejected..  
Kesari is a hit, again kabir singh going to superhit which they are
defaming...  
These librandus are failing miserably...  
Thank God BJP came to power 2nd time...",OAG,1
C4.884,"Chutye sanju ke bare me kuch nahi bola it is Just a movie watch it and leave
it",OAG,1
C4.2107.1,MODERN Feminism is dog shit,OAG,1
C10.694,"Mamata , Arundhuti etc are born out of Surawardi Sperm he dropped to the wombs
many women on 16th Aug-1946 in Kolkata. In true sense they are really Bastards
/ Bitch-biologically they can't have a known father . We all know what
happened to him and imagine what is awaiting to Mamaata and Bitch Arundhati.",OAG,1
C10.542,"She luks so cunning.  
Paid traitors of india",OAG,1
C7.1691,And yes I hate feminist being awara is their so called freedom,OAG,1
C59.1979,Ranu mandal I just hate her,OAG,1
C68.463,I hate ranu mondol,OAG,1
C58.122,She is joker ranu mandal,OAG,1
C9.63,"There should be MIlitary rule,Well done Delhi/UP police Shoot all the bastard
antiNational urban naxals ,students,Media like NDTV,The Wire and congress like
in china and Pakistan,Innocent people are killed bcoz of bastard NDTV,the
Wire,Scroll",OAG,1
C68.1221,"You are absolutely right brother. She is not a singer but she is absolutely a
good beggar",OAG,1
C59.2136,I hate😡👿 ranu mondal,OAG,1
C7.574,**Congratulation !! 1.7k terrorist liberal & feminists watched your video** 😂😂,OAG,1
C10.614,or maybe LOUD-MOUTH-KUTTA??,OAG,1
C10.1188,"She should be arrested immediately. Payal rohtagi was arrested when she was
just stating facts and she ( arundhati bitch a big chinaal) is provoking
people and abusing our leader. She is challenging to us. And what we are
doing.",OAG,1
