,Text,Abuse,Label
144,अब  में सिर्फ एक राज्य जीत सकती है बीजेपी अगर झूँठ है तो बताओं।,benign,0
145,यह एक चाल है बीजेपी की उसे पता है कि इस चुनाव से सरकार पर कोई असर नही पड़ेगा इसलिए यहां सही वाली  लगाओ और डेढ़ को यह बताने की कोशिश करो कि बीजेपी हार भी रही है फिर धमाका करो  में,benign,0
146,आदरणीय मधु शर्मा जी बीजेपी के अग्रज पण्डित दीनदयाल उपाध्याय जी की वंशज व बीजेपी राजस्थान प्रदेशाध्यक्ष महिला मोर्चा आपका हार्दिकआभारजयबीजेपी,benign,0
147,हजार लोगों ने बीजेपी और कांग्रेस और उन तमाम नेताओं को वोट देने से इंकार कर दिया गुजरात में सोचो वक्त नहीं है आपके पास सोचने का आखिर ऐसा क्यों,benign,0
148,"पूरी बीजेपी न आजाये , एक भी लवंडा हिलेगा नही ।।।",benign,0
149,गुजरात चुनाव के नतीजे काफी खतरनाक थे एक टाइम तो यह भी डर था कि कहीं बीजेपी साफ ना हो जाए,benign,0
150,"वसुंधरा राजे             ,                  ,                    ,                 बीजेपी",benign,0
151,"साल के शाशन के बाद अगर बीजेपी को  मेजोरिटी के साथ भी विजय मिलतीहै तो ये एक बहुत ही बड़ी जीत है, इस सच्चाई को मन कर समाज को ना तोड़ें।",benign,0
152,हम लोग तो मानते हैं कि बीजेपी में गलत लोग भी हैं मगर पप्पू समर्थक नहीं मानते कि कांग्रेस ने घोटाले किए थे कांग्रेस में प्रणव मुखर्जी जी अच्छे व ईमानदार नेता थे वे पीएम बनने के लायक थे मगर पप्पू समर्थक तो नरेन्द्र मोदी जी को भी नहीं बख्शते,benign,0
153,राजस्थान में बीजेपी की नहीं   बीजेपी केन्द्रीयनेतृत्व के अहंकार और वसुंधरा सरकार की हार है,benign,0
154,बीजेपी का टारगेट था गुजराती लोगो ने लगाई   ×  व्यापारी है साहब,benign,0
155,जिस तरह के हालात  पैदा कर रही है उस आधार पर दो  बीजेपी के लिए अत्यंत ही घातक है मेरे जैसा कट्टर  समर्थक भी अब  से निराश हो चुका है।,benign,0
156,"गुजरात में  में से  जिलों में बीजेपी की करारी हार हुई है। बीजेपी को  जिलों में एक भी सीट नहीं मिली, जबकि",benign,0
157,तो क्या हुआ  जीती तो बीजेपी ही हैं गुजरात में,benign,0
158,बाड़मेर हनुमान बेनीवाल ने उड़ाई कांग्रेस और बीजेपी,benign,0
159,ऐसे तथाकथित संस्था जो हिन्दू की बात तो करते ऐसे है जैसे आज ही आग लगाड़ेंगे लंका में पर बीजेपी के अलावा किसी और की,benign,0
160,"अपने  साल के जीत के छेत्र  में बाजेपी को मिलती सीटो की संख्या में काफी कमी आई ह , इससे बीजेपी को समझना चाहिए और विकास की रफ्तार को और तेज करना होगा",benign,0
161,अब दो पार्टियो की राजनीति को खतरा आ गया। बीजेपी और आप,benign,0
162,"गुजरात मे कड़े मुकाबले के बाद, राजस्थान के बारे में सोचना पड़ेगा बीजेपी आलाकमान को, यहाँ भयंकर सत्ता विरोधी लहर है बीजेपी आलाकमान का रुख तय करेगा कि राजस्थान में  साल वाला इतिहासः दोहराया जाएगा या नया इतिहासः रचा जाएगा",benign,0
163,मे बी जे पी दिल्ली प्रदेश अध्यक्ष जी से पुछना चहाता हु की स्वछ भारत मे दिल्ली आती हे या नही अगर आती हे तो नगर,benign,0
164,राजस्थान उप चुनाव में जीत के बाद काँग्रेस ने मिठाई बाँटी। ।  बी जे पी ने हार के बाद पकौड़े। ।  और दोगलो की जीब लार टपकाते रह गायी।।। उनको मिला है घंटा  हिलाने। ।,benign,0
165,जी स्पेक्ट्रम में तो यही हो गया कि चोर चोर मौसेरे भाई बीजेपी ने कांग्रेस को क्यों बचाया ये पक्ष विपक्ष पूरे मजे ले रहे हैैं और जनता  लाख के लिए मुंह फैलाए है,benign,0
166,"छत्तीसगढ़ विधानसभा के शीतकालीन सत्र से पहले रायपुर में हुई बीजेपी विधायक दल की बैठक, विपक्ष के हर सवाल का जवाब देगी सरकार, कांग्रेस विधायक दल की बैठक में सरकार को घेरने की बनी रणनीति",benign,0
167,"गुजरात चुनाव हो चुका है, बीजेपी जीत भी गयी और भोंपू मीडिया भी अपना काम बखूबी कर चुकी है।  अब विपक्ष को जनता के",benign,0
168,अखिलेश जी आप पर्सनल जाकर मिल लो  से ओर कहो कि अपना वादा पूरा करे क्यो की बीजेपी शिक्षा मित्रों को सिर्फ आपके कारण ही ये हाल किये हुए है वो शिक्षा मित्रों को सपा का वोट बैंक में रही है,benign,0
169,"जिन जगहों पर सभाओं में भीड़ नहीं जुटी, वहां बीजेपी कैसे जीत गई हार्दिक पटेल",benign,0
170,गुजरात अमित शाह करेंगे आज बीजेपी विधायकों से मुलाकात,benign,0
171,"वर्तमान सरकार के आपस मे ही है ये हाल तो जनता का क्या होगा हाल ।।    |  | यूपी जूती उतारकर विधायक पर टूट पड़ीं बीजेपी सांसद,  को भी धमकी",benign,0
172,जब  राज्यों बीजेपीव उनके सहयोगियों की सरकार है तो  दायरे में,benign,0
173,"दोनों राज्यों में बीजेपी की नैया पार तो लग गई,लेकिन  नाम तय करने के लिए ऑब्ज़र्वर नियुक्त किये ग",benign,0
174,बहुत हुई महंगाई की मार अब नई चाहिए बीजेपी राज । फिर बड़े पेट्रोल डीजल के दाम ।,benign,0
175,"राजनीति में पुनर्स्थापना कोई नई बात नही है,कभी पार्टियों की,कभी नेताओं की पुनर्स्थापना होती ही रहती हैं।अब अवधारणा भी पुनर्स्थापित हो रही है राहुल मोदी और बीजेपी की मदद कर रहे हैं बदलकर अब बीजेपी और मोदी खुद राहुल को स्थापित करने में लग गए हैं",benign,0
176,"के साथ साथ पार्टी लीडर भी हैं वो ,बीजेपी का नेतृत्व कर्ता",benign,0
177,वैसे लगता नहीं कि आप श्वेता जी ही हैं ऐसा लगता है कि आप कोई  सेल चला रही है बीजेपी का,benign,0
178,अगर बीजेपी को  पुन सत्ता में आना है तो हम गरीब किसानों का कर्ज़ माफ करना होगा,benign,0
179,सुप्रभात मित्रो मित्रो कल ग्राम बीजडोंगरी में जनसंपर्क किया  पर मिस कॉल करवाकर बीजेपी के नये सदस्य बनाये तथा बूथ समिति भी गठित की साथ में मंडल अध्यक्ष राजा भैया तथा विधानसभा विस्तारक ध्यान सिंह जी एवं कार्यकर्ता गण,benign,0
180,चुनाव आयोग आज या कल करेगा राजस्थान में उप चुनाव की घोषणा। तब तक बीजेपी और कांग्रेस किससे नहीं करेगी रेस्ट और सेनापति बना रहे हैं रणनीति।,benign,0
181,समस्त देशवासियों को निर्माण और सृजन के देवता भगवान विश्वकर्मा की जयंती के अवसर पर बधाई एवं शुभकामनाएं। आनंदभैय्या रेखी राष्ट्रीय युवा नेता बीजेपी,benign,0
182,मोदी जी का हर वादा सिर्फ जुमला साबित हुआ।  में सभी संविदा कर्मचारी ले डुवेंगे बीजेपी को  में।,benign,0
183,फ़िक्र मत कीजिये स्वामी जी बीजेपी के पास हिन्दू कार्ड हैं जिसके बल बुते पर अभी तक जीतती आ रही है । भ्रस्टाचार और विकास ये तो सिर्फ दिखावा है।,benign,0
184,अगली बार ज़हा चुनाव होने वाला हो वहा चुनाव न करके बीजेपी शपथ ग्रहण करले और विपक्षी दल तालिया बजा दे पैसे और वक़्त दोनो की बचत होगी,benign,0
185,"देश,बीजेपी और मोदी जी का यह बढ़ा दुर्भाग्य ही रहेगा जो सुब्रमण्यम स्वामी जैसे योग्य व्यक्ति की सेवा नही ली",benign,0
186,राजस्थान में बीजेपी का सुफ़ड़ा साफ करने के लिए राजस्थान की जनता को जनसेवक मिल गया है,benign,0
187,अविन्तिका माकन तंवर की रिपोर्ट पर प्रशासन सो रहा है तो देहात में रह रही हमारी बहन बेटियो पर हो रहे अत्याचार पर कितनी सुनावाई होती होगीबीजेपी सरकार का जो नारा है बेटी बचाओ बेटी पढ़ाओ आज साबित हो रहा है कि बेटी मारवाओ बेटी तड़फाओ,benign,0
188,गुजरात में बीजेपी को  तक रोक देने वाले इस सीट का आखिरी वक्त तक अटका रहा नतीजा  आज तक,benign,0
189,झूठा आरोप लगा लगाकर कांग्रेस को बदनाम करने के लिए संघ ने लिखी थी पटकथा   बीजेपी के पास बोलने के लिये कुछ नही है अब,benign,0
190,मैंने एक माह पहले ट्विटर पर ये घोषणा कर दी थी वसुंधरा हटाओ नहीँ तो भाजपा राजस्थान मे सारे चुनाव हारेगी मेरी ये बात बीजेपी अध्यक्षतक नहींपहुच,benign,0
191,"जिनको सौंपी सत्ता उनने,ख़ंजर है दिल पर भौंका धोका दिया जनता को बीजेपी ने,मांग रहे हैं फिर मौंका।",benign,0
192,"अच्छा ही हुआ, काँटे की टक्कर के बाद बीजेपी जीती, वरना तो अभी कई लोग वोटिंग मशीन सर पर उठाए सड़कों पर नाच रहे होते।",benign,0
193,फ़ीसदी सत्य कहा सुब्रमण्यम स्वामी ने। इस लापरवाही का अंजाम भुगतने के लिए  में बीजेपी मानसिक रूप से तैयार रहे।,benign,0
194,बीजेपी से इतना क्यों ख़फ़ा है बांग्लादेशी मीडिया   हिंदी  |,benign,0
195,जो काम पाक और चीन ने  साल में नहीं कर पाएं थे वो बीजेपी ने  साल में करके दिखा दिया । जय हो मोदी जी  देश की बर्बादी में आपके भरपूर योगदान के लिए इतिहास आपको हमेशा याद रखेगा ।,benign,0
196,बी जे पी भखत,benign,0
197,जी एक बहाना  था बीजेपी को सत्ता पर काबिज  होना  था जो संस्कार बीजेपी ओ कॉग्रेस के नहीं येही देश  की जनता  को समझना हैं,benign,0
198,"आज जब बीजेपी राजस्थान में उपचुनाव हारी तोह सारे बीजेपी समर्थक कुछ, वसुंधरा राजे के कारण हारे कुछ क्षेत्रीय नेताओं के कारण हारे पर किसी ने  को दोष नही दिया यही बीजेपी और कांग्रेस में अंतर है  जयहिंद",benign,0
199,"दोस्तो आज अलवर,अजमेर मांडलगढ़ उपचुनाव में कांग्रेस को वोट देकर विजयी बनाओ।।बीजेपी की भृष्ट,निक्कमी,महिला,किसान ,मजदूर,युवा विरोधी सरकार को हराओ।",benign,0
200,अगली बार बंगाल में बीजेपी की सरकार जय श्री राम,benign,0
201,बीजेपी   और  सुधर जाएं लोग मोदी को देखकर वोट देते हैं आप लोगों की वजह से मोदी जैसा प्रधानमंत्री हमे खोना पड,benign,0
202,"बीजेपी की सरकारों और उनसे जुड़े संगठनों द्वारा पिछले दिनों फिल्म पद्मावती के नाम पर समाज में जो नकारात्मक रोल अदा किया गया, राजस्थान चुनाव परिणाम उसी का नतीजा हो सकते हैं |",benign,0
203,लोग  के बारे में बोलते है तो बीजेपी वालो को क्यों जलन होता है भाई,benign,0
204,एक बात मान लीजिये कि बीजेपी का लगाया एक भी आरोप या किया हुआ एक भी वायदा पूरा नहीं हुआ है और ना ही होगा।,benign,0
205,कोंग्रेश ने करणी सेना के कंधे पर बन्दूक रखकर चला दी राजपूत इसके शिकार हो गए  जय भवानी जाति पाती छोड़ो बीजेपी से नाता जोड़ो जाट राजपूत एक हो जाओ गोगामेड़ी बेनीवाल को हराओ,benign,0
206,"सीलिंग पर जनता परेशान। आप,बीजेपी और कांग्रेस में घमासान। समस्या का हल,ज़ीरो बटा जीरो नाकाम। वाह रे राजनीति तू है महान।",benign,0
207,बीजेपी जीत गयी,benign,0
208,आज से नहीं सालो से हो रहे हे रेप  बीजेपी सांसद किरण खेर का महिला सम्मान प्रेम,benign,0
209,कब तक करेगे ड्रामा बीजेपी वाले जनता धीरे धीरे ही सही पर सब कुछ समझ रही है अब,benign,0
210,आप सही केह रहे हो।  में मोहन भागवत की फोटो भी बीजेपी के पीएम साहेब अपने ऑफिस में महात्मा गांधजी के साथ लगा देगे।,benign,0
211,डिजिटल  इंडिया  की बात करने वाली बीजेपी आज बीएड टेट  के एक भी ट्वीट का जबाब नहीं दे रही है क्या ये ही है,benign,0
212,बीजेपी जीते जा रही है और काँग्रेस बिल्ली की तरह छिका टुटने का इंतजार कर रही है ताकि दुध मलाई चाट सके ओर जनता बेचारी की बेचारी है जय महाकाल,benign,0
213,घोटाला पर आये कोर्ट के फैसले से बीजेपी   अन्ना हजारे के       अब मोदी को नैतिक जिम्मेदारी लेते हुये पद से त्याग पत्र देदेना चाहिए,benign,0
214,बी जे पी का दलाल।,benign,0
215,बीजेपी ब्राह्मिन सरकार हटाव देश बचाओ,benign,0
216,"गुजरात दोतरफा मुकबला में कांग्रेस पर  फीसदी वोटों की बढ़त के बाद भी इसलिए कम हुईं बीजेपी की सीटें, बीजेपी के  उम्मीदवार  वोट के ज्यादा अंतर से जीते",benign,0
217,बीजेपी ब्राह्मिन हटाव देश बचाओ,benign,0
218,"बीजेपी भी है गोवा में देखो, असम भी दिख जाएगा",benign,0
219,"आप बार बार ये ही बोल रहे हो।  केंद्र सरकार  की है।   भी  की है।   भी  की है।  कही दिल्ली वाले, अगली बार दिल्ली  सरकार भी बीजेपी की ना बना दे",benign,0
220,"नहीं किया इसलिए  सीट कम हुईं हैं बीजेपी की, इस उम्र में हनीमून में क्या ही करता होगा छिछोरा",benign,0
221,आज बहुत दुःख हुआ किशनवती बहन पर बीजेपी पार्षदों द्वारा सदन में,benign,0
222,मैं दोस्तों  को समझाया था बीजेपी जैसी आत्मघाती पार्टी पर जुआ मत खेल। पता नहीं कब विपक्षी दल बनने की खुजली शुरु हो जाए,benign,0
223,मै आपको नौकरी तो नही दे सकता पर आपको धीरज रखने की सलाह देता हुं इन्तजार करें एक दिन आप गरव से बोलोगे हमने बीजेपी को वोट दिया,benign,0
224,अजय माकन जी बीजेपी के साथ मिलकर आम आदमी के खिलाफ साजिशे रच रहे है और दिल्ली जी जनता देख रही है तुम्हे फिर जीरो देख कर घर बिठा देगी,benign,0
225,ऐसा ही कोई शख्स दिल्ली बीजेपी के संगठन का मुखिया होवे आप से अति नम्र निवेदन है की आप जल्द से जल्द मेरी भावनाओं पर ध्यान दें दिल्ली की बेहतरी के लिए भाजपा का दिल्ली में संगठन मजबूत नहीं है भाजपा संगठन को दिल्ली में आप जैसा ही कोई नेक इरादों वाला शख्स चाहिए,benign,0
226,अगर  स्पेक्ट्रम में घोटाला नहीं हुआ था तो क्या  और बीजेपी सिर्फ कांग्रेस को हटाने के लिए देश को गुमराह कर रहे थे,benign,0
227,बीजेपी का नया नारा है अपना विकास दूसरों का नुकसान ॥बीजेपी हर मोर्चे पर फ़ेल है,benign,0
228,"आदरणीय मोदी जी , सादर प्रणाम  आपसे निवेदन है कि आप उत्तर प्रदेश के बीजेपी कार्यकर्ताओं की अनदेखी का संज्ञान ले। प्रदेश के नेता कार्यकर्ताओ की समस्याओं पर कोई ध्यान नहीं देते हैं।प्रशासन निरंकुश हो गया है।",benign,0
229,"मोदीजी ने वडनगर में चाय के साथ साथ नमकपारे भी बेच लिए होते तो जनता उस नमक का लिहाज़ करके ही बीजेपी को वोट डाल आती, साहेब अपने मोहल्ले में तो जीत गए पर अपने घर में हार गए",benign,0
230,"बडे भाई गोवा में आपकी सोरी बीजेपी की सरकार है वहाँ खुला बीफ मिलता है, आपके मन्त्री सोरी बीजेपी के हेगडे तो चेतावनी दे चुके है बीफ नही रोकने दुगाँ",benign,0
231,एक लाइन में समझो जी घोटाला गलत साबित हुआ|| कांग्रेस की जीत हुई  बीजेपी की हार,benign,0
232,कांग्रेस का प्रवक्ता की बनने से आम आदमी पार्टी का भला न होगा पर हा आप खुन्नस निकाल कर खुश होते रहिये क्यों मान ले बीजेपी हार गई  सीट आती तब भी बीजेपी ही विजेता कहलाती  के मुकाबले वोट भी बढ़ा है और  का तुलना  में किजिएगा बिजेपी ही विजेता है और आगे भी जीतेगी,benign,0
233,मोदी तुमसे बैर नही ।।लेकिन बेरोजगारी पर बीजेपी की उत्तराखंड में खैर नही।,benign,0
234,मैं बीजेपी से इसलिए नही चिढ़ता की मुस्लिम विरोधी है बल्कि इसलिए चिढ़ता की बड़का छुट्टा पार्टी है,benign,0
235,स्म्रिती इरानी ने गुजरात में  सीटों पर प्रचार किया जहां बीजेपी  सीटें हार गई  काश हे भगवान स्म्रिती इरानी ने पूरे गुजरात में बीजेपी का प्रचार किया होता,benign,0
236,जिस प्रकार बीजेपी इतने समय सत्ता में है अगर उसी प्रकार कांग्रेस सत्ता में रहती तो अब तक ना जाने कितने हिंदुओं का घर जला दिया गया होता लेकिन बीजेपी वाले कभी हिंदुओं के साथ कंधे से कंधा मिला कर खड़ा होने के लिए क्यों कतरा रहे हैं उन लोगों को जो हमारे तिरंगे पर आंख उठाते हैं,benign,0
237,लोनीबीजेपी  विधायक नंदकिशोर के बेटे नागेश का हुआ एक्सिडेंट। हालत गम्भीर। लोनी के चिरौड़ी में हुआ एक्सीडेंट,benign,0
238,सही बात है  राहुल गांधी के जनेऊ धारी अवतार से भी उनको दिक्कत नहीं है  वो और प्रेरित होते हैं कैसे भी बीजेपी को हराया जाए बस ।,benign,0
239,"कांग्रेस के शासनकाल में भ्रष्टाचारियों पर केस चले बीजेपी के शासनकाल में बरी हो गए, बीजेपी की नियत में खोट है।",benign,0
240,मोदीके घर गुजरातमें राहुलगांधी जी ने घुसकर हालात बिगड़दी बीजेपी की जबरजस्त कांग्रेस की टक्कर से पसीना आगया मोदी को विजय कांग्रेस,benign,0
241,बीजेपी एक धोका है लाथ् मारो अभी मौका है,benign,0
242,धर्मेन्द्र ठाकुरॐ   बीजेपी के प्रवक्ता कह रहे है कि ये बजट लंबे समय मे अच्छे परिणाम,benign,0
243,"योगी सरकार में बीजेपी विधायक और योगी जी के मंत्री ही कह रहे हैं कि योगी सरकार में भ्रष्टाचार बहुत बढ़ गया है,और मजबूरन विधायक को धरना करना पड़ रहा है वो भी अपनी ही सरकार के खिलाफ,इसमे भी विपक्ष की साजिश है क्या",benign,0
244,कुश बीजेपी छोडेगी कुश कांग्रेश छोड़ेगी यहि ट्वेन्टी फिक्सिंग है भला नेताओ अभिनेताओं थोडे सज़ा होंगी,benign,0
245,"वह सेंसर बोर्ड बीजेपी सरकार के अधीनस्थ है जिसके प्रमाणपत्र को आधार बनाकर सुप्रीमकोर्ट ने आदेश जारी किया है,विवाद बीजेपी सरकार की ही देन है।",benign,0
246,कांग्रेस और बीजेपी वालो को जिसे वोट लेना है उसे ही ये दिखाओ,benign,0
247,"बीजेपी के तो बसकी नहीँ हा आप जरूर फतह दिलवा सकते हो जी, अतः उम्मीद अब आप पर ही हैं जी, देश के अंधे कानून को आँखे अब आप ही ला सकते हो जी।",benign,0
248,बजट देश का कम बीजेपी का ज्यादा लग रहा है।,benign,0
249,असलियत तो ये हैं देश वोट बीजेपी को नहीं नरेंदर दामोदर दास मोदी को दे रहा हैं जय हिन्द,benign,0
250,चुनाव आयोग ने दिल्ली जैसा एक्शन लिया तो नहीं बचेगी छत्तीसगढ़ की बीजेपी सरकार,benign,0
251,मोदी जी हमेशा कांगेस का प्रचार करते आये है और मीडिया बीजेपी और मोदी की चाटूकार,benign,0
252,"बीजेपी को गुजरात के नतीजों  से सबक लेना होगा , ये देश है बीर   शिवाजी का इसको समझना  होगा , बहुत उम्मीद से आप यहां लाये गए है , करोड़ो  की भावनाओ को समझना होगा",benign,0
253,कांग्रेस का उपचुनाव जितना बीजेपी के उनती खतरे वाली बात नहीं है जितनी कांग्रेस का राहुल गांधी से प्रचार न करवाना है।,benign,0
254,अच्छा हैं मैं बीजेपी को वोट देता हूँ। जो देश के विकास के लिऐ है। कांग्रेस को वोट देना खुद कि कब्रह खोदना,benign,0
255,बीजेपी बीजेपी बीजेपी आवाजएकश्मीर,benign,0
256,"सही बात मिश्रा जी,बीजेपी गलत ट्रैक पर जा रही है",benign,0
257,"बीजेपी जुआओ को दिन प्रतिदिन बेरोजगार बनाती जा रही है ,तीन सालों में कोई भी अच्छा खाँसा भर्ती नही निकाली है",benign,0
258,गुजरात मे कोंग्रेस  की पार्टी मानी जाती हे । बीजेपी को सवर्ण पसंद करते हे क्यों की वह आरक्षण होने के बावजूद गुजरात मे अमल या आरक्षण का हक़ नहीं देती हे ।  देश की सबसे ख़राब परिस्थिति गुजरात मे हे । गुजरात सिर्फ जातिवाद और कोमवाद शानदार मोडल हे ।,benign,0
259,"हाँ विकास हुआ, देश में लोगो के बीच वैमनष्यता फैलाने में जो बीजेपी ने विकास किया है उसमें मोदी जी का कोई सानी नही।",benign,0
260,बी जे पी वालो कब तक सच्चाई से भागोगे।,benign,0
261,में भी राजस्थान की तरह बीजेपी की उल्टी गिनती संविदा कर्मियो ने शुरू कर दी है गाँव गाँव घूमकर बीजेपी की नीतियों के खिलाफ दुष्प्रचार शुरू। मोदी के द्वारा कहा हुआ वादा पूरा न करना सबसे बड़ी बजह है।,benign,0
262,"कांग्रेसी कह रहे हैं की बीजेपी गुजरात में  का दावा कर रही थी मगर  का आंकड़ा भी पार नहीं कर पाई मैं कहता हूँ, अमित शाह के यहाँ देर है मगर अंधेर नहीं",benign,0
263,"वोट बी जे पी को जनता ने दिया,वो शशी थरूर के कहने पर दिया ये बात तो वो खुद भी नही मानेगें,फिर खामख्वाह बकवास की क्या जरूरत है",benign,0
264,असली तथ्य ये है कि बीजेपी और कांग्रेस एक ख़तरनाक जोड़ी है जो आपसी साठ गांठ से देश को भी बेच दी रहें है।,benign,0
265,तभी बीजेपी मुस्लिम विरोधी है नही तो पहला पाकिस्तान भी नही बनता ओर दुसरा बनाने की सोचता भी नही धन्यवाद समाचार समाप्त जय हो,benign,0
266,बीजेपी जिन मुदो को लेकर सत्ता में आयी थी उन्हें अब धीरे धीरे छोड़ रही है,benign,0
267,बड़ी बहस  पद्मावत पर विवाद के लिए बीजेपी जिम्मेदार,benign,0
268,छोटे  समुदायों और हिंदुत्व कार्ड के जरिए पार हुई बीजेपी की नाव,benign,0
269,अब भूल जाओ बीजेपी वालो,benign,0
270,बीजेपी नेता स्वामी ने अर्थशास्त्री अमर्त्य सेन को बताया गद्दार,benign,0
271,बीजेपी के लोग जब सत्ता में नहीं थे तो कितना ढोंग रचाते थे आज जब सत्ता में हैं उन्हें अपनी व्यवस्था खराब लग रही है न किसानों की समस्या दिख रही है और कानून की बात कहें तो यूपी में अपराध की व्यवस्था ज्यादा हो गई है और कानून की कम हो गई है,benign,0
272,बीजेपी का,benign,0
273,बीजेपी का करा धरा है  को बदनाम करने के लिए,benign,0
274,बी जे पी युवा विरोधी नीति का पालन नही करती आज  के गठन से साफ प्रदर्शित होता है आज योगी हमं ट्रेंड शिक्षको को भी नियुक्ति पत्र वितरित कर दे देते तो  शिक्षक उनके परिवार भी अपका जयकारां लगा रहे होते।,benign,0
275,मोदी जी को बहुत बधाई हो गुजरात वे हिमाचल में बीजेपी की अच्छी जीत हुई,benign,0
276,"बिना बिरोध का कुछ नहीं होगा कांग्रेस बीजेपी को देख लिया  पूरी एक सदी हो गयी कोई रेल बजट नही  सबको अपार जनमत की अपील कर के देख लिया,  सभी अपने स्वार्थ साधने मे लगे हैं",benign,0
277,में बीजेपी की बैटरी बदलनी है भाई साहब देश भर में जनता विरोधी भाजपा सरकार,benign,0
278,बाबाजी अब आप सन्यास ले लो ।आप को देख कर  बी जे पी के वोट भाग जाते हैं ।,benign,0
279,माननीय अमित शाह जी ये आपका और यूपी बी जे पी का घोंसणा पत्र हैं क्या शिक्षामित्रों से किया हुआ वादा आपने पूरा किया  से अधिक जाने जा चुकीहै,benign,0
280,तो आपका आग्रह है कि ईमानदार और कर्मठ को वोट दे। मतलब आप खुद मानते है कि वोट बीजेपी को देना चाहिए क्योंकि ये गुण सिवाय बीजेपी के किसी भी पार्टी में नहीं हैं। बिल्कुल सही कदम।,benign,0
281,"नोटबन्धी और जीएसटी ने तो अर्थव्यवस्था की कमर तोड़ डाली गरीब लोग लाइन में लगने के कारण मर गए क्या उनके पास काला धन था,काले धन वालो को तो बीजेपी में शामिल कर लिया",benign,0
282,बिल्कुल सही कहा राजपूतों की लड़ाई के पीछे कांग्रेसी चाटुकारिता करने वाले कुछ जयचंद जो बीजेपी का विरोध करते हैं कांग्रेस का सपोर्ट करते हैं मैं भी उन्हें हिंदू नहीं मानता और कांग्रेस के दलाल हैं जो शेर की खाल में भेड़िया है और शेर बने घूम रहे,benign,0
283,"कांग्रेस तो पागल हो गई है,इसमे कोई संदेह नहीं है। पर बीजेपी से भी बहुत सारे सवाल है। कांग्रेस के घोटालों से नाराज लोग ही बीजेपी को वोट दिए थे। अब अगर इन घोटालेबाजों के विरुद्ध कोई कार्रवाई नहीं होगी,तो लोगों का विश्वास उठ जाएगा। जनता को सिर्फ प्रॉमिस नहीं परफॉरमेंस भी चाहिये।",benign,0
284,"एक सीट बीजेपी ने  वोट से जीती, सीटों पर  से कम,  पर   से कम और  सीट  से कम वोटों से जीती",benign,0
285,"पंचपदरा एक राजनीतिक हथियार बनता जा रहा है जिससे जनता को सब्जबाग दिखा कर जनता  मे विकास की छवि बना सके जैसे  बीजेपी  आजादी से  , समान नागरिक संहिता, राम मंदिर आदि मुद्दों का इस्तेमाल करती रही है",benign,0
286,एक मुल्ला मरा दादरी में तो गिध्दों की तरह लाश के लिये भागे थे और  करोड़ रु के साथ एक फ्लेट और न जाने क्या क्या और एक हिन्दू बीटा मार दिया तो बीजेपी ने ही  लाख दिए किसी भी पार्टी ने कुछ नही दिया।  ये दोगला पैन क्यों भाई,benign,0
