,Text,Abuse,Label
620,"अजमेर और अलवर के लोकसभा क्षेत्र की विधानसभाओं और मांडलगढ़ को मिलाकर  विधानसभा क्षेत्र आते है, इन  मे बीजेपी",benign,0
621,अंबेडकर जी सविंधान बनाएं  काग्रेंस सविंधान को बचाए  बीजेपी की सोच सविंधान खत्म किया जाए।,benign,0
622,भाई साहब कोई बताएगा  जी घोटाला इस देश मे हुआ की नही हुआ तो दोषी कोन बीजेपी को देश की जनता को को बताना चाहिए,benign,0
623,"राजस्थान पूर्व सीएम अशोक गहलोत का बड़ा आरोप,गुजरात चुनाव जीतने के लिए बीजेपी ने लोगों को भड़काया",benign,0
624,"ये बीजेपी खुद तो कुछ कर पाती नही है सिवाय जुमलों के,और अगर कोई सरकार पब्लिक के लिए कुछ करना चाहती है तो ये अड़ंगा लगाते हैं, आखिर ये क्या चाहते हैं।इनको तो दिल्ली सरकार का सहयोग करना चाहिए।",benign,0
625,वसुंधरा राजे और तोगड़िया की आपस की लड़ाई में बीजेपी असमंजस में है कि किसका साथ दें,benign,0
626,"गुजरात,हिमांचल मे बीजेपी की अभूतपूर्व  विजय स्वतंत्र भारत जीता परतंत्र इंडिया पराजित गुलामों की हार स्वाभिमानों की विजय वंदे मातरम।",benign,0
627,की तेयारी कास गंज से शुरू कर दे बीजेपी ने अब ये लोग अब जगह जगह दंगे करायेगे,benign,0
628,हम  बिजेपी के हे लेकिन अब राजस्थान का मुखियेमंत्री आपको नही,benign,0
629,"बीजेपी का मिशन , युवाओं को अपने पाले में करने के लिए ये है पार्टी का मास्टर प्लान ",benign,0
630,गोधरा मे वोट पड़े  वोट गिने गये          मतलब  पड़े वोटों से  वोट ज़्यादा गिने गये और  बीजेपी  वोट से जीत गई,benign,0
631,"भारताची राज्य घटना बदलविन्याची भाषा वापरनारे बीजेपी चे नकटे, करंटे ,बुध्दीची दीवाळखोरी जगजाहीर करनारेेचे जाहीर निषेद,निषेद,निषेद",benign,0
632,कश्मीर के हालात क्या ह बीजेपी पीडीपी ने सेना पर कल  दर्ज करवाई ह वाह रे कथीत राष्ट्रवादी सरकार भक्तो नागीन डान्स करो,benign,0
633,गुजरात और हिमाचल में जीत के बाद अब देश के इतने राज्यों में बीजेपी की सरकार,benign,0
634,बीजेपी के जो लोग फ़िरोज़ गाँधी पारसी को हे दृष्टि से देखते हैं उन्हें ये नहीं भूलना चाहिए की बीजेपी की   बहु का पति भी पारसी है और वो पहले किसी और का पति था,benign,0
635,"सरकार से बेकाबू हुई आंतकवादी करणी सेना, कानून व्यवस्था को ताक पर रखकर बीजेपी सरकारों के संरक्षण में कई राज्यों में आतंक फैला रही है।            ",benign,0
636,"सुर जी, बीजेपी का तात्पर्य ये था कि जो  के बाद पैदा हुए हैं ,उनमें से भी जेब्रा भक्त, को   नहीं देना पड़ेगा । सच ही तो बोला था ।",benign,0
637,जब मोदी विदेश में विरोधी पक्ष की निम्न स्तर की आलोचना करते है तो वह बीजेपी के लिए जायज है अगर राहुल ने सरकारी नीतियों पर चिंता प्रकट की तो बीजेपी के नेताओं को नागवार गुजर रहा है,benign,0
638,अगली बार  पर सिमट जायेगी बीजेपी यही कहना चाह रहे हो,benign,0
639,जिन भक्तों के बाप ने अख़लाक़ के फ्रीज़ में बीफ ढूंड डाला था उसको  में एक सबूत तक नहीं मिला  मिलार्ड आपके इस निर्णय से कांग्रेस बाइज़्ज़त बरी और बीजेपी बेइज़्ज़ती से भरी,benign,0
640,मुझे याद आया कि बीजेपी के एक नेता ने कहा था कि हरियाणा में बीजेपी सरकार आने पर कुवारे लड़कों कि बिहार कि लड़कियों से शादी करायेंगे अब तो काफी समय हो गया दोनों जगह बीजेपी की सरकार हैं कितने हरियाणावी लड़ंकों की शादी हुई है,benign,0
641,"यूथ वोटर्स के हाथों में कांग्रेस और बीजेपी, ये चाहें तो बदल सकता है शर्मा और लाम्बा का कॅरियर",benign,0
642,"तुम किया जानो गरीबों देशभक्ती किया होती है तुम लोग गरीब हो पुलों के नीचे ही मर जाओगे देशभक्ती देखनी है तो इन भाजपा वालों की देखो ऐसी है बीजेपी नेताओ की देशभक्ति , तिरंगे पर बैठे है कार्यकर्ता",benign,0
643,"कहते है मैक्सिमम व्यापारी भाजपाई है , लेकिन ये क्या हुआ बीजेपी ने तो अपने इनके पेट भी लात मार दिया। निष्कर्ष ये बीजेपी किसी की हितैसी नही है इन्हें बस चुनाव लड़ने और विद्यायक खरीदने के लिए पैसा चाहिए तो वो चाहे सीलिंग से मिले या किसी और सोर्स से।",benign,0
644,जहाँ बंगाल में हिंदुओं पर मुस्लिम अत्याचार बढ़ रहा है और हिन्दू मुस्लिम की खाई बढ़ रही है और बीजेपी हिन्दू हिन्दू कर रही साथ साथ मुस्लिम सम्मेलन भी कर रही राजनीति समझिए बीजेपी की,benign,0
645,बीजेपी सरकार यहां पिछले  साल से है,benign,0
646,"अबकी बार आप की सरकार, बीजेपी ओर कॉंग्रेस को लगेगी फटकार",benign,0
647,क्या गोदी मीडिया की बीजेपी की पालतू चापलूसी में देश को गुमराह करना घटिया पत्रकारिता हैं,benign,0
648,"मध्य प्रदेश में  साल से बीजेपी सरकार होने के बावजूद खुले में जमीन पर बैठ के पढ़ते है बच्चे, नाले का पानी पीने को मजबूर",benign,0
649,बिहार में भी बीजेपी सरकार होनी चाहिए लेकिन मुख्यमंत्री का एक नया चेहरा,benign,0
650,"बीजेपी नहीं आम आदमी पार्टी जिम्मेदार है, बस यही साबित करना है ना",benign,0
651,गुजरात चुनाव बीजेपी के लिटमस टेस्ट  हैं। यही सुनाई दे रहा था।क्या काँग्रेस और विपक्ष अपनी टेस्ट दे चुका   और परिणाम क्या निकला  क्या लिटमस टेस्ट की थ्योरी देने वाले महानुभावों के प्रस्तुतिकरण की भी कोई परीक्षा होगी,benign,0
652,हकीकत में बीजेपी की लुटिया आपके अहंकार ने डुबोई है राजस्थान में लेकिन अहंकारी मनुष्य को अपनी कमियाँ नजर नहीं आती,benign,0
653,बीजेपी मतलब गरीब जनता से धोका,benign,0
654,चंडीगढ़ में बीजेपी ने जीती तीनों सीट,benign,0
655,"मुसलमानों के ऊपर हाथ धो कर पड़ी हुई है ये बीजेपी वाले और बार बार उन्हें बदनाम करने की साजिश कर रहे हैं,कान खोलकर सुन लो संघियों की देश की आज़ादी में मुसलमानों ने भी अपना खून बहाया है और अपने मर्ज़ी से अपना मुल्क भारत चुना है,इसलिए तुम व्हम में न रहो",benign,0
656,कोई भी दुखी नहीं है हम तो बहुत खुश ह और  में वोट भी बीजेपी को ही देंगे प्रचार  भी कर रहे ह हिन्दू एकता के लिए। जागो हिन्दू जागो हिंदू जागेगा देश जागेगा।,benign,0
657,बीजेपी वाले दोगले हैं।चुनाव आयोग वाले हरामज़ादे हैं। सड के मरेंगे ये सब के सब।,benign,0
658,बीजेपी की  गुजरात और हिमाचल जीत के बाद कांग्रेस भवन में सन्नाटा,benign,0
659,बीजेपी गोवा और मेघालय में बीफ बेचेगी और कर्नाटक में बीफ बैन करवायेगी। सवाल मत पूछो देशद्रोहियो पापी वोट का सवाल है।,benign,0
660,करणी सेना ने ये धमकी भी दी है अगर बीजेपी ने लोगों के साथ ऐसा ही बर्ताव बरकरार रखा तो आगे आने वाले विधानसभा,benign,0
661,सब कुछ बीजेपी ही कर रही है तो तुम सालो वँहा केजरीवाल की चड्डी धोने के लिए बैठे हो क्या।,benign,0
662,"हम सब पुरजोर समर्थन करते है कि कोई भी मुस्लिम बीजेपी को वोट ना दे लेकिन सबसे दुखद यह है कि सबको बराबरी का दर्जा देकर भी काँग्रेस खाली, कोई बसपा को तो कोई सपा के मुरीद",benign,0
663,"कॉंग्रेस लानी नहीं थी, बीजेपी को चेतावनी भी देनी थी। गुजरात में दोनों काम सही ढंग से हो गए। समझदार को इशारा काफी।",benign,0
664,पहले बोलते थे कि बीजेपी शासन में भारत का मुस्लिम परेशान रहते हैं। अब बक रहे हैं कि देश के दलित परेशान किये जा रहे हैं बीजेपी के शासन में। आसल बात तो ये है कि  को सत्ता चाहिए जिसके लिए ये कुछ भी करेंगे खुद का थूका भी चाट लेंगे,benign,0
665,प्रवीण तोगड़िया अगर गिरफ्तारी हुई है  तो समझो बीजेपी के पतन की सुरूआत है,benign,0
666,"सर दंगा हुआ है  मर गयेलिबरल  कहां  कैसे  मजा आ गया एक आर्टिकल लिखो और बीजेपी,को ब्लेम करोसर मुस्लिम ने हिन्दू को मारा है लिबरल  ओहो तो तैमूर के डायपर पे आर्टिकल लिखो",benign,0
667,जब काँग्रेस की सरकार थी तब कोर्ट ने जी को घोटाला माना था और आज जब बीजेपी की सरकार है तो कोर्ट के अनुसार कोई,benign,0
668,"पाकिस्तान के रवैये के खिलाफ देश भर में फूटा गुस्सा, बीजेपी सांसद ने कही ये बड़ी बात",benign,0
669,वसुंधरा को  पद से त्यागपत्र दे देना चाहीएसचीन पायलट सिर्फ  सीटे हारने पर तुम बीजेपी को कोसते हो तो  राज्यो मे हारने के बाद कोंग्रेस को चुनाव लडना ही छोड देना चाहिए और राहुलसोनिया को राजनिती से संन्यास ले लेना चाहीए,benign,0
670,बिल्कुल सही फैसला है अब दिल्ली की जनता को चाहिए फिर से आप को ही वोट करे क्योंकि कांग्रेस के मुह में जलता हुआ     पकौड़ा घुसा दिया है बीजेपी ने अब वो कभी बोल नही सकती,benign,0
671,"का दादा  है ये जग जाहिर है ये तो बीजेपी वाले हैं जो अपने  के बारे में नहीं बताते कभी गंगा को तो कभी धरती को माँ और देश को बाप,बोलते हैं शायद इनके  ने देश के लिए कुछ किया ही नहीं या कुछ ऐसा किया जिसे बताने में इन्हें शर्म आती है, तभी तो किसी को माँ, किसी को बाप",benign,0
672,बीजेपी की नीयत में कोई खोट नहीं है अजय भट्ट |,benign,0
673,"यूपी चुनाव का अपना दावा भी याद कीजिये ,बीजेपी तो चनाव जीत गई ,मगर आपका तो सूपड़ा साफ हो गया।",benign,0
674,ये बात हज़म नही हो रही है बीजेपी अगर सच्ची होती तो वो  को  रेकॉउंटिंग के लीये भेज सकती थी लेकिन यहाँ दाल में कुछ काला है,benign,0
675,ये उन्नाव की ख़बर है भैया जी जहाँ विधायक सांसद सब बीजेपी से है योगी राज है ऐसा ही रहा तो बिना टॉर्च के ऑपरेशन करेंगे,benign,0
676,जम्मू कश्मीर में सेना पर   क्या देशभक्ति हे बीजेपी की,benign,0
677,इनसे और उम्मीद भी क्या कर सकते हैं  बीजेपी मे अब ये हो रहा है कि बुजुर्ग नेताअो को मार्गदर्शक मडंल मे भेज दो और जो बच जाये उन नेताअो को सडक पे अपनी जवानी का जोश दिखाने दिया जाये  वाह रे खट्टर सरकार,benign,0
678,"बेचारे  कितने भोले है, बीजेपी की रणनीति कौशल नही समझ पा रहे है  जैसे हिमाचल अभी बीजेपी के मैप में एड",benign,0
679,न मै कांग्रेस की समर्थक हूँ और न ही बीजेपी की  लेकिन एक सच्चाई है अगर कांग्रेस देश बेच देती तो मोदी जी आज भी चाय ही बेच रहे होते,benign,0
680,बीजेपी और मीडिया दोनों ज़िम्मेदार हैं,benign,0
681,"काँग्रेसियों देख लो, ये है आज का हिमाचल बीजेपी के साथ",benign,0
682,पूंजीवादी घराने बीजेपी को चंदा दे रहे हैं और बदले में सरकार उनको रियायतें देने पर मजबूर है बाध्य हैं। अब कितना,benign,0
683,हमारा निवेदन है श्री  जी और श्री  जी से की अगर  के लोकसभा चुनाव में बीजेपी को  की जीत दोहरानी है तो कृपया बिना समय गवाएं  जी को गुजरात का ओर  जी को हिमांचल का मुख्यमंत्री बनाया जाये,benign,0
684,बीजेपी की साज़िश है,benign,0
685,जस्टिस लोया के पुत्र द्वारा प्रेस कॉन्फ्रेंस करवाना यह बताता है कि दाल में कुछ काला है और बीजेपी बेहद डरी हुई है।,benign,0
686,"आदरणीय आपने मध्यम वर्ग का कबाड़ा कर दिया, आने वाले चुनाव में आपकी वजह से मध्यम वर्ग बीजेपी का कबाड़ा कर देगा।",benign,0
687,कुछ नहीं होगा । बीजेपी की सरकार है भाई ।,benign,0
688,चंडीगढ़ नगर निगम चुनाव बीजेपी ने तीनों सीटों पर जमाया कब्जा ।,benign,0
689,और ये कीचड़ आपके पुरखो ने ही पैदा की है न वो बीजेपी को जन्म देते न ये हाल आज देश का होता।,benign,0
690,"सुमित अवस्थी कभी रोजगार, महंगाई, कालाधन, भ्रष्टाचार पर भी बहस करा लिया करो। बीजेपी की चापलूसी से बाहर निकलो, हिन्दू मुस्लिम, तीन तलाक से बाहर निकलो। आप गोरखपुर नाच को औचित्य क्या इसलिए दे सकते कि सपा हार चुकी है,  कायदे के मुद्दे उठाये करो ।",benign,0
691,"गुजरात की विजय  बीजेपी के लिए एक चेतावनी है,जो यह बता रही है कि अब कांग्रेस मुकाबले के लिए  तेयार है।यह चुनाव मोदी के गृहप्रदेश  में था,इससे वह जीत भी गए।किन्तु अब अन्य राज्यो में उन्हें कड़ी टक्कर लेना पड़ेगी।अब राहुल भी परिपक्व होते दिखाई दे रहे है।",benign,0
692,बीजेपी की नीयत में कोई खोट नहीं है अजय भट्ट,benign,0
693,"छोड़  दो  बीजेपी,  वो भी  चैन की  सांस लें  लालू  का दामन  थाम  लो  तुम्हारा स्टैंडर्ड  वहीं तक है",benign,0
694,बिजेपी में चर्चा चल रही ह कि रिफायनरी तो हमने बाड़मेर मे लगाई  पण तेल अलवर अजमेर मांडलगढ म किया निकलग्यो,benign,0
695,"योगी सरकार पर इस बीजेपी विधायक का आरोप, कहा सपाबसपा सरकार की तरह हो रहा काम",benign,0
696,बीजेपी के सिक्के  ही चलेंगे,benign,0
697,"पूरी सेटिंग है कोंग्रेस ने जयशाह ,राफेल और गुजरात  बीजेपी के लिए छोड़ दिया बदले में बीजेपी ने वाङ्रा जी कोंग्रेस के लिए छोड़ दिया भक्त भी खूश मीडिया की भी चांदी बीचारा संजय लीला भनशाली बीचमे बकरा बनगया",benign,0
698,"बीजेपी की सरकार बनने के बाद सलमान,अमित शाह, साध्वीप्रज्ञा,इन सब पर कोर्ट का फैसला आ गया। इन सबसे पुराना मामला राम मंदिर का हे उस पर फैसला क्यों नही आ रहा हे",benign,0
699,बीजेपी का शुक्रिया अदा करना चाहूंगा यहां आकर  आजम खान,benign,0
700,"बीजेपी के सफाई के लिए कांग्रेस से करोड़ों रुपया लिया था हार्पिक ,गारंटी था डिटरजेंट जिग्नेश से अच्छी धुलाई करुँगा । अब टाँयलेट मे खामियाँ निकाल हार्पिक ,कांग्रेस के दिए रुपये लौटाने से बचना चाहता है।",benign,0
701,हमने पहली बार मंच सजाकर बीजेपी को हराने का आह्वान किया था और हम इसमें कामयाब रहे।,benign,0
702,"आये थे दलित के लिए काम करेंगे कहकर,पर दिन भर ये सोचनेे और रणनीति बनाने में निकल जाता है कि बीजेपी को कैसे हराया जाया,ये सत्ता है ही कुछ ऐसी।लाख कोशिश कर लो भारत और हिन्दुओ को तोड़ने की मंशा कभी पूरा नही होगा।",benign,0
703,जब तक जान मे जान बाकि है तब तक बीजेपी है,benign,0
704,खबर है कि बीजेपी का एक धड़ा कोलकाता की टीपू सुल्तान मस्जिद के पूर्व शाही इमाम नुरूर रहमान बरकती को पार्टी में लाने की कोशिश में है।,benign,0
705,"बी जे पी वाले हर चुनाव में राम मंदिर बनवाना शुरू करते हैं, लेकिन चुनाव के बाद उनके लेबर और मिस्त्री भाग जाते हैं",benign,0
706,बीजेपी पढ़े लिखों से पकोड़े बेचने की उम्मीद कर रही है उसमे तुम्हें पढ़े लिखे बेरोजगार लोगों का अपमान नही दिखा।,benign,0
707,हरियाणा ही नही छत्तीसगढ़ और मध्यप्रदेश में भी बीजेपी विधायकों की सदस्यता जानी चाहिए।,benign,0
708,"राजस्थान में बीजेपी तीनों सीट इसलिये हारी है,ताकिं जनता को  पर भरोषा होेे,ताकि आने बाले चुनाव में  को सेट कर बीजेपी जीत सके  सर जी जरा समभल कर  चुनाव वैलेट पेपर से ही करवाना चाहिए",benign,0
709,भाई जान मैं कांग्रेस की ही बात कर रहा हूं। मोदी को हिंदूवादी नेता बता बता कर पूरे विपक्ष ने इतना बड़ा बना दिया कि बीजेपी ने उन्हें प्रधानमंत्री बना दिया। अब विपक्ष उनको रावण बता रही है। खुद ही खुद को गलत साबित कर रहे है,benign,0
710,"काकोरी लखनऊ में,बीजेपी नेता की पीटपीटकर हत्या, शव पेड़ से लटकाया",benign,0
711,सर यह सिद्ध हो गया कि बीजेपी केजरीवाल जी को नाकाम करना चाहती है दिल्ली की हार को पचा नहीं पा रहे हैं,benign,0
712,ये गुजरात और हिमाचल  की जनता और बीजेपी के विकास की जीत है। आप लगातार विकास करते रहो। हमे गर्व है की हम  जैसी पार्टी के कार्यकर्ता है।,benign,0
713,"घोटाले में  कोर्ट के द्वारा सभी दोषियों के बरी हो जाने पर भाजपा की साजिश का भंडाफोड़ हो चुका है कि, किस प्रकार से बीजेपी ने सत्ता के लिए कांग्रेस का दुष्प्रचार किया था।  सत्यमेव जयते",benign,0
714,"साथ ही एक और ऐसा है बीजेपी पूर्व विधायक पंचूलाल, पन्नबाई, मंडल के अध्यक्ष सब रीवा जिले के महान हस्तियों से भी ज्यादा खुद को समझते है",benign,0
715,अब हरियाणा में बीजेपी के  विधायकों की सदस्यता भी सवालों के घेरे में है,benign,0
716,संविधान बदलने वाले बीजेपी मंत्री के बयान पर संसद में हंगामा,benign,0
717,ये क्या गुजरात जीतने के बाद भी बीजेपी को लगा है डबल झटका,benign,0
718,हर कोई है बीजेपी के खिलाफ इस सरकार ने सभी लोगों का किया जीना मुश्किल हमारी भूल कमल का फूल,benign,0
719,"गुमला सीएम रघुवर दास के कार्यक्रम का बहिष्कार, बीजेपी जिला कमिटी समेत कार्यकर्ताओं ने किया बहिष्कार, सुरक्षाकर्मियों के व्यवहार से नाराज हुए कार्यकर्ता",benign,0
720,"की रिपोर्ट में नमामि गंगे प्रोजेक्ट पर बड़ा खुलासा, पढ़िए क्या कर रही है बीजेपी सरकार",benign,0
721,"कोशिश करो ,बी जे पी साफ़ हो जाएगी अगली बार",benign,0
722,कर्नाटक चुनाव जीतने के लिए टीपू सुल्तान बीजेपी के प्रचारक,benign,0
723,पतन के बाद दोनो पार्टियां आप और बी जे पी मिलकर भजन करना,benign,0
724,"हिंदुवादी छवि से दूर भागकर भाजपा सब कुछ खो देगी पर पाएगी कुछ भी नहीं, अल्पसंख्यको का वोट भी नही इसलिए बीजेपी अल्पसंख्यक वोट की  मृग मरीचिका ना ही रखे तो उसके लिए अच्छा हैं",benign,0
725,यह  का त्रिया चरित्र है  की चाल है  ही ऐसी हरकतें करती है जो पोस्टर छपवा कर चिपका कर कांग्रेस को बदनाम कर रही है राहुल की आस्था से बीजेपी में बौखलाहट है  का अपनी आस्था में विश्वास इसलिए नहीं क्योंकि  हिंदू और हिंदुत्व को राजनीतिक चश्मे से देखती है,benign,0
726,जब भी बीजेपी का कोई घौटाला  सामने आता है या तो पाक या फिर चीन का मुद्दा उठा उसे दबा दिया जाता है अब आधार घौटाला सामने आया तो इनका चीन ने पानी रोक दिया और कांग्रेस भी उसे भूल लग गयी चीन चीन  इस देश की बर्बादी में सबसे बड़ा हाथ होगा बिकाऊ मीडिया का,benign,0
727,"जब हिन्दूओ को अपनी सुरक्षा खुद ही करनी है तो काहे बीजेपी को सपोट किया जाए काहे योगी मोदी से अपनी सुरक्षा की आश लगाये, अपना काम स्वयं करो",benign,0
728,कांग्रेस के हारने के सदमे में रवीश कुमार को पागलपन के दौरे पड़ रहे हैं क्या करें रवीश कुमार  महीने से कुत्ते की तरह भौंक रहा था कि गुजरात में बीजेपी हारेगी हारेगी पर नहीं हारी इसलिए सदमे में आ गया,benign,0
729,हिमाचल प्रदेश में मुख्यमंत्री जयराम ठाकुर के नेतृत्व में बीजेपी सरकार ने शासन संभाल लिया है। बुधवार को शपथ ग्रहण,benign,0
730,अब बीजेपी और उसके तथाकथित भक्त  घोटाले में यूपीए सरकार को क्लीन चिट दिए जाने पर कही  कोर्ट को ही देशद्रोही व पाकिस्तानी ना घोषित कर दें।,benign,0
731,अरे भाई उनको तो अब बीजेपी ज्वाइन कर लेना चाहिए पार्टी के शीर्ष नेताओं के साथ ताकि रोज़ रोज़ की पड़ेशानी से भी ज्यादा सामना नहीं करना पड़ेगा और भारत वर्ष में इलेक्शन के झंझटों से मुक्ति मिल जाएगी।,benign,0
732,"अगर महारानी जी अब भी नही सुधरी तो राजस्थान से उनकी विदाई तय है ,वैसे बीबीसी वाले  को मुद्दा क्यो नही बना रहे है , पे तो सबसे ज्यादा रंडी रोना बीबीसी का ही था क्या जहा बीजेपी हारती है वहाँ के  सही होते है जहाँ जीतती है वहाँ हैक की गई थी",benign,0
733,प्रवीण तोगड़िया को परेशान करके बीजेपी अपने पैरो पर खुद कुल्हाड़ी मार रही है,benign,0
734,अगर लालू बीजेपी में होता तो चारा चोर ही नहीं होता,benign,0
735,"तब तो भैया  , , ,   सब  हो गया होगा।  फिर क्यों इतना दहाड़ मार मार कर बीजेपी सबका दिमाग ख़राब कर रही है।  सारे   कर ले।",benign,0
736,"राजस्थान के उपचुनाव में बीजेपी की करारी हार ,बहुत ही अच्छा संकेत है । इस हार का एकमात्र कारण  राज्य की सत्ता का",benign,0
737,गुजरात वालो जब तक तुम्हारे आंसू न निकल जाये बीजेपी को मत हराना ओके,benign,0
738,पहले बिहार के पदाधिकारियो के बढते हुए मनोपोली को सुधार करवाने मे मदद करे वरना बिहार से फिर फिसलेगा बीजेपी देन नीतीश कुमार जी जिनके कारन फिर,benign,0
739,आरएसएस और बीजेपी का विरोध करने वाले कभी केरल बंगाल जम्मू कश्मीर घूम कर आओ सारा नशा उतर जाएगा और आरएसएस पर विश्वास बढ़ जाएगा।,benign,0
740,ओ तो पहले से ही था अभी तो बस मोदी जी और बीजेपी के वजह से सब के सामने आरहा है,benign,0
741,"बीजेपी विधायक ने खुद नही गाया वन्देमातरम, लेकिन मुस्लिम सभासदों से गाने को कहा",benign,0
742,"कोर्ट ने  घोटाले में सभी को बरी कर यूपीए सरकार और मनमोहन सिंह को क्लीन चिट दे दी है, जो घोटाला था ही नही,बीजेपी ने  सत्ता के लिए कांग्रेस को बदनाम किया था।",benign,0
743,जनता के जोश व  उत्साह को देखकर लगता है मैडम किरण चौधरी की आंधी में ताश के पत्तो की तरह उड़ जाएंगी इनेलो व बीजेपी,benign,0
744,"बीजेपी, बिल्कुल घड़ी डिटर्जेंट पावडर की तरह है, बीजेपी ज्वाइन करते ही हर दाग धुल जाता है।। इनका तो नारा है बीजेपी में आओ सारे दाग धुल जाएंगे।।।",benign,0
745,बीजेपी की सरकार है भाई चुनाव में जो  वोट लेना है,benign,0
746,राजस्थान में उपचुनाव है इस लिये यहा पद्मावत फिल्म को बेन किया अन्य कई बीजेपी शासित राज्यों में फिल्म पर बेन नहीं  ये कैसा दोगलापन है सिर्फ और सिर्फ वोटबैंक के अलवा कुछ नही आता है इन्हें,benign,0
747,"नितिन सर,हमें बीजेपी और  के खिलाफ सड़कों पर उतरना होगा वरना ये दलाल केजरीवाल सर को काम करने नही देंगे",benign,0
748,ये आपकी गलत फहमी है जनता को नए चेहरे की तलाश है वैसे भी आपने राजस्थान के  साल बर्बाद कर दिए अब और नहीफिर भी अगर आपको नही हटाया तो बीजेपी की जमानत जब्त न हो तो कहना सब कुछ पालो पर गलत फहमी मत पालो,benign,0
749,तुस्टीकरण वाले दूर रहे क्योकि बीजेपी  में अटल जैसी हालत में ही पहुँचेगी।,benign,0
750,जींद में मोटरसाइकिल रैली से नई हुंकार भरने को तैयार हरियाणा बीजेपी      ,benign,0
751,"राजस्थान अलवर और अजमेर में लोकसभा उपचुनाव के लिए वोटिंग शुरू, एक फरवरी को आएंगे नतीजे,बीजेपी के  ने डाला वोट",benign,0
752,ख्वाब दिखाने वाली बीजेपी फिर से ख्वाब दिखाई दी  आम बजट  पर किशनगंज से कांग्रेस के लोकप्रिय विधायक डाॅ जावेद साहब की प्रक्रिया,benign,0
753,जज ने बोला कि कुछ गलत हो रहा है और बीजेपी संघ भक्त गोदी मीडिया  जज को कांग्रेसी नक्सली साबित करने में जुट गये  यही सबूत है कि लोकतंत्र खतरे में है,benign,0
754,अरे बीजेपी वालो कुत्तो शर्म से डूब मरो तुम बीजेपी वाले देश पर बोझ हो,benign,0
755,आप बधाई नही देवोगे तो अब बिजेपी को कही होवेगो,benign,0
756,अटल सरकार में भी हज सब्सिडी दी गयी थी।रही दूसरी बात  साल का सवाल क्यों उठाते हो क्या आजादी संघ ने दी या बीजेपी ने।दोनों हि पार्टी आम जनता को मूर्क बना रही है और हम सवाल  साल का उठाते है।,benign,0
757,श्री युनुस खान जी की प्रेरणा से मुस्लिम भाईयों ने की बीजेपी जोइन।,benign,0
758,अंत तक लोकसभा चुनाव संभव  बीजेपी  कोंग्रेस  शेषअन्य   कोंग्रेस चुनावी सर्वे करवाएगी की  की पूर्ण बहुमत सरकार बन रही हे ताकी साहेब मदहोश है और मदहोश ही रहे ज़िन्हे भी विश्वास ना हो इस  को  करले   रखले  जय श्री राम,benign,0
759,बीजेपी के नेता का मतलब पागल विकास,benign,0
760,जिस तरां से बीजेपी वाले योजनाओं के नाम बदल रहे हैं उससे लगता है एक दिन बीजेपी वाले अपनी पार्टी  का नाम भी बदल लेंगे    भाग   झूटी   पार्टी,benign,0
