text_id,Text,task_1,task_2,task_3,Label
hasoc_hi_6572,"फिर हमारी तुम्हारी जिंदगी पुरानी,लौट के आ जायेगी                   ख़्वाब नए सब हो जाएंगे, कुछ यादें पुरानी रह जाएंगी    ~अशोक मसरूफ़  #बज़्म #TMG #दिल #अदब #शायरी #kavya  #बज़्म_मासिक_प्रतियोगिता #बज़्म_ए_इख़लास  #हिंदी_शब्द #शब्दशक्ति #शब्दनिधि #शब्द #हिंदी  @queen_hoon11 @kuchshabd",NOT,NONE,NONE,0
hasoc_hi_1573,जिन्दगीमा जो जो आउछ्न सबै मेरो आफ्नै handwriting जस्तै भएका छन सुरुमा राम्रै लाग्ने पछी पछी के हो के हो कस्तो हो कस्तो आफै नबुज्ने   #शुभ_रात्री,NOT,NONE,NONE,0
hasoc_hi_3042,"खुद प्यासी हो फिर भी,  मेरी प्यास बुझाती है,  आंसू अपने पोछ वो ,  मुझको गले लगती है,  खुद भूखी हो भले ही,  मेरी भूख मिटाती है,  वो तो सिर्फ एक माँ ही है,  जो हरपल हमें सम्भालती है।।    #हिंदी_शब्द   #शब्दनिधि",NOT,NONE,NONE,0
hasoc_hi_3935,"जनता विरोधी केजरीवाल ने 5 लाख रुपये सालाना का फ़्री इलाज दिल्ली में रोक दिया है , ऐसे नाकामपंतियो की अब राजनीतिक विदाई का समय आ गया है ...मित्रों बस अब 8 महीना बचा है , भाजपा को दिल्ली सरकार में लाना है और आते ही भाजपा पहले दिन ही आयुष्मान योजना लागू कर देगी...",NOT,NONE,NONE,0
hasoc_hi_5708,"#राह चलते पागल बनते हैं दोस्त, #Cold_Drink बोल के दारु पिलाते हैं दोस्त,  कितने भी #कमीने हो पर काम पड़ने पर हमेशा #आगे रहते हैं #दोस्त !!",NOT,NONE,NONE,0
hasoc_hi_6293,गृहमंत्री @AmitShah के कश्मीर दौरे के बीच @KapilMishra_IND ने  #धारा370 पर गहरे रिसर्च और बेहद तार्किक ढंग से भ्रम को दूर करने का प्रयास किया है।   पिछले 70 साल से एक भ्रम को डर बना कर डराने की कोशिश करने वाले दशतगर्दो के हमदर्दों की कहानी अब ख़त्म होनी चाहिए।  #Kashmir,NOT,NONE,NONE,0
hasoc_hi_7316,बॉलीवुड में पहली छमाई ने साबित कर दिया कि छोटे बजट की फिल्में भी बड़ा धमाल करने का दमखम रखती हैं. पढ़ें वरिष्ठ फिल्म पत्रकार प्रदीप सरदाना का ब्लॉग और जानें कि किन-किन कम बजट वाली फिल्मों ने की धमाकेदार कमाई    https://abpnews.abplive.in/blog/year-2019-small-budget-films-that-went-big-at-the-box-office …    @pradeepsardana #KabirSingh,NOT,NONE,NONE,0
hasoc_hi_5812,धन्य है रे तू मेरे भाई अकेले होकर भी अपनी बहन कि अस्मत जिहादियों से बचा ली   बहनों की राखियों का असली हक़दार तुम जैसे भाईयों कि कलाई ही है ! नमन है  https://twitter.com/Radhaji1234/status/1143365396335980544/video/1 …,NOT,NONE,NONE,0
hasoc_hi_5958,गृहमंत्री अमित शाह ने जम्मू-कश्मीर में राष्ट्रपति शासन 6 महीने और बढ़ाने का प्रस्ताव लोकसभा में रखा   #homeminister #JammuAndKashmir,NOT,NONE,NONE,0
hasoc_hi_2362,"#दोस्त ख़रीदे नहीं जाते,  ये तो वो #कमीने होते है,  जो आपको कभी #शरीफ नहीं देखना चाहते !!",NOT,NONE,NONE,0
hasoc_hi_2407,नम्बर 4 पर किसे उतारना चाहिए? #INDvENG,NOT,NONE,NONE,0
hasoc_hi_7745,जा ठेले वाले को बोल  तीखा वड़ा पाव बनाएगा   मैं आ रहा हूँ,NOT,NONE,NONE,0
hasoc_hi_6337,माना कि अंधेरो की बस्ती में जुगनुओं का बसेरा था     पर इसे क्या नाम दें ग़ालिब     उजालों के शहर में जिनकी आँखे है वहाँ पर भी अंधो का बसेरा था     #जय_श्री_राम     #शुभ_रात्री,NOT,NONE,NONE,0
hasoc_hi_7467,तेजस्वी यादव ने परिवार के सामने रखी तेजप्रताप को पार्टी से निकालने की शर्त- @BJP4India नेता का बड़ा दावा,NOT,NONE,NONE,0
hasoc_hi_5008,प्रधानमंत्री @narendramodi और सभी नव सांसदों को सिवाय #प्रज्ञा_ठाकुर को चुनाव जीतने पर साधुवाद।  हमारी आशा के अनुरूप आप देश को प्रगति एवम् समृद्धि की और लेकर चले।   आशा अनुरूप सीट ना मिलने पर भी हम @INCIndia और अन्य दलों से यही आशा करेगे आप एक मजबूत विपक्ष बने और सरकार का सहयोग दे।,NOT,NONE,NONE,0
hasoc_hi_4357,पात्रा: मेरे दादा ने 1857 की जंग में दुश्मनों की टांगें काट दी थी।     बग्गा: गर्दनें क्यों नहीं काटी?  पात्रा: वे पहले ही कट चुकी थी।,NOT,NONE,NONE,0
hasoc_hi_5492,"#SolarEclipse दुनिया के इन देशों में आज दिन में ही रात हो जाएगी, भारत में रात 10:25 बजे से शुरू होगा सूर्य ग्रहण",NOT,NONE,NONE,0
hasoc_hi_1090,"सरकार की “ग़लती” की सज़ा,मरीज़ों को नहीं दी जा सकती, मेरी सभी doctor's से विनम्र प्रार्थना है,कि अपनी “हड़ताल” ख़त्म करे,और अपने “अधिकारों” की लड़ाई जारी रखें.",NOT,NONE,NONE,0
hasoc_hi_7432,"देखें, देश में जल संरक्षण के लिये प्रधानमंत्री नरेंद्र मोदी के अभियान के साथ ज़ी न्यूज़। पोरबंदर में भूमिगत जल संरक्षण पर @ZeeNews की रिपोर्ट  @narendramodi @sudhirchaudhary",NOT,NONE,NONE,0
hasoc_hi_7557,संविधान = सम + विधान   = सबके लिए एक समान विधान   = एक देश - एक विधान     Uniform Civil Code लागू होना ही चाहिए    6 जुलाई - श्यामा प्रसाद मुखर्जी जी के जन्मदिन के दिन शाम 5:30 pm इंडिया गेट    जरूर आइये  @AshwiniBJP @AdvAshwaniDubey,NOT,NONE,NONE,0
hasoc_hi_510,मौलाना साहब ने नई  धुन बनाई,NOT,NONE,NONE,0
hasoc_hi_6200,"ये रहें  #PlayAndWinOnZee के इस हफ्ते के विजेता, आप भी खेलें और जीतें PAYTM कैश ईनाम   क्लिक करें , https://playandwingame.india.com ",NOT,NONE,NONE,0
hasoc_hi_6394,अहमदाबाद एअरपोर्ट पर जिस तरह चाहने वालों ने मोहब्बत से नवाज़ा ये इस बात की गवाही है कि जेल कितनी भी बदली जाएं पर अतीक अतीक को लोगो के दिलों से कोई नहीं निकाल सकता।  मीडिया इस बात पे परेशान है कि हमें माला क्यों पहनाई गयी तो क्या उसे ये जानकारी नहीं है कि हम एक जनप्रतिनिधि भी हैं !,NOT,NONE,NONE,0
hasoc_hi_7537,अफगानिस्तान के खिलाफ जीत के इरादे से उतरेगा पाकिस्तान   #AFGvPAK #ICCWC2019,NOT,NONE,NONE,0
hasoc_hi_6898,"मणिपुर में 100 करोड़ रुपये की ब्राउन शुगर बरामद, एक महिला समेत तीन गिरफ्तार",NOT,NONE,NONE,0
hasoc_hi_419,"काम करो ऐसा कि पहचान बन जाये  हर कदम चलो ऐसे कि निशान बन जाये  यह जिन्दगी तो सब काट लेते हैं यहाँ   जिन्दगी ऐसे जियो कि मिसाल बन जाये     असदुद्दीन ओवैसी उस शख्सियत का नाम है जिनका एक मिनट का शपथ ग्रहण भाषण भी ब्रेकिंग न्यूज बन जाता है,     #हिन्दुस्तान_ज़िन्दाबाद   #असद_साहब_जिन्दाबाद",NOT,NONE,NONE,0
hasoc_hi_6545,"कभी पास आना......कभी दूर जाना ,  कभी..देखकर वह नजर का झुकाना ,  समझ लो...तुम्हें प्यार मुझसे हुआ है ,  बनाओ न अब मीत ! ...कोई बहाना   ।                 ©सुमन श्रीवास्तव      #शुभ_रात्री  @amarujalakavya @kavishala @Hindi_Kavitaa   @PIBHindi   @hindi_kavya",NOT,NONE,NONE,0
hasoc_hi_4835,"Mujhe #दोस्त  बनाना पसंद है,  पर दोस्त #कमीने होने चाइये ,  बाकी #silent  तो फटा हुआ #speaker  भी होता है https://www.instagram.com/p/BoMql8pBQsE/?utm_source=ig_twitter_share&igshid=32um1yiju05m …",NOT,NONE,NONE,0
hasoc_hi_5941,हिंदुत्व' का डंका बज रहा है     जय श्रीराम,NOT,NONE,NONE,0
hasoc_hi_380,#गौतम_गंभीर और #कन्हैया_कुमार ने मुसलामनों पर हमले पर आवाज़ उठाई    #MINO... https://youtu.be/shlVUMxRsoE  via @YouTube,NOT,NONE,NONE,0
hasoc_hi_2688,"इस जिद के कारण उसका विवाह 14 वर्ष की अवस्था में वर्धा के एक विधुर वकील पुरुषोत्तमराव केलकर से हुआ, जो दो पुत्रियों के पिता थे। विवाह के बाद उसका नाम #लक्ष्मीबाई हो गया।अगले 12 वर्ष में लक्ष्मीबाई ने छह पुत्रों को जन्म दिया। वे एक आदर्श व जागरूक गृहिणी थीं।",NOT,NONE,NONE,0
hasoc_hi_4613,अगर आप प्रेग्नेंसी के दौरान नाइट शिफ्ट करती हैं तो कुछ चीज़ों का ध्यान रखिए.,NOT,NONE,NONE,0
hasoc_hi_5921,"हर रोज की तरह शुरुआत MLA दफ़्तर से,  10 से 1 बजे तक जनता मेरे पास आती है,  फिर 2 से 6 बजे तक मैं अपनी जनता को मिलने उनके पास जाती हूँ :).  बस यह सिलसिला पिछले 52 महीनों से यूँ ही चलता आ रहा है।",NOT,NONE,NONE,0
hasoc_hi_2522,"जी सर अब तो हमारा भरोसा भी अखिलेश  यादव जी पर ही रह गया है,,",NOT,NONE,NONE,0
hasoc_hi_4618,"माँ भारती के वीर सपूत, श्री विनायक दामोदर सावरकर जी की जयंती पर उन्हें कोटि कोटि नमन।",NOT,NONE,NONE,0
hasoc_hi_1611,#कन्हैया कंहा हो तुम। सुबह से दिखे नहीं हो। लौट आओ तुम्हें कोई कुछ नहीं कहेगा।   #मोदी #कन्हैया_कुमार #बेगूसराय  @kanhaiyakumar @rahulkanwal,NOT,NONE,NONE,0
hasoc_hi_3984,"कश्मीर' इस नाम को सुनते ही 2019 के पहले #बुलेट..#बमघमाके..#पत्थरबाज..#आतंकवादी ये सब चीजें दिमाग में रहती थी..., पर अब कश्मीर पे जो नयी नीतियाँ शुरूआत होने पर है उससे निश्चित तौर पर घाटी का माहौल बदलेगा और घाटी देश की मुख्य धारा के साथ कदमताल करने लगेगी.",NOT,NONE,NONE,0
hasoc_hi_1753,उ. प्र.सरकार विभिन्न विभागों में भर्ती करने जा रही क्या सरकार बताएगी की जिन 17 अतिपिछड़ी जातियों को प्रमाण पत्र बाट कर वाहवाही लूट रही है ये छात्र-छात्राएं अनुसूचित जाति के प्रमाण पत्र से फॉर्म आवेदन करें या पिछड़ी जाति से इसका स्पष्टीकरण सरकार करें..,NOT,NONE,NONE,0
hasoc_hi_2780,लड़ना नहीं ||   पढ़ना ज़रूरी है ||,NOT,NONE,NONE,0
hasoc_hi_1904,चमक उठी सन सन्तावन में वो तलवार पुरानी थी खूब लड़ी मर्दानी वो तो झाँसी वाली रानी थी l  अंग्रेजों से लोहा लेने वाली वीरांगना रानी #लक्ष्मीबाई की पुण्यतिथि पर उन्हें  सादर श्रध्दांजलि ll  #RaniLakshmiBai,NOT,NONE,NONE,0
hasoc_hi_5591,"अंजना ओम कश्यप  जी बेहतर होता आप डॉक्टरों के काम में अड़ंगा अडाने के बजाए बिहार में बहार है कि बात करने वालों से ऐसे सवाल पूछतीं, मासूम बच्चों की पीड़ा को दिखाने के बजाए आप टीआरपी में लगी हुई हो, हिम्मत है तो सरकारों व सरकारी तंत्र से जाकर पूछिए।",NOT,NONE,NONE,0
hasoc_hi_6870,"मोहम्मद सामी ने भारत को जिताया  ताली बजाने वालों में कुछ लोग वो भी थे जो कहते हैं हिंदुस्तान में रहना होगा तो वंदेमातरम कहना होगा,,",NOT,NONE,NONE,0
hasoc_hi_7097,मौन और मुस्कान    दोनों का इस्तेमाल कीजिए.        मौन रक्षा कवच है।   तो मुस्कान स्वागतम द्वार .!!  #शुभ_रात्री @bharat_top1 @nehabansalbjp,NOT,NONE,NONE,0
hasoc_hi_5358,कांग्रेस मुख्यमंत्रियों के साथ @RahulGandhi की बैठक में क्या हुआ?    पढ़ें खबर- https://abpnews.abplive.in/india-news/what-happened-in-rahul-gandhi-meeting-with-five-congress-chief-minister-1158253 …    रिपोर्ट- @jainendrakumar,NOT,NONE,NONE,0
hasoc_hi_5995,आपका बलिदान नहीं भुलेंगे केतन.. आपके सर्वोच्च बलिदान को salute ...अश्रुपुरित श्रद्धांजलि @BJP4Delhi,NOT,NONE,NONE,0
hasoc_hi_2585,"ज़िन्दगी चैन से गुज़र जाए ,    अगर तू मेरे ज़हन से उतर जाए...  #तुम",NOT,NONE,NONE,0
hasoc_hi_6261,खूब लड़ी मर्दानी वह तो झाँसी वाली रानी थी।।  #म #मराठी   #झाशीचीराणी #लक्ष्मीबाई या क्रांतिकारकांच्या व स्फूर्तीदेवता होत्या....  स्मृतिदिनी विनम्र अभिवादन,NOT,NONE,NONE,0
hasoc_hi_566,"वर्ष 1975 में, आज के दिन निहित राजनीतिक स्वार्थों की पूर्ति के लिए तत्कालीन सरकार द्वारा की गयी आपातकाल की घोषणा, भारत के महान लोकतंत्र पर काला धब्बा है।  मैं नमन करता हूँ, उन सत्याग्रहियों को जिन्होंने मज़बूती से इस अंधकाल में लोकतंत्र की आग को जलाये रखा था।",NOT,NONE,NONE,0
hasoc_hi_5748,"दिल्ली में गर्मी का प्रकोप जारी, सरकार ने 8वीं तक के छात्रों के लिए एक हफ्ते बढ़ाई छुट्टी https://abpnews.abplive.in/india-news/delhi-summer-vacation-extended-by-a-week-in-schools-for-students-up-to-class-8-1157485 … @msisodia #DelhiSchool #SummerVacation",NOT,NONE,NONE,0
hasoc_hi_5875,"#राह चलते# पागल बनते हैं #दोस्त, @%@#Cold_Drink बोल के #दारु पिलाते हैं दोस्त,  कितने भी #कमीने हो पर काम पड़ने पर# हमेशा @आगे रहते हैं #दोस्त !! https://www.instagram.com/p/ByIHBh_p1lF/?igshid=1txjmcvdzbou8 …",NOT,NONE,NONE,0
hasoc_hi_1471,"आँखों को जब किसी की चाहत हो जाती है,  उसे देख के ही दिल को राहत हो जाती है...  कैसे भूल सकता है कोई किसी को,  जब किसी को किसी की आदत ho जाती हैं'...  #हिंदी_शब्द   #HTL   #शब्दनीधी   #alfazmere   #मन   #monu",NOT,NONE,NONE,0
hasoc_hi_1426,तुम अभी आओ तो शायद मैं मिल भी जाऊँ    बाद मुद्दत के ताले पर चाबियाँ काम नही करती,NOT,NONE,NONE,0
hasoc_hi_3293,वो चलें मुझे गिराने की चलता चला गया   मैं नाम-ए-ख़ुदा लेकर संभलता चला गया   !!  हमने छोड़ दिया जिसे तूफ़ानों में अल्लाह के सहारे   वो चराग़ बड़ी शान से जलता चला गया   ---,NOT,NONE,NONE,0
hasoc_hi_3636,"#ZairaWasim: धर्म को वजह बताने पर छिड़ी बहस, किसी ने कहा बेवकूफी भरा फैसला, तो कोई कर रहा सपोर्ट, जानें किसने क्या कहा    https://abpnews.abplive.in/bollywood/bollywood-celebs-and-social-media-reaction-on-zaira-wasim-1157726 …    @TarekFatah @taslimanasreen @TandonRaveena #bollywood",NOT,NONE,NONE,0
hasoc_hi_4939,"बांग्लादेश के गेंदबाजों पर रोहित शर्मा का हमला, ताबड़तोड़ बल्लेबाजी जारी, स्कोर 70 के पार #INDvBAN #CWC19",NOT,NONE,NONE,0
hasoc_hi_4995,"संघर्ष पथ पर चलते रहेंगे जन के जनाधिकार के लिए,  हम समाजवादी है संघर्ष पथ पर चलना है काम हमारा। संघर्ष पथ पर चलते रहेंगे जन के जनाधिकार के लिए,हम समाजवादी है संघर्ष पथ पर चलना है काम हमारा। …",NOT,NONE,NONE,0
hasoc_hi_3921,साई बाबा मुसलमान था।  If at all any one has any question I will reply.,NOT,NONE,NONE,0
hasoc_hi_4761,मानव संसाधन विकास मंत्रालय (MHRD) के अंतर्गत विश्वविद्यालय अनुदान आयोग (UGC) द्वारा स्ट्राइड अनुसंधान योजना की घोषणा की गई | इस महत्वाकांक्षी योजना के तहत  विभिन्न विषयों पर शोध द्वारा विकास को जन-जन तक पहुंचाने का कार्य होगा |,NOT,NONE,NONE,0
hasoc_hi_4067,ये कौन कह रहा है कि हुकूमत से डरेंगे।  गिर जायेंगे तो उठेंगे फिर उठ के लड़ेंगे।।,NOT,NONE,NONE,0
hasoc_hi_5339,Live : मुंबई में बारिश बनी आफत     #MumbaiRainsLiveUpdates #MumbaiRainlive #MumbaiRain      https://zeenews.india.com/hindi/live-tv ,NOT,NONE,NONE,0
hasoc_hi_471,*' छोटी सोच '*  *शंका को जन्म देती है....*    *और बड़ी सोच*  *' समाधान ' को...*  @RahulGandhi   @Anjupra7743   @Mamta02826938   @MamataOfficial,NOT,NONE,NONE,0
hasoc_hi_3655,"नहीं माने राहुल: नए अध्यक्ष की तलाश शुरू, दो दलित चेहरों की रेस में सुशील कुमार शिंदे सबसे आगे    पढ़ें खबर- https://abpnews.abplive.in/india-news/search-begins-for-new-president-in-congress-party-these-two-faces-in-main-race-1158455 …    रिपोर्ट- @AshishSinghLIVE और @jainendrakumar",NOT,NONE,NONE,0
hasoc_hi_1464,"ये ही मुस्लमानों की सच्ची देशभक्ती है कि मुस्लमानों ने अल्लाह के नाम का राजनीति में कभी गलत इस्तेमाल नही किया ,,,",NOT,NONE,NONE,0
hasoc_hi_448,Rajmahal loksabha ki public meeting... मुझे दुःख हो रहा है कि helipad पे भारी धूल होने के कारण मैं निशिकांत दुबे जी की सभा में बड़ी कोशिश के बाद भी उतर नही सका.. @BJP4Delhi @BJP4Jharkhand,NOT,NONE,NONE,0
hasoc_hi_4653,"रे कुभाग्य सठ मंद कुबुद्धे'  अरे अभागे! मूर्ख, #नीच, दुर्बुद्धि    *श्रीरामचरितमानस*   लंकाकाण्ड में रावण से कहा गया है।",NOT,NONE,NONE,0
hasoc_hi_3510,#पहाड़ में #सर्वणों के सामने कुर्सी पर बैठकर खाना खाने के लिए #दलित #युवा की #हत्या सर्वणों की #संकीर्ण #नीच सोच सार्वजनिक करती है!,NOT,NONE,NONE,0
hasoc_hi_6373,Biahar m bukhar s 69 bachhe mr gye o kisi Ko nhi dikh rha h,NOT,NONE,NONE,0
hasoc_hi_3843,इमाम साहब से लोगों को कुछ सीखना चाहिए ।।   तथाकथित विशेष धर्म के फ़र्ज़ी ठेकेदारों को खासकर के सीखना चाहिए ।।,NOT,NONE,NONE,0
hasoc_hi_2385,"#KaviKumarAshok की शानदार कविता !   #Poet_of_Love #हिंदी_शब्द   आप को स्कूल-कालेज के दिन याद आ जायेंगे, आपक की प्रेयसी इस कविता में आप को नजर आ जाएगी।आप के दिल को छूनेवाली प्रेमरस की कविता जरूर सुनिए। @PoetsHouseIndia @JashneRekhta @anamikamber",NOT,NONE,NONE,0
hasoc_hi_6859,जानें नई Duster में क्या होगा खास...,NOT,NONE,NONE,0
hasoc_hi_7030,"मेरी #कब्र के पास #Wi-Fi जरूर लगाना,    क्योंकि मेरे #दोस्त इतने #कमीने है ..      कि #Wi-Fi यूज करने के लिए,    जरूर मेरे #पास आएगे..   Kishan raj Chauhan krc https://www.instagram.com/p/BvIukHLAa8d/?utm_source=ig_twitter_share&igshid=7os502ywk0l8 …",NOT,NONE,NONE,0
hasoc_hi_5026,#Jharkhand में हुए #MobLynching के विरोध में यूपी के मेरठ के बाद #Agra में भी जुलूस के दौरान बवाल हो गया। #JharkhandLynching,NOT,NONE,NONE,0
hasoc_hi_7011,"पहले तो स्वर्ग सा नजारा सामने आता था अब तो आतंकवाद,पत्थरबाज,जेहादी,",NOT,NONE,NONE,0
hasoc_hi_4026,श्री @AmitShah सहित भाजपा नेताओं ने डाॅ. साहिब सिंह वर्मा को श्रद्धांजति अर्पित की। @ManojTiwariMP @p_sahibsingh,NOT,NONE,NONE,0
hasoc_hi_6570,"#दोस्त ख़रीदे नहीं जाते,  ये तो वो #कमीने होते है,  जो आपको कभी #शरीफ नहीं देखना चाहते !!              Ravi jatav @ Uttar Pradesh https://www.instagram.com/p/BskL7pRH0iB/?utm_source=ig_twitter_share&igshid=nhacuvk0qbt2 …",NOT,NONE,NONE,0
hasoc_hi_2475,"मुंबई: फिर खुली बीएमसी की पोल, लगातार चार दिन की बारिश से बेहाल हुई मायानगरी    पढ़ें खबर- https://abpnews.abplive.in/india-news/heavy-rains-in-mumbai-train-road-traffic-hit-hard-1158223 …",NOT,NONE,NONE,0
hasoc_hi_6287,@KapilMishra_IND क्या बात है सर्...  सुबह-सुबह दिल खुश कर दिया आपने उम्मीद की एक किरण दिखकर...  #JaiHind,NOT,NONE,NONE,0
hasoc_hi_6968,"आईबीएम में ब्लॉकचैन और डिजिटल मुद्राओं के प्रमुख जेसी लुंड ने कहा कि उन्हें उम्मीद है कि किसी दिन बिटकॉइन एक मिलियन डॉलर तक पहुंच जाएगा।    पढ़िये पूरी न्यूज़     IBM's VP Calls USD 1 Million, McAfee Knows When",NOT,NONE,NONE,0
hasoc_hi_3448,बाबारामरहिम को सरकार रिहा कर रही है अगर हनीप्रीत को रिहा करे तो मुझे बताना -- आसारामबापू,NOT,NONE,NONE,0
hasoc_hi_7693,"Akhilesh ji, aap Future hai desh ka, khud per vishwas majboot keejiye...Thank you",NOT,NONE,NONE,0
hasoc_hi_3308,कोई मुसलमां जब   हिन्दू हो जाती है तो  और भी हसीन हो जाती है..',NOT,NONE,NONE,0
hasoc_hi_6257,#Tweet3132V291  दर्द की भी  अपनी एक अदा है वह भी सहने वालो पर फिदा है .....  #हिंदी_शब्द,NOT,NONE,NONE,0
hasoc_hi_2100,"जरूरी नहीं है ईश्क में बॉहों के सहारे ही मिले,  किसी को जी भर के महसुस करना भी मोहब्बत है।    #स्वरा  #बज़्म   #हिंदी_शब्द",NOT,NONE,NONE,0
hasoc_hi_6846,मोदी सरकार के दूसरे कार्यकाल का पहला आम बजट 5 जुलाई को पेश होने वाला है  @deepak841226,NOT,NONE,NONE,0
hasoc_hi_2629,"दो दिन शाम को वाराणसी में नुक्कड़ सभाएँ किया.. मैने काशी की गलियों में अपने गीतों में जो प्रश्न उठाये थे, उसे @narendramodi जी ने सुलझा दिया है @BJP4Delhi",NOT,NONE,NONE,0
hasoc_hi_898,"Ha 2024 ki tayari karlo... Election aayenge jayenge, zindagi se bad k kuch nai.",NOT,NONE,NONE,0
hasoc_hi_395,U will come back after 5 year,NOT,NONE,NONE,0
hasoc_hi_1162,Good job Lekin aap ki party ke liye Har district me yuva pratyashiyo ko jagah Milni chahiye. Es par vichar aap Karo to 2022 aap ka nischit hoga or jeet pakki. UP MAA GE YUVA PRATYASHI,NOT,NONE,NONE,0
hasoc_hi_1868,"आप सभी के आशीर्वाद से 29K फालोवर्स पूरे हो गये हैं..    आप सभी फालोवर्स को दिल से धन्यवाद देती हूँ...    हां, वो बात अलग है कि अभी तक किसी ने मुझे 'बधाई' नही दी..    चलो कोइ बात नही पर ये प्यार अटूट रहना चाहिए...     मुझे @sonamJain001 फ़ॉलो करे फ़ॉलो बैक मिलेगा..वादा..",NOT,NONE,NONE,0
hasoc_hi_3818,#देश का #मुस्लिम डरा हुआ है डर से #दिल्ली में #मां #दुर्गा के #मंदिर को #तोड़ दिया  वाह रे #हिंदुस्तानी  #सूअर #मुसलमान भारत छोड़ो  @Nationalis_RSS   @Anshika_pandit0   @arpita_anant   @hindu_bipin   @Kusum87857709   @SarojMi86385397,NOT,NONE,NONE,0
hasoc_hi_7082,"मुंबई में भारी बारिश के बाद जिस तरीके की स्थितियां पैदा हुईं हैं वह गलत है, बीएमसी को तैयारी रखनी चाहिए थी: @raosahebdanve  (@siddharatha05)  #ReporterDiary  More videos: http://bit.ly/IndiaTodaySocial …",NOT,NONE,NONE,0
hasoc_hi_2325,¶¶कंगन हाथों का शर्मा गया शायद  मैंने हाथों को छू लिया जो उसके¶¶    ¶¶बात करने लगा वो आपसे शायद  मैंने हाथों को पकड़ लिया उसके¶¶    ¶¶जलने लगा अब कंगन वो शायद  मैंने जो हाथों को चूम लिया उसके¶¶    ¶¶झूमकर शोर करने लगा  मैंने कसकर बाहों में   ले लिया उसके¶¶  ~#साहिब१     #हिंदी_शब्द   #शब्दनिधि,NOT,NONE,NONE,0
hasoc_hi_7584,3    संस्कृति मंत्रालय यात्रा के लिए उच्च गुणवत्ता की भक्ति सामग्री का संग्रहण और सृजन कर रहा है जिसमें शिव पार्वती और गणेश पर प्रसांगिक अर्थ वाले मंत्र श्लोक और भजन शामिल है इस उद्देश्य में प्रमुख संगीत निर्देशकों और गायकों को शामिल किया है ।,NOT,NONE,NONE,0
hasoc_hi_7621,"दिल बड़ा करो और मस्त रहो, फिर सारा जहाँ तुम्हारा है'.    'निर्वाण' मासिक आध्यात्मिक पत्रिका    @AcharyaPramodk",NOT,NONE,NONE,0
hasoc_hi_2440,"Sad salah urs e razvi 3,4 ,5 November 2018 Me Zarur Tashrif Layen",NOT,NONE,NONE,0
hasoc_hi_3696,#Akhilesh_bhaiya Aapne kabhi apni sarkar me dekha itna kaam karne k baad aur apko itna pyar milne k baad bhi kya sthiti hai party kiAkhir kaha kami rah gayi aur #kyu? #Think,NOT,NONE,NONE,0
hasoc_hi_5630,एक छोटी सी बच्ची गली में #कुत्तो को देखकर #डर गई..#कुत्ते #बोले निकल जाओ बेटी :#हम_कुत्ते हैं #मुसलमान नही #घबराओ_मत बेटी    #JusticeForTwinkleSharma,NOT,NONE,NONE,0
hasoc_hi_4561,ऐ ईमान वालों! कह दो कि अल्लाह एक है और हम उम्मते मोहम्मदी हैं।     #बेशक #SaturdayMorning  #SaturdayThoughts #SaturdayMotivation,NOT,NONE,NONE,0
hasoc_hi_4852,कांग्रेस नेता व एमएलसी दीपक सिंह ने नेता विधानपरिषद दल (CLP) और उत्तर प्रदेश महामंत्री पद से दिया त्यागपत्र    लखनऊ में कांग्रेस दफ्तर में सौंपा त्यागपत्र।    अमेठी जनपद के सेवई निवासी है दीपक सिंह।,NOT,NONE,NONE,0
hasoc_hi_4834,आया मौसम टैक्स का?  #Budget2019 #Modinomics19 @IPrathamDwivedI @anshuman1tiwari   पूरा वीडियो https://youtu.be/w_zqPV-duf ,NOT,NONE,NONE,0
hasoc_hi_5776,T 3211 -   'पेट में गया जहर सिर्फ एक ब्यक्ति को मारता है और कान में गया जहर सैकड़ो रिश्तो को मारता है' ~ Ef MR    a poisoned stomach kills one ; a poisoned ear kills hundreds ~ ab,NOT,NONE,NONE,0
hasoc_hi_7077,Article 15 of Indian Constitution in Hindi - संविधान का आर्टिकल 15 क्या है समझिये 2 मिनट में  @KaranwalTanu   @sadafIqbalk   @ShilpiSinghINC,NOT,NONE,NONE,0
hasoc_hi_6559,"#प्रज्ञा_ठाकुर  बनना आसान है,  #महात्मागांधी  होना मुश्किल।",NOT,NONE,NONE,0
hasoc_hi_1026,दिल्ली में उस रात क्या हुआ था?  Live: http://bit.ly/at_liveTV    #Khabardar @swetasinghat के साथ,NOT,NONE,NONE,0
hasoc_hi_23,अपने दूसरे कार्यकाल में पहली बार आज 'मन की बात' करेंगे PM मोदी  #MannKiBaat   https://abpnews.abplive.in/india-news/live-updates-on-pm-narendra-modi-mann-ki-baat-1157136 …,NOT,NONE,NONE,0
hasoc_hi_412,कार्तिक आर्यन और सारा अली खान ने हाल ही में अपनी फिल्म 'लव आजकल 2' की शूटिंग की खत्म। लेकिन शूटिंग के आखिरी दिन कार्तिक हुए इमोशनल।  (@naaz_fauzia)  #Vertical #InstaMasala,NOT,NONE,NONE,0
