tweet_id,Text,task_1,task_2,Label
hi_hasoc_2021_5730,#COVID19 #IndiaCovidCrisis #PMCaresFund_का_हिसाब_दो #OxygenCrisis #Resign_PM_Modi #MamtaBanerjee  @AhmadUP63 @ishaninbox @rssurjewala @DrAmrohi @m4mrt @MonikaSinghSays https://t.co/8vby39NwUk,HOF,OFFN,1
hi_hasoc_2021_3603,@iyctripura @Narwal_inc @priyankagandhi @IYC @INCUttarPradesh @IYC_UPWest @INCUPEast @NSUIUPWest @NSUIUPCentral @pankhuripathak दीदी होगी तुम्हारी  रंडी साली हमारी दीदी कब से होगी,HOF,PRFN,1
hi_hasoc_2021_4591,विश्व गुरु से हम विश्व भिखारी बन गए! 🤔🤔🤔😔😔 #ModiKaVaccineJumla,HOF,HATE,1
hi_hasoc_2021_5661,"@sukumaranlens @rammadhav_rss @ThePrintIndia भाइयों बहनों पैशे खिदमत है, एक और #पप्पूशास्त्र का विद्यार्थी 🤣  Don't listen to @RahulGandhi  Its' a #ChineseAgent working as a #ChineseBot heavily funded by enemy countries to trouble India n spread #ChineseVirus. Proponent of #Pappuanomics 1 of a #INCorporated #LOLu",HOF,OFFN,1
hi_hasoc_2021_5109,"ये बंगाल की CM ममता बनर्जी नही है,ये Terror की आका डायन है👹जो बंगाल मे TMC पार्टी के आतंकवादी जिहादीयोंसे बलात्कार,खुन,खराबा बंमबारी कराती है  #TMCTerror #TMCGoons #BengalBurning #BengalViolence #MamtaisTerrorist #ArrestMamta #ShameOnDiaonMamta #ShameOnTerroristMamtaBanerjee https://t.co/T44G2oGURm",HOF,OFFN,1
hi_hasoc_2021_4776,जुमलेबाज मोयी जी 🔥🔥 #ModiKaVaccineJumla https://t.co/ZgLLDjjYGI,HOF,OFFN,1
hi_hasoc_2021_5156,"@TheSumit17 @Dr_Uditraj दोस्तों, आओ हम सब सर्वसम्मति से महान अर्थशास्त्री, धुरंधर वैज्ञानिक, अंतर्राष्ट्रीय किसान, भयंकर सवर्ण-दलित मसीहा #चुदित राज जी को खांग्रेस #अध्यक्ष एवं #पलधानमंतली बनाएं !!🙏 ""सभी #समस्याएं समाप्त"" #उदित_राज_को_अध्यक्ष_बनाओ_बे @Dr_Uditraj  #CovidVaccine https://t.co/HrWBrorcLe",HOF,OFFN,1
hi_hasoc_2021_5029,भगवान राम भी सोच रहे होंगे| यह कैसा रामराज है? जहां लोग जय श्री राम से ज्यादा राम नाम सत्य बोल रहे हैं|  #quote #IndiaCovidCrisis #COVIDEmergencyIndia #JaiShreeRam #IndiaFightsCorona @_yadav_vishal,HOF,HATE,1
hi_hasoc_2021_4708,"@INCObaid गंदे नाले का अपना एक अलग सौंदर्य होता है विश्वास न हो तो किसी सूअर से पूछिए। अँधो का भी महत्व है, नहीं तो फूतिया अंध भक्तों से पूछिए😁😁😁।",HOF,HATE,1
hi_hasoc_2021_5766,शहाबुद्दीन साहब की जगह कोई यादव होता तो अबतक तेजस्वी अपने सारे विधायकों को लेकर दिल्ली पैदल चल दिए होते 🙄 #JusticeForShahabuddin,HOF,HATE,1
hi_hasoc_2021_5004,"भेंचो पाकिस्तान मदद कर रहा हे, बांग्लादेश मदद कर रहा हे, ओर बहुत से देश भारत की मदद कर रहे है और कितना आत्मनिर्भर बनाएगा देश,,,, सच सच बताना इतने देशों की मदद लेने के बाद अंतर्राष्ट्रीय भिकारी वाली फीलिंग नहीं हो रही क्या तूझे चोर 😠 #Resign_PM_Modi  #AatmanirbharBharat",HOF,PRFN,1
hi_hasoc_2021_4486,@Abhinav_Pan पांडे तेरे पास इतना दिमाग होता तो पेट्रोल की पोस्ट नहीं करता क्योंकि 2011 में कोरोनावायरस की बिमारी नहीं थी इस समय काम काज बहुत हद तक बंद है और कोविड 19 से देश को लड़ाई में पैसे की जरूरत है एक बात और पेट्रोल के मंहगा होने से शेर की जगह कुत्ता नहीं पाला जाता ये टिप्पणी अपने उपर मत,HOF,OFFN,1
hi_hasoc_2021_5940,"""कितना है बदनसीब 'ज़फर' दफ्न के लिए, दो गज़ ज़मीन भी न मिली कू-ए-यार में…""  केजरीवाल सरकार के जिद्द के मुताबिक  जनाजा ITO कब्रिस्तान पहुंच गया… #JusticeForShahabuddin",HOF,OFFN,1
hi_hasoc_2021_4818,#ResignPMmodi आपका Whatsapp तंत्र शुतुरमुर्ग बन सकारात्मक होने को कह रहा है।घनघोर प्राणों के संकट काल में। क्यों? कूवत समाप्त।  चलो दो रिजाइन।  भाजपा मे खूब हैं संभाल लेगें।अपनी पूरी केबिनेट ले जाओ।जाओ।  आखिर कैडर बेस पार्टी है।,HOF,OFFN,1
hi_hasoc_2021_4307,कुर्सी है तुम्हारा ये जनाज़ा तो नहीं है  कुछ कर नहीं सकते तो उतर क्यों नहीं जाते ।  #ModiKaVaccineJumla #Resign_PM_Modi  #ModiMustResign https://t.co/xMIZApm7E2,HOF,OFFN,1
hi_hasoc_2021_4647,"मेरे पति को घर से घसीट कर ले गए TMC के लोग और बोले अब बोल ""जय श्री राम"" अब कहा है तेरे ""भाजपा वाले"", अब तुझे कौन बचाएगा, यह कहकर उन्होंने मेरे पति को गंगापुर राणाघाट पर ""मार"" दिया.!!  - उत्तम घोष की पत्नी  (दैनिक भास्कर अखबार के इंटरव्यू का अंश) @BJP4India #BengalBurning",HOF,HATE,1
hi_hasoc_2021_2393,@punitbalduwaIYC @LambaAlka भाई जन्मजात चुटिया हो?,HOF,OFFN,1
hi_hasoc_2021_5023,@Dr_Uditraj @INCUttarPradesh तेरे जैसे सूअर को नहीं समझ आयेगा,HOF,OFFN,1
hi_hasoc_2021_2442,@Ansari_BPYC @RubikaLiyaquat @narendramodi अरे सूअर तू भी तो वही कर रहा है जिसको बोल रहा था लाली कर रही है तू भी तो पेशाब पी रहा है पप्पू का सौ चूहे खाकर बिल्ली हज को चली दलाल को सब दलाल नजर आते हैं,HOF,OFFN,1
hi_hasoc_2021_4434,मोदी को लगता है कि वह PM की कुर्शी पर बैठा है और हकीकत यह है कि वो जनता की ला'शो के ढेर पर बैठकर सत्ता का सुख भोग।रहा है.!!  #ResignModi  😡😡😡,HOF,OFFN,1
hi_hasoc_2021_5445,@Rautparody61 सारे देश का बजन एक गधा ढो रहा है अगर कही किसी सीधे पप्पू को बैठा दिया जाता देश की गद्दी पर तो अभी तक पोपकॉर्न समझ कर चबा गए होते,HOF,OFFN,1
hi_hasoc_2021_5035,"@VMBJP @BJP4Bengal @BJP4India @narendramodi @JPNadda @AmitShah @DilipGhoshBJP @RahulSinhaBJP @narendramodi @PMOIndia @AmitShah @AmitShahOffice चूड़ी पहन लीजिए, बंगाल हिंसा पर आपकी कि चुप्पी, धिक्कार है !!   #BengalBurning #BengalViolence  #BengalBurning https://t.co/ERNw4KAY9E",HOF,HATE,1
hi_hasoc_2021_5589,देश गर्त में जा रहा है और देश का प्रधानमंत्री 56 इंच का सीना ले कर भी सो रहा है। #COVIDEmergencyIndia  #ModiKaVaccineJumla  #IndiaCovidCrisis  #SaveIndia https://t.co/pkTp9oInrH,HOF,OFFN,1
hi_hasoc_2021_5809,@LambaAlka मीडिया दोगला है देश विरोधी है और अपने मालिक के सिर्फ तालवें चाटना जनता है ।,HOF,PRFN,1
hi_hasoc_2021_1482,@Aak__Thu मूर्खता बहुत मुश्किल से अर्जित की जाती है ऐसे ही प्राप्त नहीं होती और और इसका एक उदहारण ये शख्स है ये वैश्या के कोठे के दलाल से भी बदतर है #रबिशदेवगन,HOF,OFFN,1
hi_hasoc_2021_4338,"आज बीजेपी का एक वरिष्ठ नेता सपा में शामिल हुआ ये दलाल मीडिया ने बिल्कुल नहीं दिखाया,  इतनी दलाली ही आज हिंदुस्तान की इस हालत की जिम्मेदार है",HOF,HATE,1
hi_hasoc_2021_3211,@kamlesh_offical @NayakRagini अबे सूअर की ओलाद  साले बीवी( तेरी माॅ ) तो छोड दी थी तेरे अब्बा ने तू कैसे पैदा हुआ सारे देश जानता मादरचो0  दलाले कहाँ गयी तेरी माँ  साले तू नाजायज ओलाद  मुँह छिपाता फिर रहा तेरा बाप  Maderjat bhadwe kutte ki ya Swar ki paidaesh h tu,HOF,OFFN,1
hi_hasoc_2021_38,#AajTak_दलाल_मोदी_का https://t.co/oWXDsGmQlx,HOF,OFFN,1
hi_hasoc_2021_4973,आखिर सरकार कब तक चुप बैठेगी???  मोदी जी का साथ देना मौत से खेलना है??  @narendramodi @AmitShah @myogiadityanath  #BengalBurning,HOF,HATE,1
hi_hasoc_2021_5782,ट्वीटर की औकात मेरे लिए सिर्फ 4 चवन्नी घोडे पे.... जितनी है। भाड में जाओ @TwitterIndia https://t.co/jYNkJVYxMn,HOF,OFFN,1
hi_hasoc_2021_4871,"आज से शुरू अब 5 साल तक ऐसे ही BJP कार्यकर्त्ता अपनी आहुति देते रहेंगे! इससे अच्छा है, कार्यकर्ता ही न बनना 🙏 #BengalBurning https://t.co/ErMKifeUb7",HOF,HATE,1
hi_hasoc_2021_1685,"चला था रविन्द्र नाथ टैगोर बनने,लेकिन दीदी ने आसाराम बनाकर भगा दिया!😂 #ExitModi #MamataBanerjee #COVID19 #ResignPMmodi #sundayvibes #Elections2021 #BanEVM_SaveDemocracy #IndiansDyingModiEnjoying #MamataBanerjee #COVID19 #Elections2021 #ExitModi #नरेंद्र_मोदी_ग्लोबल_पप्पू #COVID19",HOF,OFFN,1
hi_hasoc_2021_5969,@BrahamSamvad @JitinPrasada बिका हुआ दलाल समाज का नही अपना भला सोचता हैं।  जो इंसान कभी समाज को न्याय नही दिला सकता तो चंद पैसे में बिक जाए वो भी उस पार्टी के हाथों जिसका वो खुद आलोचक रहा हो।  सामाजिक दलाली में खरे उतरे जितिन,HOF,HATE,1
hi_hasoc_2021_3041,@manishm @anjanaomkashyap @aajtak @TwitterSpaces @amritat @sanjaypugalia @achlendra मनीष तुमसे ये उम्मिद नही थी यार तुम दलाल को पत्रकार कह रहे हो,HOF,OFFN,1
hi_hasoc_2021_413,"Chandra जैन Swamy, जैसे tantrik और j, w bush junior, khashogi जैसे बड़े बड़े arms dealers के साथ so चुकी है.  dekho कैसी sati sawitri bani firti है? सोनिया की कुतिया है. spy!",HOF,OFFN,1
hi_hasoc_2021_4473,बेशर्म मौजूदगी।  #ResignHarshvardhan #ResignModi #COVIDSecondWave https://t.co/tiYKLSQjJK,HOF,PRFN,1
hi_hasoc_2021_6050,@JainKiran6 @ArvindKejriwal गैरकानूनी काम करने के जुर्म में हरामी गद्दार सूगर कंजरवाल सहित हिमायतियों को सजा होना चाहिए,HOF,OFFN,1
hi_hasoc_2021_5165,"बीजेपी के समर्थन का कर्ज,,, मर्द जान देकर और औरत अपनी इज्जत देकर चुका रही है,, #SaveBangal 😔 #BengalBurning #BengalViolence   @AmitShah @narendramodi @myogioffice @myogiadityanath",HOF,HATE,1
hi_hasoc_2021_5326,"हे प्रभु!! निंदा?????  नेताओं की , और सरकारों के निकम्मेपन को छुपाने के लिए एक शब्द काफी है ""निंदा"" । #BengalBurning https://t.co/FcFx0eTSW0",HOF,HATE,1
hi_hasoc_2021_5950,@the_hindu ONCE IN A CENTURY @narendramodi @PMOIndia  #मनहुस_मोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है  #ResignModi मानवता केलिऐ #Resign_PM_Modi देशभक्त हो तो,HOF,OFFN,1
hi_hasoc_2021_4528,"ममता को चोट लगी.. ब्रेकिंग न्यूज़ बन गई ।   बंगाल में हिन्दुओं पर हो रहा अत्याचार,  मारकाट लूटपाट मची हुई है बलात्कार हो रहे है। पर यह न्यूज़ कब बनेगी ??? क्या हिन्दू होना गुनाह है ??? #CruelMamata #BengalBurning @ThePushpK @VHPDigital @KailashOnline @Gajjusay",HOF,HATE,1
hi_hasoc_2021_5648,"@AnandKiKhojMein पर इस हैंडल का एडमिन हरामी है, पहले भी ऐसे ट्वीट कर चुका है ये",HOF,OFFN,1
hi_hasoc_2021_5759,"@JitinPrasada @AmitShah यही कारण हैं नेताओं को #दोगला कहा जाता हैं, क्यों? अभी #ब्राह्मणों के हितचिंतक होने का ढोंग करते घूम रहे थें और अब जा कर ब्राह्मणों के मानमर्दन करने वालों के गिरोह में शामिल हो गए। #सत्तासर्वोपरि  @AcharyaPramodk @AjayLalluINC @aajtak @INCIndia @BJP4UP",HOF,OFFN,1
hi_hasoc_2021_4587,"@SaudAli32039647 @secula401192149 @Susmita52559467 रेत ? तुम तो कुतिया गधी मुर्गी केंचुआ बेटी पोती सबसे काम चला लेते हो मियाँ, रोज़ अख़बार में छप रहे",HOF,OFFN,1
hi_hasoc_2021_2757,@RachnaSinghSP अरे चाची हो चाची..  जब सैफई में रंडी नचा के नकटेढवा देश के बर्बाद करत रहल तब तोहार जुनून कहाँ रहल हो चाची...  खालीभर बकलोली करय जानेलू ये चाची....  🤣🤣🤣🤣,HOF,OFFN,1
hi_hasoc_2021_5257,7 साल से भुट्टे भूज रहे थे? #ResignModi https://t.co/fe0go5dTA0,HOF,OFFN,1
hi_hasoc_2021_5373,नुसरत जहां ने अपनी शादी को अवैध बताया क्योंकि शादी तुर्की में हुई थी इंडिया में मान्य नहीं है इस हिसाब से तो अल्लाह भी सऊदी में पैदा हुआ था इंडिया में नहीं तो वह भी मान्य नहीं है 😜😂😂,HOF,HATE,1
hi_hasoc_2021_4948,जो रंडी रोना रो रहे थे विपक्षी फ्री राशन और फ्री वैक्सीज़ का!! 5 बजते ही मोदी जी नै फ्यूज़ उड़ा दिए उनके !! नमो मोदी !!,HOF,PRFN,1
hi_hasoc_2021_5726,"@siddharthanbjp @BJP4Delhi वीआईपी नेता केजरीवाल सूअर प्रधानमन्त्री बनने का सपना हिन्दूओं की लाशों पर पैर रखकर देखरहा है बिहारी, यू पी , वाले बोलता है कभी रोहिंग्या, बांग्लादेश, मुस्लिम बोला सूअर, दोगला, चरित्रहीन वीआईपी नेता केजरीवाल",HOF,OFFN,1
hi_hasoc_2021_5658,"प्रधान मंत्री बदलो,  भाजपा में किसी काबिल नेता को प्रधान मंत्री बनवाओ  देश बचाओ  #ResignPMmodi  #ResignModi  #SaveIndia",HOF,HATE,1
hi_hasoc_2021_4974,"@isinghdipti दो मिनट का मौन उनके लिए भी जिनको बंगाल में चुनावी रैली दिखी ,  कोरोना दिखा किन्तु अब हिंसा , लूट अग्निकांड और महिलाओं को लुटती इज़्ज़त नहीं दिख रहीं 😡😡  #PresidentsRuleinBengal  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",HOF,HATE,1
hi_hasoc_2021_4627,"बंगाल में तृणमूल कांग्रेस द्वारा भाजपा कार्यकर्ताओं के नरसंहार एवं राजनीतिक हिंसा के विरोध में तीसरा पुस्ता,लालबत्ती,जगजीत नगर पर ब्रह्मपुरी मंडल द्वार प्रदर्शन किया।  @AjayMahawarBJP @BJP4Delhi @MohanGoelBJP #BengalBurning https://t.co/vWCal3mHqf",HOF,HATE,1
hi_hasoc_2021_5883,@Sabhapa30724463 डर है कहीँ जेल से छूट वहभी महात्माईन बन फिर अपने परदादा की नाजायज औलाद कांग्रेस को पालने न लगे!,HOF,OFFN,1
hi_hasoc_2021_5565,"@sambitswaraj @JPNadda राष्ट्रपती शासन एक मात्र वीकलप है मूर्खों, ये उपद्रवि नही है, आतंकवादी हैं। दूसरा कश्मीरी बन चूका है बंगाल। #BengalBurning #bangalviolence #Article356 #ArrestMamataBanerjee",HOF,OFFN,1
hi_hasoc_2021_4866,"जल्दी से इनको कोई नोबेल पीस प्राइज दो यार, नही तो पता नही कितने कार्यकर्ताओं/सपोर्टेस को और मरवाएंगे ये।   #BengalBurning  #BengalViolence  #राष्ट्रपति_जी_बंगाल_संभालो #spinelessmodi",HOF,HATE,1
hi_hasoc_2021_549,@jayrawat_pahadi @Ashishmundepi फूहड़ ही नहीं मूर्ख भी हैं।,HOF,OFFN,1
hi_hasoc_2021_4584,ये तो सार्वजनिक सामूहिक रूप से खूलेआम ब्रीडिंग करने बाली अबारा नस्ल की कुतिया का पैदावार है https://t.co/ChkU9CnSPs,HOF,HATE,1
hi_hasoc_2021_4007,@ManuRamDa @imvipinthakur @ChhattisgarhCMO @PoliceBilaspur @Republic_Bharat कुत्ता भी कितनी हैरानी से देख रहा कि ये सुवर कर क्या रहा,HOF,OFFN,1
hi_hasoc_2021_5096,"@nshuklain Sir कहीं ना कहीं मेरी ये कविता सच है आज कल #BengalViolence #BengalBurning के ऊपर, ग़लती कुछ बिकाऊँ लोगों, पार्टी, नेताओ की भी है.  @MamataOfficial cruel leader  #BJPSaveYourBengaliSupporters  #HelpBengalPeoples @narendramodi @rajnathsingh @AmitShah @BJP4India जय हिंद https://t.co/AaTTWTFbO7",HOF,HATE,1
hi_hasoc_2021_4746,"@SameerSam2001 @Dr_Uditraj दोस्तों, आओ हम सब सर्वसम्मति से महान अर्थशास्त्री, धुरंधर वैज्ञानिक, अंतर्राष्ट्रीय किसान, भयंकर सवर्ण-दलित मसीहा #चुदित राज जी को खांग्रेस #अध्यक्ष एवं #पलधानमंतली बनाएं !!🙏 ""सभी #समस्याएं समाप्त"" #उदित_राज_को_अध्यक्ष_बनाओ_बे @Dr_Uditraj  #CovidVaccine https://t.co/HrWBrorcLe",HOF,OFFN,1
hi_hasoc_2021_5604,@Dr_Uditraj 2024 मे फिर होगी कांग्रेस की बेइज्जती और तुम्हारी भी तुम भी तो चुनाव लड़ोगे दिल्ली से आँख बन्द कर के. तुम इतने बड़े मुर्ख हो तुमको अमेरिका और भारत में अंतर समझ नहीं आता है क्या बोला जाए आरक्षण से पढ़े हो तुमसे यही उम्मीद की जा सकती हैं. राजमाता को खुश करते रहो good job👍👍👍👍,HOF,PRFN,1
hi_hasoc_2021_5469,अगर @PoliceBilaspur एवं @CG_Police पुलिस या कानून में ताकत है तो इस दोगले नीच को भी ट्रैक्टर से कुचला जाए वरना गिरफ्तार करने का केवल ढोंग ना हो! वरना हमारा संविधान से भरोसा उठ जायेगा! इसको खड़ा रखे हो बारात में आया है क्या ये सुअर!  @Deveshtiwari_ @HinduNation__ @REPORTERsupriya https://t.co/6lev5w3gGW,HOF,OFFN,1
hi_hasoc_2021_5177,"@zoo_bear how did you understand that हराम के पिल्ले,सुअर के पिल्ले is using for  only Muslim community? https://t.co/j1tR2DL7xT https://t.co/UGf00YWmfG",HOF,PRFN,1
hi_hasoc_2021_5193,जिसे मिर्ची लगे वो भी कमेंट करे     कुत्तों को भोकने की इजाजत है  #JusticeForShahabuddin,HOF,OFFN,1
hi_hasoc_2021_5690,दवाओं के अभाव से हजारों लोगों का मरना👍 👉🏿मरने वालों को लकड़ी के अभाव और लूट-खसोट के चलते गंगा में बहाना👍( मां गंगा का चुनावी बेटा) 👉🏿क्योंकि जनता तो मूर्ख है👍 👉पांच किलो गेहूं और चावल लो और चुप रहो सब भूल जाओ👍 👉🏿बस थोड़ा आंसू बहाना और मामला शांत क्यूंकि जनता तो....😁,HOF,HATE,1
hi_hasoc_2021_1221,Keep this rage.  Drag modi in the streets and hang him.  #कृषि_कानून_रद्द_करने_पड़ेंगे #ResignModi #FarmersProtest https://t.co/7Sl9bzDOr9,HOF,OFFN,1
hi_hasoc_2021_5426,@taevocii भगवान इस कुतिया की मदद करें,HOF,OFFN,1
hi_hasoc_2021_4592,कमीने और मांग धूप 🙄😐  45 डिग्री को सेंटीग्रेट हो गया है 😒😰  समझाओ इसे 😂😂🤣🤣 @SulemanZartasha   @s_marwadi_786  @Rocking_Nainaa https://t.co/TFeTv2xLjX,HOF,PRFN,1
hi_hasoc_2021_4917,इंसान को मार सकते हो उसकी शख़्सियत को कभी मौत नहीं आती। शहाबुद्दीन साहब एक जिंदादिल इंसान थे उन्हें भुलाया नहीं जा सकता है...... #JusticeForShahabuddin  @tshahab05 @HarishankarRJD @yadavtejashwi @laluprasadrjd @iAwadhBihariRJD @SupremeCourtFan @Siwan_Rjd  https://t.co/Sl0bZhzntT https://t.co/7oRvmTwWar,HOF,HATE,1
hi_hasoc_2021_3442,@tushar @ChouhanShivraj भाड़ में जाओ,HOF,OFFN,1
hi_hasoc_2021_4712,हिंदू मुस्लिम एकता अब नही देख लिया इन सुअरो को #RohitSardana  #Islamophobia https://t.co/K0SbkhERk6,HOF,HATE,1
hi_hasoc_2021_5255,सभी रजनीतिक दलो के लिए : इतनी घटिया राजनीति करते हुए शर्म आनी चाहिए आपको।  #BengalElection2021 #BengalBurning #BengalViolence,HOF,HATE,1
hi_hasoc_2021_4577,@kprincecivil @AmitKum28953892 @Jitendr91780964 @sohansingh05 @HemantSorenJMM दोगला मुख्ममंत्री को हटाओ युवा बाबू ।। ये दोगला राजनीतिक करने आए है इनको झारखंडी युवा से मतलब नहीं सिर्फ पैसा कमाने आए है झूठ बोल कर सपना दिखाएं है इनको सपना कैसे होता है मालूम नहीं अब हम युवा दिखेंगे सपना @HemantSorenCM @Alamgircongress @RahulGandhi @nishikant_dubey  ye dishmaan https://t.co/stGiutHI9u,HOF,OFFN,1
hi_hasoc_2021_4958,"@SirSeenu दोस्तों, आओ हम सब सर्वसम्मति से महान अर्थशास्त्री, धुरंधर वैज्ञानिक, अंतर्राष्ट्रीय किसान, भयंकर सवर्ण-दलित मसीहा #चुदित राज जी को खांग्रेस #अध्यक्ष एवं #पलधानमंतली बनाएं !!🙏 ""सभी #समस्याएं समाप्त"" #उदित_राज_को_अध्यक्ष_बनाओ_बे @Dr_Uditraj  #CovidVaccine https://t.co/HrWBrorcLe",HOF,OFFN,1
hi_hasoc_2021_4370,@BJP4Delhi @adeshguptabjp हमारे बच्चो की वैक्सीन विदेश में क्यू बेंच दी।। दोगला पन की भी हद होती है यार।।,HOF,HATE,1
hi_hasoc_2021_4430,#देश_की_समस्या_बढ़ती_जनसंख्या  जनसंख्या कानून लाओ और कुत्तों को रोको ज्यादा जनसंख्या बढ़ाने से कुतिया तो बेकार होगी ही पे उससे ज्यादा देश का नुकसान होगा,HOF,HATE,1
hi_hasoc_2021_3438,"@satya_vachan___ @noorulshaikh @sunita5krt @PRINCEK68077519 तुम झूठे आदमी हो🙄 एक सप्ताह में कुतिया के पिल्लों की भी आंखें खुल जाती हैं, लेकिन चमचों की आंखें 70 साल के बाद भी नहीं खुल रही 🙄 यदि हिम्मत है तो अपने दोनों फोटोज़ की सत्यता जानो। फिर बात करना।",HOF,OFFN,1
hi_hasoc_2021_5429,दोनों कमीने टीचरों को फांसी होना चाहिए https://t.co/VVILhTCNWj,HOF,PRFN,1
hi_hasoc_2021_566,तेरी मां चुदाने जाती होगी भोसड़ी के तुझे तो यह भी नहीं पता तेरे बाप कितने हैं भोसड़ी वाले तू इसीलिए तो आम आदमी पार्टी कांग्रेस जैसी पार्टियों की दलाली कर रहा है म****** रंडी की औलाद छिनाल की औलाद https://t.co/smNT3R8iLg,HOF,PRFN,1
hi_hasoc_2021_4575,@ABPNews ONCE IN A CENTURY  @narendramodi @PMOIndia  #मनहुस_मोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है  #ResignModi मानवता केलिऐ #Resign_PM_Modi देशभक्त हो तो,HOF,OFFN,1
hi_hasoc_2021_4631,"कुर्सी है तुम्हारा ये जनाज़ा तो नहीं है कुछ कर नहीं सकते तो उतर क्यों नहीं जाते.. #ModiKaVaccineJumla #ModiFailsIndia  @NitishKumar @PMOIndia .. गुजरात देश का फूफा है क्या? सबकुछ उसको ही मिलेगा.. ऑक्सीजन भी, बेड भी, वैक्सिन भी @aajtak @abplivenews @TheLallantop @saurabhtop https://t.co/gH1YqPzCjB",HOF,OFFN,1
hi_hasoc_2021_5014,@RahulGandhi सीधा सवाल   क्या  मोदी जी  के बंगाल  चुनाव जीतने की सनक ने पूरे देश को मौत  के मुंह में धकेल दिया  है ?...#ResignPMmodi                   Yes or no,HOF,HATE,1
hi_hasoc_2021_5624,आज इनका तो कल आपका नंबर भी आ सकता है अगर आज नही बोले तो तेजस्वी जी याद रखना लालू जी अभी सजा काट रहे हैं। #JusticeForShahabuddin #JusticeForShahabuddin @yadavtejashwi @laluprasadrjd @MamataOfficial @ravishndtv @pbhushan1 @sunitayadav007 @HansrajMeena,HOF,HATE,1
hi_hasoc_2021_4482,राजनीतिक गिद्धों को शर्म आनी चाहिए एक बेटा अपने वालिद को तदफिन भी नही किया की चंद लाइक कॉमेंट के लिए उनके नाम का हेंडल बना लिए! कम से कम उस भाई की दर्द समझते! #JusticeForShahabuddin https://t.co/aAn624rNSQ,HOF,HATE,1
hi_hasoc_2021_4372,@RahulGandhi चुप ही रहो तुम,HOF,OFFN,1
hi_hasoc_2021_244,"@narendramodi This is tight slap on Foolish, Mahanmoorakh Modi Govt face. It’s power of people. #मौत_का_सौदागर_मोदी #FarmersProtests #FarmersVsModiVirus #Resign_PM_Modi #BJP_भगाओ_देश_बचाओ #BjpDestroyedIndia",HOF,OFFN,1
hi_hasoc_2021_5482,@PratapSinghSS @JainKiran6 कहां का है ये दुष्ट?,HOF,OFFN,1
hi_hasoc_2021_5890,"@INeetuDabas @RahulGandhi क्योकि ये एक विदेशी की #नाजायज औलाद है, #क्वात्रोची https://t.co/S7lsj2wORu",HOF,OFFN,1
hi_hasoc_2021_5510,"@Anoopjo27497784 @Hkinayti @narendramodi177 अबे चोडु , ये ब्रामन सिर्फ पाखंडी है।",HOF,PRFN,1
hi_hasoc_2021_4878,जब समय ख़राब होता है ना तो ऊंट पर सबार व्यक्ति को भी कुत्ता काट लेता है l यही हाल इसका हो गया है l जायेगा ससुर तेल लेने l घमंड तो सर चढ़ कर बोल रहा है l माथा फिर गया है l attitude ab kheshri ko janta dikhaye gi ।#boycottkeshari अश्लील गाना,HOF,OFFN,1
hi_hasoc_2021_5695,जब भी भारत पर या मूलनिवासी समाज पर कोई मुश्किल आई।किसी पोंगा पंडे ने साथ नहीं दिया।लेकिन अपने बलात्कारी हत्यारों के लिए तिरंगा यात्रा और पंचायत की क्योंकि ब्राह्मण जानते हैं कि हम विदेशी हैं।इसीलिए हमें खुद ही अपनी लड़ाई लड़नी होगी #JusticeForShahabuddin #justice_for_rupa_tirkey,HOF,OFFN,1
hi_hasoc_2021_4624,"@BRAHMINS_VOICE इस चुटिया लड़ाई में मत पड़ो, ब्राह्मणों के पास बहुत महापुरुष है क्रांतिकारी है रोज के 2 मिल जाएंगे उन्होंने मुगलो फिर अंग्रेजो के चाटे उनको करने दो ट्विटर की वीरता",HOF,HATE,1
hi_hasoc_2021_4644,"@VijayVst0502 ट्विटर को इसमें भी मिर्ची लग गई,12 घंटे के लिए अकॉउंट ब्लॉक कर दिया, जिहादी को जिहादी मत कहो, सूअर को सूअर मत कहो 😡वाह रे ट्विटर 😡 https://t.co/qynJfxzQHh",HOF,HATE,1
hi_hasoc_2021_9,दलाल मीडिया मीडिया के जाल में मत फंसना  UP चुनाव के लिए नया टूलकिट है   मोदी V/S योगी  इसमे कोई सत्यता नही है बस फूट डालनी है  #चमचे_दलाल_देशद्रोही_सूअर,HOF,HATE,1
hi_hasoc_2021_1577,आजाद भारत का घिनौना चेहरा है ममता और वामपंथ  #BengalBurning,HOF,OFFN,1
hi_hasoc_2021_4239,@kalpesh_raj_ @BhagwatiSoni19 गधा भैया 🙄,HOF,OFFN,1
