,_id,Text,task_1,task_2,Label
3749,60c5d6bf5659ea5e55deff4c,Going get me a bitch out the country,HOF,PRFN,1
487,60c5d6bf5659ea5e55def337,Clearly you weren’t raised right if you think money equates not needing empathy when journalists and whatever you are ask dumb questions in an insulting manner and make dick head comments like this https://t.co/u09CslPr1u,HOF,PRFN,1
2310,60c5d6bf5659ea5e55df009c,ALL SO THIS BITCH CAN SELL SOME COOKIES! absolutely fucking shameless deeds. You will pay for your sins !!! https://t.co/mexxNbMH68,HOF,OFFN,1
5063,60c5d6bf5659ea5e55def2c5,All that the Centre can do is take offence! And suppress criticism. Why are you wasting taxpayers money and time @PMOIndia! Just get @narendramodi to resign. Enough it enough. #Resign_PM_Modi #ModiResign #ModiHataoDeshBachao https://t.co/EnTehT8Fnt,HOF,HATE,1
2205,60c5d6bf5659ea5e55deffcc,My mova.. nobody can piss me off quicker than this mf 😒,HOF,PRFN,1
95,60c5d6bf5659ea5e55def2c2,Hmmmm that bitch😤😡 https://t.co/S977mmPEGd,HOF,PRFN,1
1655,60c5d6bf5659ea5e55defcb5,I ain’t saving no hoe I’m a real ass pimp !!,HOF,PRFN,1
4827,60c5d6bf5659ea5e55def6f7,@NYGovCuomo You killed grandma you sick son of a bitch,HOF,OFFN,1
3364,60c5d6bf5659ea5e55def4d7,"Delaying opening up on June 21 is bollocks!! You want facts? - Viruses continually mutate so letâ€™s stop naming â€˜variantsâ€™,,, it will be an endless task - NHS is no longer at risk. It never was, it was just underfunded - There are bigger health threats than Covid - Wake up! ðŸ¤¨",HOF,PRFN,1
1823,60c5d6bf5659ea5e55defe1b,"You can have good dick, good head. But that don’t exclude you from being a flea. You can’t nurture your mind body and soul with sex. You will always feel empty. And I’m not going to fill that void. Get a fuckin therapist bro. 💯💯",HOF,PRFN,1
4064,60c5d6bf5659ea5e55defb23,"Constant lies constant bullshit. Currently more hospitals than covid patients, yet there's people that listen to this bollocks. https://t.co/HgtvpdeXwH",HOF,HATE,1
497,60c5d6bf5659ea5e55def444,@TonyDLeonardi if i was a kid i’d be mad as fuck. i don’t care about this i’m watching blues clues for fuckin blues clues not a pride parade,HOF,PRFN,1
1751,60c5d6bf5659ea5e55defdb6,@GIGACHAD2021 @TerryLandrum_24 @lordvondoge @DanLandry12 @nexusque @Cocochaneladair @Luke360 @amy_stroud @thatgirltrades2 @greg16676935420 @helladdict69 @NickBalazs Dammmm pimp daddy,HOF,PRFN,1
4742,60c5d6bf5659ea5e55def89a,@twintersoldat @yelbelo @AuntieAgness @redwitxh I will dominate you on this mission asshole,HOF,OFFN,1
2943,60c5d6bf5659ea5e55df0223,"@Suzy_1776 Is this where President Puppet said ""I don't work for you, you son of a bitch ?""    This is a damn nightmare !  President Puppet is awful.  Trump won",HOF,OFFN,1
832,60c5d6bf5659ea5e55def5eb,@SirBasilBrush 12 Mile walk today Bloody Hell it was hot ☀️,HOF,PRFN,1
4015,60c5d6bf5659ea5e55defba5,Guys I've blocked that account for a reason lmao. This the 2nd time in the space of a few hours my tl has been flooded with people quoting that shithead. Maybe I'll join too in the morning lol. It's 12:47 am here and I'm going to sleep. Bye. Just block every cunt you find. https://t.co/vZueqSYoje,HOF,PRFN,1
881,60c5d6bf5659ea5e55def622,"@PMOIndia @PMOIndia  Why all exam's is being postponed,? Instead of election? You people are shameless. You all are forcing students Life in dark and making your money by doing Not required activities. #Resign_PM_Modi",HOF,HATE,1
5022,60c5d6bf5659ea5e55def1df,OI YA WANKER PUT ME IN IT,HOF,PRFN,1
3795,60c5d6bf5659ea5e55df0104,"@PaintingSallies @ThatMrShy1 Fuck sake, Sallies. XD now I want to get and try the hash brown version tgis morning. Thank you for this idea. ðŸ’š",HOF,PRFN,1
3143,60c5d6bf5659ea5e55df043d,"@Bharat_Putra @upma23 Why is this a national shame , when some impotent sit at delhi and organise for dharna , it's shame on us who voted them and it shame on PM and HM,who r incompetent to even protect their extended family of karyakarthas  Shame on My P",HOF,OFFN,1
2921,60c5d6bf5659ea5e55df0257,"@ProceduralJOYE ""I did a show, yeah, in fucking France of all places, 'orrible place, everyone is a twat, talking about how great Brexit is, yeah. Fucking Brian Eno, sad cunt, made a flag for it, yeah, god I fucking love Britain.""",HOF,OFFN,1
3511,60c5d6bf5659ea5e55def2ff,@BlasterUncommon Just texted him. SAAB WANKER!,HOF,PRFN,1
3343,60c5d6bf5659ea5e55def2fc,Only a gay motherfucker could take something as beautiful as a rainbow and fuck it up for everyone else.,HOF,OFFN,1
2118,60c5d6bf5659ea5e55defee1,@OtteracresRae No he doesn't  but it just  reminds  me off  it .And yeah why fuck do they do that?  Do I have strong dislike  ( putting it mildly ) on #andrewdabb   yeah o do . This Lucifer ending and sl so reminds me of supernatural slband suck ending.,HOF,PRFN,1
2966,60c5d6bf5659ea5e55df0100,#ResignModi  if he has any morality.. he should do that.. but he is such a shameless.. heart less power greedy demon... heating his hands by the pyres of innocent fellow citizens.. shame shame Modi,HOF,HATE,1
3506,60c5d6bf5659ea5e55def446,@JhaSanjay Now India knows they have made huge mistake by electing Horrible people #ResignPMmodi,HOF,HATE,1
4572,60c5d6bf5659ea5e55def59c,"@Gorge_Diamond @OgbeniDipo Yes laycon, motherfucker, none of your family is listed among greatness, cry more ðŸ¤£ðŸ¤£",HOF,PRFN,1
4817,60c5d6bf5659ea5e55def961,"#TMCGoons attacked convoy of Union Minister V Muraleedharan in West Midnapore, broken windows, attacked personal staff. Shame on #MamataBanarjee @VMBJP #BengalBurning",HOF,HATE,1
391,60c5d6bf5659ea5e55def366,@georgemarshhh A shitbag thing to say. There's no justification for that yesterday. Just jog on and enjoy it,HOF,PRFN,1
1987,60c5d6bf5659ea5e55df0034,get this bloody burger off my head before I stab a bitch,HOF,PRFN,1
3769,60c5d6bf5659ea5e55df009e,"Are these fascists really that confident that they will rule that long and enjoy its opulence Shame, Disgusting #ResignModi,Sickening https://t.co/1JeFc0uXsg",HOF,HATE,1
3193,60c5d6bf5659ea5e55df02e4,Make him think his daughter died because of him Maxie. Make that motherfucker hurtttt.,HOF,PRFN,1
5116,60c5d6bf5659ea5e55def20f,"Scientists are begging for data but #Modi is going against science and taking no advice. Global community can't help us if we hide data and deny science. #ResignPMmodi please, you're incompetent. #AndhBhakt #ModiKaVaccineJumla #ModiResign https://t.co/BOVxMusFrV",HOF,OFFN,1
2927,60c5d6bf5659ea5e55df0161,This time I am with you! Bloody #China spreading #chinesevirus! https://t.co/gVdEhSwiLs,HOF,HATE,1
2593,60c5d6bf5659ea5e55df02e1,You have failed the nation.  #ResignModi https://t.co/4NM6rrCpmy,HOF,OFFN,1
5083,60c5d6bf5659ea5e55def193,"then she was slowly deep throating da dick . and my head layed back .. but she started to speed it up and I wanted to move her head so bad but i couldnâ€™t . she was sucking about 10 mins in and i nutted , she didnâ€™t stop there .. she went another hour ðŸ¥´â€¦ my body felt",HOF,PRFN,1
554,60c5d6bf5659ea5e55def4a2,@headpatmutter “ok~” *she slips the dildo into Friedrich’s pussy*,HOF,PRFN,1
3676,60c5d6bf5659ea5e55deff89,@Valentinow5_ @xcxrpixn @sxnzuuku Me and val shag on the daily,HOF,PRFN,1
4487,60c5d6bf5659ea5e55df007c,The image built by the previous governments from Nehru till Manmohan Singh is destroyed in no time by incompetent Modi. History will remember him as the worst Prime Minister India ever got. #Resign_PM_Modi https://t.co/lPttvgIk1V,HOF,OFFN,1
2610,60c5d6bf5659ea5e55df02cf,@wilfredodiazPR @DanScavino DICK. HEAD.,HOF,PRFN,1
4193,60c5d6bf5659ea5e55defc3b,"@DhzWrld â€œThatâ€™s your bitch, huh? R. Kelly I may just piss on herâ€ Basically any of his R Kelly quotes always make me laugh lmao. or â€œLeave you with a shit bag, you got bloody farts boyâ€",HOF,PRFN,1
4317,60c5d6bf5659ea5e55defe8d,@Mousecat1980 John Lee Hooker,HOF,PRFN,1
3230,60c5d6bf5659ea5e55df03b0,keep working on ur image. don't ever work on providing relief to citizens. #ResignModi https://t.co/pyontfWjRU,HOF,HATE,1
2783,60c5d6bf5659ea5e55df04be,@SenMarkey @FletcherSchool @TuftsUniversity @TuftsCommunity @rkyte365 @kellysgallagher @nyushanghai Are you F‘ing serious? “Work cooperatively alongside China?” Are you even listening to yourself? China is responsible for this WORLDWIDE pandemic. We should be ostracizing them with worldwide sanctions. #WuhanVirus #WuhanLab,HOF,HATE,1
258,60c5d6bf5659ea5e55def258,"Who the fuck wants to go to Gibraltar, Israel, Faroe Islands or the Falklands FFS?   Talk about clutching at straws for ""good news"".😂  #GreenList #CovidVaccine  #DowningStreetBriefing",HOF,PRFN,1
4856,60c5d6bf5659ea5e55def957,@ArmaanS13738198 @narendramodi If we r already so defame in nation then why u r giving us attention? Why you ass is getting fire ðŸ”¥ BJP IT CELL #FarmersProtest #FarmLawsWorstThanCOVID #COVID19 #ResignModi,HOF,OFFN,1
2980,60c5d6bf5659ea5e55df01e8,Time to destroy China...  Time to end the biological war with another virus and kill those  chinese politicians bastards.  #chinesevirus #coronavirus  #fuckchina,HOF,HATE,1
359,60c5d6bf5659ea5e55def3c7,We're into the next 100 days of the Biden administration and I found this in a local Wal Mart. How America tolerated the chaos and ineptitude of Trump is simply mind boggling and distressing. Are Americans so  stupid? #COVID19  #CovidVaccine https://t.co/6u0F3lzGxD,HOF,HATE,1
1924,60c5d6bf5659ea5e55defdf5,https://t.co/pA043HDItO  Priority of the government in the time of crisis. Shame!!!  #ResignModi #ResignPMmodi #Resign_PM_Modi  @PMOIndia #COVIDSecondWaveInIndia @narendramodi,HOF,HATE,1
3285,60c5d6bf5659ea5e55def29d,"@ShukulManhar @iMac_too @OnEternalVigil I am loosing hope too, but what option we have. I donâ€™t think he will piss off hindus. Deshabille karma is also a part.",HOF,PRFN,1
4525,60c5d6bf5659ea5e55def6ba,"#ResignModi, he declared win against COVID and ignored all warning, now citizen ask him what infra he developed over 1 year. He is killer of all those dying daily today. https://t.co/MBBl6dihCb",HOF,HATE,1
2773,60c5d6bf5659ea5e55df0311,Happy pride month from america’s whore,HOF,PRFN,1
233,60c5d6bf5659ea5e55def14f,@sweetdeesez @WilhelmDerErste Would have laid that motherfucker out.,HOF,PRFN,1
4931,60c5d6bf5659ea5e55def810,@AP Bollocks,HOF,PRFN,1
3368,60c5d6bf5659ea5e55def3e0,Narendra Modi What the hell is this ðŸ‘‡ðŸ˜¡ðŸ˜¡ We want Justice for those Suffered Lives Of Bengal Hindus. #BengalViolence #justiceforsaraswathimurder #JusticeForBengalBJPKarykart #BengalBurning #PresidentsRuleinBengal #KanganaVsTwitter https://t.co/iDBE5TYt9i,HOF,PRFN,1
1072,60c5d6bf5659ea5e55def7be,What a shame @Tejasvi_Surya MP officially communalised the covid situation for hide their failure by reading certain community's health workers name last year it was Tablighi and now it's Muslim health workers.Godi media celebrating the foolishness. #saynotocommunal #ResignModi,HOF,HATE,1
4059,60c5d6bf5659ea5e55defad6,This is a crisis of your making. You cannot solve it. An appeal to Indian Prime Minister @narendramodi â€œPLEASE STEP ASIDE.â€ @WHO @UN @washingtonpost #IndiaCovidCrisis https://t.co/7VcUyuXXAE,HOF,OFFN,1
4004,60c5d6bf5659ea5e55defa3f,"@balbir59 A sad day to see Hindus being led to carrying out atrocities against the helpless and innocent... This is not what what our religion teaches, this is what radical islam propagates. #CurbThisCrime #StopHateCrime #BengalBurning #IStandWithModi @il",HOF,OFFN,1
4880,60c5d6bf5659ea5e55defa60,Obviously there is a hell of pressure on Serum Institute to manufacture billions of vaccine doses. Have patience bloody politicians.. You are ruining this country by doing this. If he moves production there will be a job losses to hundred of people. Think twice #IndiaCovidCrisis,HOF,OFFN,1
1352,60c5d6bf5659ea5e55def846,"Son of a bitch wrong ""you're"" 🙄",HOF,OFFN,1
4570,60c5d6bf5659ea5e55def538,Buzzing to be rapping this cunt all summer long after England win the euros https://t.co/9Zdna8eYnE,HOF,PRFN,1
3363,60c5d6bf5659ea5e55def49e,my dad just said â€œyou cheese masterâ€ to my brother but i heard â€œyou cheese bastardâ€,HOF,PRFN,1
932,60c5d6bf5659ea5e55def72f,"This pic of Mr. Modi seems to be saying, ""Look how easily I managed to fool everyone in India and also most of the world...now pay with your lives for electing me to The Position of Supreme Power"" #ResignModi https://t.co/aBH6AnERhR",HOF,OFFN,1
4143,60c5d6bf5659ea5e55defac0,#cancel12thboardexams2021 #Resign_PM_Modi @PMOIndia Because of your overconfidence and ignorance hundreds of indian citizens are dying everyday and now you are ignoring lakhs of student's daily plea to cancel exam... https://t.co/GriErp6Ws7,HOF,HATE,1
1988,60c5d6bf5659ea5e55df0038,the wanker one has me extremly screaming rn i can't with them lmfao,HOF,PRFN,1
2053,60c5d6bf5659ea5e55defec0,Dear @narendramodi Please resign and save the nation.  Do what u always wanted to do.   Faker ho. Jhola leke chale jao hum sabki nazron se door.  @BJP4India not so for India while Modi and Shag are there.  Bring #NitinGadkariasPM  #ResignModi,HOF,OFFN,1
1182,60c5d6bf5659ea5e55defa63,@narendramodi shame on you.. People are dying literally and what the hell are you doing??  Just #ResignModi you failed India. #GodSaveIndia https://t.co/NPm6MeeX7C,HOF,OFFN,1
2985,60c5d6bf5659ea5e55df00d4,"Every time I hear of someone who allegedly had the #CCPVirus, they always report that they had mild symptoms.  Why?  Because the #ChineseVirus is the ""Virginia Slims"" of viruses.  The only thing we need to fear is government overreach, greedy Big Pharma &amp; their paid supporters",HOF,HATE,1
2499,60c5d6bf5659ea5e55df0279,"@drshamamohd @drharshvardhan Everyone is battling except the Government.   At present GOVERNMENT   is like a king 🤴sleeping 😴 in the Palace under the protection of Army, without any care of its responsibility.   #ModiKaVaccineJumla https://t.co/qvYdjT9ztp",HOF,HATE,1
1940,60c5d6bf5659ea5e55deff91,Me and my son just had to piece 3 hoes up for calling my shorty a bitch😩😩😩my wig off and every nail bloody but I bet she cant see out that👁,HOF,PRFN,1
1584,60c5d6bf5659ea5e55defc95,"@Piss__Boy @hot_girl6969 Ah yes. ""Im not an asshole when im not being a shitbag!""",HOF,PRFN,1
3613,60c5d6bf5659ea5e55defec2,#cancel12thboardexams2021 #Resign_PM_Modi @PMOIndia Because of your overconfidence and ignorance hundreds of indian citizens are dying everyday and now you are ignoring lakhs of student's daily plea to cancel exam... https://t.co/lKWt79AQuk,HOF,HATE,1
1302,60c5d6bf5659ea5e55def9f9,"@The_Danish_Brit @bbsapir wasn't there also the labour ""fine, if you're not gonna be as left as we want, fuck you, vote Tory, wait, you voted Tory, what?'""",HOF,OFFN,1
75,60c5d6bf5659ea5e55def177,@narendramodi We the responsible citizens of India are telling you straight on face that we don't need any #CentralVistaProject. Please resign yourself and don't embarrass us anymore you never were and never will be #VishwaGuru #ResignModi #ModiMadeDisaster #ModiGovtSeNaHoPayega,HOF,OFFN,1
400,60c5d6bf5659ea5e55def485,Fuck you asshole!!! https://t.co/wPUsQFU9W0,HOF,PRFN,1
4037,60c5d6bf5659ea5e55defc18,stop acting like a posh bitch and sing with you girl you stupid deityyyyyyyyyyy,HOF,OFFN,1
1524,60c5d6bf5659ea5e55defb1f,@RBI The #bjp gov have absolutely turned blind and is doing nothing for the common man. Would at least expect some sort of relief from your org in terms of a moratorium. Pls help the common man @DasShaktikanta  #COVID19 #ResignPMmodi,HOF,HATE,1
4445,60c5d6bf5659ea5e55defdf4,Sucked a dick so sloppy last night I had snot coming outta my nose and still didnt stop ðŸ˜‚ three cheers for super sloppy head,HOF,PRFN,1
4978,60c5d6bf5659ea5e55def995,#cancel12thboardexams2021 #Resign_PM_Modi @PMOIndia Because of your overconfidence and ignorance hundreds of indian citizens are dying everyday and now you are ignoring lakhs of student's daily plea to cancel exam...#cancel12thboardexams2021,HOF,OFFN,1
3175,60c5d6bf5659ea5e55df048c,"@nbarealist23 @LeBronfactcheck Hereâs what Iâll do, Iâll trust the player whoâs telling the whole world that heâs back meaning feeling good and healthy again. No player show boats like that unless they are 100% ready for the smoke. Quit the puss",HOF,OFFN,1
2723,60c5d6bf5659ea5e55df0465,sorry never mind fucking crying carlo can koff fuckin shitbag he committed to blues said he was gonna take us new stadium told a pack of lies fuckoff lad,HOF,PRFN,1
508,60c5d6bf5659ea5e55def36b,"#ResignPMmodi  Please do it ASAP, you are the most incompetent leader.  Nobody trust you anymore, not even your andhbhakts. https://t.co/D4JRibJWFB",HOF,OFFN,1
71,60c5d6bf5659ea5e55def29a,hmmm how to piss off #that person https://t.co/JexKnVljHN,HOF,PRFN,1
1843,60c5d6bf5659ea5e55defe7a,Me graduated fucker https://t.co/LMcUCv75yX,HOF,PRFN,1
4476,60c5d6bf5659ea5e55defe71,So bitch @stayeightkids did you send your 20 Pages with bloody tears on every sheet apology to YH after getting him and his gp dragged bc you canâ€™t read or are u acting as if nothing happened?ðŸ™„,HOF,OFFN,1
2563,60c5d6bf5659ea5e55df03f7,Of all options open to Government this is the worst.  #Auspol #IndiaCovidCrisis,HOF,HATE,1
1485,60c5d6bf5659ea5e55defbf8,"@RFrostbeard @TheCriticalDri2 Oh haha made me look a right twat, my bad",HOF,PRFN,1
3165,60c5d6bf5659ea5e55df03aa,@mygovindia @MIB_India @PIB_India @MoHFW_INDIA @drharshvardhan with these speed in no time indians will be reduced to 50% strength of population and its a shame for us indians bcoz govt.doesnt have any ð·ð#ResignModi,HOF,HATE,1
4755,60c5d6bf5659ea5e55def945,"What the hell,,,,,, #COVID19 #CovidVaccine #COVIDEmergency2021 #Corona #Corona2ndWave https://t.co/ETOg72VUb4",HOF,HATE,1
4086,60c5d6bf5659ea5e55defb8f,Need an air con in this fucking house peeling my bollocks off my leg every 5 mins,HOF,PRFN,1
4749,60c5d6bf5659ea5e55def8e8,@CryptoDyudester @krishimehta13 @Being_Humor @zoo_bear @srinivasiyc Shame on you! Don't you know @krishimehta13 's father ran away when he was born because he couldn't bear the sight of his son's donkey face? How dare you mock him!,HOF,OFFN,1
1838,60c5d6bf5659ea5e55defdc8,"Cuz I know that kind of person,. .🤮..  (if we should talk of him in these terms) Doesn't have what a man has to have between his legs I know for sure that he won't do nothing..... Because if I want to confront me, I live at San Pascual 206 Did you hear me motherfucker???🤬🤬🤬🤬 https://t.co/qqpOB913C5",HOF,PRFN,1
4973,60c5d6bf5659ea5e55def8c3,@manoramaonline Shame on people who are still supporting her... including Manorama. keeping MUM #ArrestMamata #BengalBurning #BengalViolence https://t.co/o7lXp6nYZW,HOF,OFFN,1
3556,60c5d6bf5659ea5e55def4da,@globaltimesnews You bastard Fucking chinese chinki. Shame on you. You are responsible for this chinese virus from #Wuhan @USAndIndia @EOIBeijing #China #chineseVirus @ZeeNews @_Aaj_Tak @indiatvnews https://t.co/7qPTEs5lfo,HOF,OFFN,1
2574,60c5d6bf5659ea5e55df033c,This is nothing.... but the pathetic situation of India. This shows the failure of govt. Just imagine the situation of doctors... day by day thousands of deadbodies passing infront of them... can't do anything.. #IndiaCovidCrisis  #failuremodigovt https://t.co/uLIHKlaSGQ,HOF,HATE,1
4751,60c5d6bf5659ea5e55def90f,@wearamaskdumbas Make me wanker.,HOF,PRFN,1
3868,60c5d6bf5659ea5e55df0270,@semubhatt Elections are not important. Only the #ChineseVirus is And news channels now announcement will not do counting shows tomorrow. How stupid can people get,HOF,HATE,1
2140,60c5d6bf5659ea5e55df008f,People are dying in india and central government is planning for central vista ?? Really do not know how human can think about it ? Shame !! #ResignModi  #Resign_PM_Modi  #ModiResign  #ModiResignOrRepeal  #ModiMadeDisaster,HOF,HATE,1
1533,60c5d6bf5659ea5e55defac3,@TanteVina20 ooo I want to be fuck you,HOF,PRFN,1
4830,60c5d6bf5659ea5e55def72d,@GeorgeTakei Media whore at it again,HOF,PRFN,1
4024,60c5d6bf5659ea5e55defc7e,@giannamitchetti i think he blocked me but yes it is mikemop fuck you mike,HOF,PRFN,1
829,60c5d6bf5659ea5e55def5bf,The worst politician ever seen in my life.#ModiHataoDeshBachao  #ResignModi https://t.co/p4aPbm0FKx,HOF,OFFN,1
2409,60c5d6bf5659ea5e55df00b8,@elites9x some dick,HOF,PRFN,1
4133,60c5d6bf5659ea5e55defbb6,"@dwnews Human Being harshly criticized USA as the most selfish country , has no respect to human right... hoarding vaccines. Disregard SERUM CEO appeal refused to lift vaccine raw material export to India for weeks #IndiaCovidCrisis",HOF,HATE,1
1191,60c5d6bf5659ea5e55def7b3,PM Modi is a liability for India and the World. Modi shames India.  #ModiMadeDisaster  #ModiGovtSeNaHoPayega  #ResignModi  The world came forward to help India and they want to know what Modi did with the aid. https://t.co/llgCIyvyhV,HOF,OFFN,1
3267,60c5d6bf5659ea5e55def2d7,@BJP4India Indian voters : Just shut the mouth seeing climax of modi ji movie. #ResignModi,HOF,OFFN,1
3734,60c5d6bf5659ea5e55deff70,"@Pinklilycat Cor whereâ€™s all this coming from? I thought we were pals, you enable my bollocks, I talk bollocks, itâ€™s a good system. Now Iâ€™m being victimised for my chippy choices like a leper whoâ€™s nose is gonna drop into the gravy on the pier.",HOF,PRFN,1
4026,60c5d6bf5659ea5e55defc96,"The way I see it is if youâ€™re being a dick then yeah apologize. Other then that, yeah they can go fuck themselves lol.",HOF,PRFN,1
160,60c5d6bf5659ea5e55def1fe,hit like shit this weekend😒😂 https://t.co/QwHAAf7XXT,HOF,PRFN,1
1471,60c5d6bf5659ea5e55defc6a,@milfelegance @M4TUR3 @nikkuk1 @milfsdaily7 @AnythingGoesFu2 @milfs_all @RTsexyGIRLS @MilfsnCum @ILuvMILFs69 @C0ekieM0nster @WeLove2Promote @ass_offical @UCandu2 @world_of_nudes Nothing cums to mind.  All the blood from brain rushed towards my dick after seeing this,HOF,PRFN,1
147,60c5d6bf5659ea5e55def0fc,@TDevilkaiser @CarlsAmateurHr Hate this snarky fuck so much,HOF,PRFN,1
3202,60c5d6bf5659ea5e55df04e0,#ResignPMmodi  #ResignBSY  #ResignSudhakar  The worst government in which we people of Karnataka are suffering,HOF,HATE,1
3485,60c5d6bf5659ea5e55def35e,Gah damn bills due again ðŸ˜­. Iâ€™m sick of this shit.,HOF,PRFN,1
4417,60c5d6bf5659ea5e55defe01,"@ShappiKhorsandi Heâ€™s the personification of Twat. Thatâ€™s not erudite but then again, neither is he",HOF,OFFN,1
3079,60c5d6bf5659ea5e55df0428,@Sowmyareddyr @CMofKarnataka @BSYBJP @BJP4Karnataka @INCIndia @INCKarnataka @Tejasvi_Surya is just doing a drama over the death and failure of GOI and GOK when congress started job thatâs when @Tejasvi_Surya woke up shame on unfit MP #ResignModi #Resign,HOF,OFFN,1
2000,60c5d6bf5659ea5e55deff53,Samsung what the fuck have you created https://t.co/U8cyZ9sNvi,HOF,PRFN,1
350,60c5d6bf5659ea5e55def47d,im a whore creo,HOF,PRFN,1
3735,60c5d6bf5659ea5e55deff71,It's a shame that the #SupremeCourt has to tell what is sensible in this country. #CentralVista #ResignModi https://t.co/aXX8xZcY9B,HOF,HATE,1
1166,60c5d6bf5659ea5e55def7ae,#IPL and #ExitPolls are just to divert the failures of BJP government . And the carelessness and uselessness of India's shameless PM Modi .  #ModiMustResign  #ModiKaVaccineJumla,HOF,HATE,1
4139,60c5d6bf5659ea5e55defc52,Failed Prime Minister india ever seen ðŸ‘€ #ExitModi #ResignModi #Resign_PM_Modi,HOF,HATE,1
3666,60c5d6bf5659ea5e55defec9,@lanascovid 8: itâ€™s like that 14: Venice bitch 21: ribs 4: Damn..... Bloody Mary??,HOF,PRFN,1
485,60c5d6bf5659ea5e55def322,#CruelMamata Off course mamata's police will take action against victims only..... because goons belong to her own party .... media should be ashamed for hiding the genocide of people in Bengal by TMC goons #BengalBurning #PresidentsRuleinBengal,HOF,HATE,1
2394,60c5d6bf5659ea5e55df00e7,"Give him a fucking vaccine and send his ass the fuck back to jail! No more ""get out of jail because of Covid cards"" And you can put that fucking @MichaelCohen212 back in jail too #CovidVaccine  https://t.co/1Kjgr5O7xO",HOF,PRFN,1
4851,60c5d6bf5659ea5e55def931,Go take a shower you smelly fuck https://t.co/OlPeC756nR https://t.co/VkDcNex1QL,HOF,PRFN,1
2890,60c5d6bf5659ea5e55def278,@Landon70611328 @noobieamare @PhattestGod Lmfaooo how you let somebody drag you and punch you in the head then let them fuck you in the ass ð­ð­ð© at least be the one giving dick omg,HOF,PRFN,1
2069,60c5d6bf5659ea5e55defffa,@soupacha Would shag you tbh,HOF,PRFN,1
3444,60c5d6bf5659ea5e55def332,What the heck the bjp is doing... destroying people life? #ResignPMmodi #BjpDestroyedIndia #BJP #prayaraj,HOF,HATE,1
4472,60c5d6bf5659ea5e55defdad,"Ah yes, Young people! I knew it was the young people who were to blame. Damn young people and their youth!!!!! https://t.co/poIs6Wrbt7",HOF,HATE,1
3764,60c5d6bf5659ea5e55df0084,"@narendramodi So sad &amp; Dhadhaji, Thousands are suffering from #COVIDSecondWave #COVID19 because of you and our Govt mismannagement #Resign_PM_Modi #ResignModi #ModiHataoDeshBachao #ModiResign #ModiMustResign #ModiMadeDisaster",HOF,HATE,1
441,60c5d6bf5659ea5e55def45d,/ techno neg  how about instead of donating to an asshole who is brushing off hurt miniorities you donate to the Trevor Project or an LGBTQIA+ streamer 👍,HOF,PRFN,1
1889,60c5d6bf5659ea5e55defe92,@KaiZenKC @grig_sam Now your head is full of twat jokes and bass licks. https://t.co/GLK5nhXdoT,HOF,PRFN,1
4018,60c5d6bf5659ea5e55defbeb,What the hell is happening in the country? Where's the PM and why is the CM for Delhi? It's better that PM should immediately resign. #ResignPMmodi https://t.co/sbSJYJMkah,HOF,HATE,1
2521,60c5d6bf5659ea5e55df04c7,"@pravin26120226 Facts ?? What is the source of these so called facts? MODIJI ? I can edit and make new facts like that.  Have some shame, spreading lies amongst Indians.  #ResignModi",HOF,OFFN,1
3305,60c5d6bf5659ea5e55def18d,@narendramodi Go à¤®à¥‹à¤¦à¥€ go. We as a nation can't expect to hv an irresponsible leadership. Ur a complete lie &amp; nation can't prosper under u. Ur Thorne sits on pile of bodies of those who trusted u. Shameless @BJP4India #ResignPMmodi #AmitShah #R,HOF,HATE,1
2137,60c5d6bf5659ea5e55df0028,bitch i’m worth more,HOF,PRFN,1
3604,60c5d6bf5659ea5e55def4e7,iâ€™m abt to start my period thats why iâ€™ve been so horny smh ðŸ˜© i need some dick b4 i start ngl ðŸ¥´ðŸ˜‚,HOF,PRFN,1
3174,60c5d6bf5659ea5e55df0441,Make Sonu Sood Sir education minister . Ramesh Pokhriyal is always against the youth and doesn't care about the lives of studnets #cancel12thboardexams2021 #SonuSoodRealHero  #Resign_PM_Modi  #Dontignore12students  #DONOTIGNORE12THSTUDENTS,HOF,OFFN,1
4191,60c5d6bf5659ea5e55defc23,@BryceHall Wanker https://t.co/9XA3m1vhqc,HOF,OFFN,1
3229,60c5d6bf5659ea5e55df03ac,@BigSteppaLala_ I would luv to lick &amp; suck u from head to toe &amp; put this dick on u &amp; in u,HOF,OFFN,1
1271,60c5d6bf5659ea5e55defa3c,Pussy grows on trees .,HOF,PRFN,1
2017,60c5d6bf5659ea5e55defee6,@TajinderBagga @JPNadda @HMOIndia It’s your party .. why you tweeting.   Ask your leaders why they’re letting innocent people for dying.. didn’t you guys learn a single thing from Delhi riots..  Shameful BJP can’t save their voters then they should quit politics  #ResignModi,HOF,HATE,1
47,60c5d6bf5659ea5e55def12a,"Some guy has just walked over to my car while I’m sat at traffic lights asked me to suck his dick, called me a slag then spat on my windscreen as I rolled my window up lmfao what in the crack head",HOF,PRFN,1
4337,60c5d6bf5659ea5e55defdcb,"Now, the ""poorly paid, but professional, criminals"" i.e. ""gutter worms"" from BJP IT Cell - which is India's No. 1 #FakeNews factory - have got another picture to trend by using these following hashtags: #BengalBurning #BengalViolence #ShameOnMamata #ArrestMamata https://t.co/RQi6Uy9Ass",HOF,HATE,1
4835,60c5d6bf5659ea5e55def7d9,"""don't wear makeup"" bitch i will peg u",HOF,PRFN,1
