ID,Text,Label
facebook_corpus_msr_506496,"National highways and Expressways are Govt top priority area now-a-days but the whole concept of expressway would be thwarted by rapid growth of commercial / industrial and residential construction along the expressways/bypass made to allow traffic move outside the city. Step should be taken by Govt immediately to stop this practice and Law should be framed to stop construction upto 200 meter on both side of the road, all such construction should be demolished.",1
facebook_corpus_msr_2111305,Your form of secularism promoting killing opponents can't be understood. Stop this non-sense worshiper of Blood (Red).,1
facebook_corpus_msr_325255,And you blind Bhakths believe that our EVMs are not tampered with ? You deserve this :D !!,1
facebook_corpus_msr_1979844,What is all this copy paste?,1
facebook_corpus_msr_469197,Give me your account number I will give you.  But first show me the video where modi promised you 15 lakhs.,1
facebook_corpus_msr_1613971,"Saw BAHUBALI 2 .... n yes S S RAJAMOULI is the HERO.....the art of storytelling... each n every character well sketched..... all Indian artistes.... respecting our traditions ......want to see it again n again ...... each frame is like a painting.....
RESPECT",1
facebook_corpus_msr_1723972,So bat think sonu nigam,1
facebook_corpus_msr_115507,Now there are quite a few with mediocre students who cannot keep up with the smart ones! Just like IITs in India.,1
facebook_corpus_msr_1521726,"They are cow rahsah,,, not female protector",1
facebook_corpus_msr_470560,If cash disbursal was managed then black money could not be removed.,1
facebook_corpus_msr_2018596,"Women all over the world leave their kids at home to go and work, and they don't treat their children like 'puppies.' I wonder if Mira's definition of a good parent applies to her husband as well, since he was out and about promoting Rangoon soon after his child was born.",1
facebook_corpus_msr_2018516,"Yes I read that radhika, but if you read it carefully she has mentioned that Misha is not a puppy that I spend one hour with her and run....what's that remark.....puppy?",1
facebook_corpus_msr_1617881,Both the persons were drunkened while Vikram driving his car at 4 30 AM....,1
facebook_corpus_msr_2256385,What anger....may be evil  sick mum kill your self,1
facebook_corpus_msr_326743,As terrorist enter via jungle attack army and flew away to pak..same way pak has terrorist batallion named bat...who are known mutiliating body killing like a terrorist. Bat has jihadi people.,1
facebook_corpus_msr_1563572,"LOL Ok. How's that search for King David going? Still can't find him, eh? How many more Palestinian homes will you destroy in your search for a mythical figure?",1
facebook_corpus_msr_469278,In every Indian citizens accounts  filled with 15 lakhs   old 500&1000  notes.,1
facebook_corpus_msr_444055,"To clean the mess ....somebody had to take the broom in hand.... he rightly did that.... I Salute You... Narendra Modi Sir....
Am with you...",1
facebook_corpus_msr_379413,Hmare jawano k sath bhut atyachar ho rha h bt sarkar ko koi frk nhi pdta,1
facebook_corpus_msr_325821,India has no option gud night have a sweet dreams,1
facebook_corpus_msr_450760,"Gone case, unbelievable, don't know where he will to the country",1
facebook_corpus_msr_328091,"In TN poor farmers are drinking their urine... no one is even bothered to resolve their basic issues.... aaj KAL Indian mai show off bahoot hogaya 
Cosmetic efforts are being promoting from every were... but genuinely no one is keen about to look at basic issues",1
facebook_corpus_msr_342316,Bhajpai ji started samjota express and lahore bus service what we get in returned kargil and Mumbai attacks,1
facebook_corpus_msr_2260841,Nitish you along with George Fernandez made nda. Sahib just come back your fsmily,1
facebook_corpus_msr_473490,i think you watched jurassic park recently ...watch gullivers travel,1
facebook_corpus_msr_1563580,Kevin Gaskin.  Good luck with suing our Founding Fathers and the U.S. Supreme Court!  It's your ignorance that has you living in our Christian Nation without taking time to educate yourself on the basics of its foundation.,1
facebook_corpus_msr_379026,You've got a lot of time to make a comeback to Pakistan because of what Pakistan has done.,1
facebook_corpus_msr_330898,Mr sah prince I even know india use to known by golden bird during Muslims rule .. now is India known by cowbell,1
facebook_corpus_msr_2260831,"Lotus is our national flower. I like the lotus very much it doesn't mean I like BJP. What the hell! The people of present India cannot live happily not because they have no reason to be happy, it is because their happiness are eclipsed by some selfish citizens seeking to provide advantages to a party by linking things with party politics. I cannot enjoy 'orange colour' because it is said to be colour of BJP. what are these happening everywhere? Did BJP get copyright on Lotus or Orange colour?",1
facebook_corpus_msr_1521793,Kerala is one such state where the bhakts on the way to their anti beef protest venue and return eat beef and porotta just to feel full.,1
facebook_corpus_msr_1723857,Agree with him,1
facebook_corpus_msr_454856,I think someone from CNBC hit 'live' on Facebook app by mistake😂😂,1
facebook_corpus_msr_1723193,Same goes to u son of a pros hahaha,1
facebook_corpus_msr_470179,"Why should you have to beg for your money, people those who black money do you think they will walk to bank to submit? . Common people effected. Big Big Big failure.",1
facebook_corpus_msr_1689898,Itu Rathore so much effort taking for your webpage promotion? Or was it a copy paste provided to you? Lol,1
facebook_corpus_msr_402540,"I strongly suggest Khan sab go to UN n become a laughing stock 
Brainless khan",1
facebook_corpus_msr_1714334,"No single person/ company can fund such a huge sum. It means that the producers will form a consortium to borrow funds from the public or the banks which means that you and I being a depositor or a investor will be bearing the credit risk of this project. For one, this can never be successful becoz Mahabharatha is not a novel, it is an epic of the heroic age nor India has a market to make it successful. Dangal's gross is only some 450 cr. Ultimately, we will be the losers",1
facebook_corpus_msr_325790,"such a talkative, your weapon is talking that world knows!",1
facebook_corpus_msr_2073711,Some chutiyas have just realized that India is a superpower.. India became a super power well before this chaiwala assumed office.,1
facebook_corpus_msr_451761,and finally they will have a bike that will make these songs enjoyable in comparisson....,1
facebook_corpus_msr_444086,This is not true media and others are spreading slanderous remarks same rules apply to political parties too,1
facebook_corpus_msr_472817,Nifty is down because unofficially India is in recession due to currency ban . December quarter earnings will be down due to this issue,1
facebook_corpus_msr_438773,"Why don't they rent platforms for residential purpose on leave n license basis....😜😜
They can also set up tents and cottages and provide luxury amenities...",1
facebook_corpus_msr_329982,While frustrated Ismail would rather make at least one or two comments on facebook. xDDD,1
facebook_corpus_msr_1956230,So now again it will continue. Right sir.,1
facebook_corpus_msr_2111192,Wt well vill c aftr result who made vote of whom k mr bjp aggent of terrirts hahahahah,1
facebook_corpus_msr_326803,"I don't understand you Muslim people don't live in their own country.. you settle down here are there , out of the crowd .. 
And talking about India and Pakistan matter",1
facebook_corpus_msr_1689972,What a joke.. Faster than airtel hahahaahaah,1
facebook_corpus_msr_1723086,Y didn't u ignore his tweet instead of making a mess now 🤔 u urself don't follow ur ideas,1
facebook_corpus_msr_1805059,Sir you disowned  kejriwal  long time ago. So why you are continuously criticising  only Kejriwal.,1
facebook_corpus_msr_325180,"Sajid AnsariI do not know how many words I have learned from my country, I want to know how much I am doing.Care should make  be Hindu Muslim Sikh Christian",1
facebook_corpus_msr_447286,Only our Muslim brothers passing on the negative messages about our PM,1
facebook_corpus_msr_379445,its not shame For Pakistan Its A shame for us all the peoples of India Why Government Not Taking a Strict action .....Ho jaye ek baar aar par,1
facebook_corpus_msr_1724075,"true he said,,noise pollution",1
facebook_corpus_msr_1956983,Oh please get a life....the reason I do not read Indian Express,1
facebook_corpus_msr_379841,Inka toh roj ka kaam hai hum kb lenge badla,1
facebook_corpus_msr_221560,"Indian voters know who can be helpful. Kejriwal spilled more dirt, he should have concentrated more on developments. Jo bolega vohi paayega..",1
facebook_corpus_msr_1818423,Dynasty politics 😂😂😂,1
facebook_corpus_msr_334305,Vinay Khan  thank you my brother. And Try and walk away from that conversation or ignore. It would be nice if people respected you for being a good and compassionate person not what your religion is or is not.,1
facebook_corpus_msr_1804830,Anna speaks selectively. I am also from maharashtra and also observe his inclinations towards few and hatred towards others,1
facebook_corpus_msr_1521833,Cows are getting voting rights to,1
facebook_corpus_msr_115557,"then every institute is overrated, including Ivy colleges.",1
facebook_corpus_msr_2111223,Communists live in fools' paradise thinking that people will agree with Vijayan' s definition of secularism. He has no religion! Secularism should mean equal importance for all religions.,1
facebook_corpus_msr_2018659,U need to get matured enough so sad,1
facebook_corpus_msr_1735852,HA HA HA Who will put him in jail? you should know MLAS even Corpotator are like kings here.,1
facebook_corpus_msr_1956977,Your past editors are great.you disgust us.without functioning a single day you judge!,1
facebook_corpus_msr_1805301,Anna hazare has been a RSS agent always...,1
facebook_corpus_msr_1805638,election tym...bjp mouth piece,1
facebook_corpus_msr_2032098,No. There should be no burial for h8m,1
facebook_corpus_msr_1956941,"When Aurangzeb can rule India despite being a hard line Islamist, why not Adityanath?",1
facebook_corpus_msr_446316,Saroj Gupta : do you have any idea how many people sacrificed selflessly for our independence ?? Please be mature and stop blaming,1
facebook_corpus_msr_462590,I was thinking of purchasing a car; could not because of shortage of cash:-),1
facebook_corpus_msr_2111220,"True. Always They are talking about Indians irrespective of religion, a fatal sign of communalism. Stop them to make our country secular so that we can continue with the minority appeasement politics in the name of secularism.. 👍",1
facebook_corpus_msr_1978760,Keep your gyan to yourself buddy,1
facebook_corpus_msr_2127011,Height of hatred😁😁😁we can understand how media finding it difficult to project this result😀😀,1
facebook_corpus_msr_394499,First go and check the spelling of India 😂😂😂😂 (ENDIA) 😂😂😂,1
facebook_corpus_msr_233794,"Sambit patra ji
There is no need to think about these naxalies. Just finish them  #army action",1
facebook_corpus_msr_1617888,Sourav Roy I'm not trying to defend anybody. I myself is a Law student. And Chandan Sen I'm also following ABP only. It was no where  mentioned about drinking.,1
facebook_corpus_msr_1575750,i think dp has to change her hair style.. her recent one sucks,1
facebook_corpus_msr_1723124,"Sonu nigam, shows to be ban, bcoz of noise get pollution that he's creating by his shows...",1
facebook_corpus_msr_1919940,yes same evm gave khujli 67/70 :( this needs to be investigated,1
facebook_corpus_msr_1689981,Who care about your believe. It's true,1
facebook_corpus_msr_419600,Arun Jaitley Sir kindly have a proper implementation programme before making any plans. Seems the govt is in a hurry to do everything at one point of time.,1
facebook_corpus_msr_397868,"Pak highly truthful nation,
didn't accept Kassb was its National,didn't even take back dead bodies of its Kargil dead to disprove its complicity",1
facebook_corpus_msr_233827,Zubair khan u r duffer from Porkistan. Even naxalites in India r moozlims.,1
facebook_corpus_msr_1723062,U can ignore him.. bt Indians can't becoz he's the most recognisable and talented singer in Indian film industry.. and if u aren't aware about that.. then better u keep ur mouth shut..,1
facebook_corpus_msr_221601,Aap party seats should be zero. Kejriwal is Biggest naatakbaaj in political history,1
facebook_corpus_msr_397809,true so we are waiting for indian surgical strike...plz go ahead,1
facebook_corpus_msr_329985,D same akshay kr slapped a poor watchman for not treating his son wth respect,1
facebook_corpus_msr_394634,Lolz and Donald Trump is going to act on your request. ☺☺☺,1
facebook_corpus_msr_445871,"Modisir you are doing a great job, ignore apposition and some narrow minded selfish  people.",1
facebook_corpus_msr_1994434,"In Goa and in Manippur, the Congress party is the single largest party, just away from majority.  Therefore, it should have been invited by the Governors to form the Government.  By manipulating the mandate, the BJP is trying to form Government in these states and thereby insulting democracy,.",1
facebook_corpus_msr_2383804,bjp will win,1
facebook_corpus_msr_1804888,anna hazare . you should wear black topi with rss dress . you call yourself Gandhian . janlokpal is still not passed in parliament . where is civil society now .,1
facebook_corpus_msr_1843175,The anti-drug drive launched by the Amarinder Singh government with a promise to eradicate drugs from Punjab in four weeks is turning out to be a repeat of the previous SAD-BJP government’s 2014 crackdown,1
facebook_corpus_msr_430166,Put everything in action .. Without expecting anything in return ... Focus on action oriented...,1
facebook_corpus_msr_2243865,Exploiting sentiments.,1
facebook_corpus_msr_1723836,The men who are understand about religion he should not be tell about religion.,1
facebook_corpus_msr_466277,Wise men don't speak at every conversation they speak at the right time n hit the nail at the right spot.,1
facebook_corpus_msr_2126946,Win is Win bro..!,1
facebook_corpus_msr_2318836,"According to figures released by the government in June 2016, more than 140,000 people were killed on roads in India in the year 2015.",1
facebook_corpus_msr_1775253,Is EVMs not tampered here? Rahul pl answer.,1
facebook_corpus_msr_373865,Action willbe taken more then 40 to50 will go to jahanum,1
facebook_corpus_msr_1763602,Madam aap ka dalit card finished now bcoz dalit people also want  vikas naa ki jaativad,1
facebook_corpus_msr_439757,"Anurag Thakur was not fit to hold the post of BCCI president in first place.Along with Anurag Thakur ,other politicians like Arun Jaitley ,Rajiv Shukla ,Farooq Abdullah  ,sons of Lalu Prasad Yadav and many others should step down from positions they're holding in various State Cricket Boards  and leave the game to be managed by ex- Cricketers and eminent public figures including retd.High Court and Supreme Court Judges.",1
facebook_corpus_msr_2243855,"Ofcourse is every single represetatives duty to protect and trains his community, specially wen attrocities, harrasing,and genocide happen to minorities such as Christians,Muslims and dallit Hindus from upper cast rulers and its affiliate groups",1
facebook_corpus_msr_1804947,"We said sir, once I was also a staunch supporter of AAP and AK but all my hopes are dashed now as they are now behaving like any other party.They should understand that ppl of Delhi gave them such a big majority only because they thought AAp is not like other parties.They should introspect after big defeat in Punjab and Goa and change their way of politics.AK should get rid of idiots like sanjay singh,ashutosh,khetan, pandey as these leaders have no credibility nd cant even win mohalla election on their own.They r the ones spoiling AK's mind.AK should take advice only from Kumar Vishwas because he is the only one in this party who is intelligent,sharp,commands respect everywhere.Even BJP scares of targetting Kumar as they know if he starts speaking,no one has capability to counter him.",1
facebook_corpus_msr_233890,Loss of our soldiers is a national loss.The protectors r killed n the killers stand protected.We r worried how far the nation will bear such burden of songs without substance.,1
facebook_corpus_msr_1723567,"If it is to be banned, then it should be banned for all other religions as well.
Got it! It should be same for all festivals of all religions and as well as daily bhajan! Do you agree?",1
facebook_corpus_msr_431814,resone behind growth rat decline is he do garstic changes,1
facebook_corpus_msr_327595,This is exactly the problem. Overnight people have become all very aware and gives quick fix solutions to 70 year old problems without taking into consideration the brutality of their solutions on the civilians and the military alike! No wonder why Kashmir will remain a hotspot for years to come!!,1
facebook_corpus_msr_469659,"Wait fr 2 year to decide if it is gud or nt

Or u can feel....that u are samater then IMF n world bank ceo...who support this",1
facebook_corpus_msr_1804826,"Do you know what the Lokpal was supposed to do ? It was basically planned to be a machinery to stop curruption effectively. Well, when did you last hear about curruption from the govt ?  Bhai, agar koi sach much accha kaam kar raha hai to accept karna hi chahiye na ?",1
facebook_corpus_msr_1724050,Absolutely correct. Has hit the nail on the head,1
facebook_corpus_msr_452103,Who wants to compete with a design older than our grandads,1
facebook_corpus_msr_328325,The word secular means not religious or spiritual and indian constitution has adopted this concept long back!!Whether the present is secular is anybody's guess!!!,1
facebook_corpus_msr_402584,As if UN has no other work. They will not even hear this guy.,1
facebook_corpus_msr_1600579,"Shahzeb Hassan remember 1971 war, when 91000 dumbos surrendered?",1
facebook_corpus_msr_1521799,"did you see it carefully...was it beef or some pigs meat as advised in chapter number 420 ,verse 420😂😂😂😂",1
facebook_corpus_msr_1804917,"Let us now take up BJP files and appoint committees they would not be of small wrong doings like AAP. I do not condone small but they can be corrected and they are not so severe as the inflammatory statement dividing India by various so called leaders of ruling party of country. Not to mention the honesty. If for gains they are willing to undermine idea of India and unity, for them corruption would be a cake.",1
facebook_corpus_msr_379106,Kum se kum unshaeed jawano ke pariwar ki laaj rakhiya insaf kijiye ghus kar mariye janta ne aap pe is baar pura vishwas kiya  ek soldier shaheed matlab ek parivar ki khushiya kuch kariye nhi toh hum aam logo ko gun dedijiye hum sab khud nipat lenge bharat ma ke liye jaan hazir hai,1
facebook_corpus_msr_334397,"what the ""F"" ....y he touching his feet....India is decomcratic republic which believe politicians are servants of the Common people.... But here .... Really disappointed :/",1
facebook_corpus_msr_1957020,Indianexpress seems to be Anti National and a Pakistani Newspaper,1
facebook_corpus_msr_2199152,"Azam Khan, u should know that ur Congress friend Mallikarjun Kharge had referred to BJP leaders as dogs in LokSabha. Modi did not use such remarks at all.",1
facebook_corpus_msr_1561815,"When our elected legislators disobey laws, how will their followers act otherwise",1
facebook_corpus_msr_1978735,"Thank you very much for your kindness to update me about it. I wish you would know that I am equally connected to the media as you are. I wish to let you know that do not come to me with ur beef n pork arguments. When some ask why not beef, a set of people would answer why not pork! Hope I am clear to you.",1
facebook_corpus_msr_422100,Mr. Jacob seems to be so upset. Look at his face. Lol,1
facebook_corpus_msr_444428,I can't believe he has to defend the decision of fighting against black money,1
facebook_corpus_msr_334174,Hey why don't you choose dog Vijay Singh then you don't have to worry about any Govt as you won't have any,1
facebook_corpus_msr_1873437,Sick of such incidents.,1
facebook_corpus_msr_444340,Who is responsible for 104 people died in the Que,1
facebook_corpus_msr_2111235,Very soon BJP will lose all the elections. India will be peaceful again.,1
facebook_corpus_msr_1561906,Bjp. .a darkness chapter of our holy land,1
facebook_corpus_msr_330896,Nikhil Kashyap we don't have cowbell moving on the streets 😂😂😂😂😂 don't forget India known by taj Mahal who was build by turkish many historic heritage build by Turkish in India during mughal regime..😂😂😂😂 what have you build for your country cowbell ? and ugly 😂😂😂statue for worship,1
facebook_corpus_msr_445616,"I suggest don't answer to anyone opposing Modi.. they have come to a stage where they will criticise anything that he does, I m waiting for the day when modi will say  that fresh air is good for health and people will start opposing it and stop taking fresh air..",1
facebook_corpus_msr_2203268,"Indian men dont need to lure a girl, all they have to do is flash some moneeeeyyyyyy.lol",1
facebook_corpus_msr_1804933,"Anna ji where is lokpal? According to u, now corruption level is ZERO  and no need of lokpal. Bas kro Anna ji bahut hogaya, apna health ka khayal rakhna.",1
facebook_corpus_msr_1724086,I am with #Sonu,1
facebook_corpus_msr_1887325,Actual they wants to join BJP for MLA and MP,1
facebook_corpus_msr_1946941,"So now you'll raise question if someone is practicing his religion. What an irony indeed,Maulana Sahab😃😃😈😈",1
facebook_corpus_msr_1714355,If u have someone in ur mind as bheema.. Plz mention... Let me know...,1
facebook_corpus_msr_2082640,Thw worst is yet to come,1
facebook_corpus_msr_451173,His speeches show the situation is out of his control!! & he has no clue what move to make next!,1
facebook_corpus_msr_447430,"Mohammad Javeed I completely agree with you Javeed Bhai.. so many people  sacrificed their lives to get freedom to our country, if those people had stopped fighting because so many people were dying, we would not be what we are now. These people too can be ranked so, I pay respects for them and I hope no more deaths will happen due to this decision. Their efforts will certainly bring fruits for our future generation without any deviation.",1
facebook_corpus_msr_1723054,Haha top of everything is constitution? Yes madam so true! Now let's follow Indian constitution one rule for all? Y sperate set of rules for Muslims n they practise only that?,1
facebook_corpus_msr_474352,Giving it time may again paralyse it's effect sudden move required,1
facebook_corpus_msr_334041,"Why are they called Maoists, why not vigilante. Is vigilante only for far RSS goons.",1
facebook_corpus_msr_1521844,"Another nail by BJP on eating habits,as he f all them BJP do not eat or drink",1
facebook_corpus_msr_328068,Lol..!! Crooks appear and disappear overnight!! This is called fly by robbery!!,1
facebook_corpus_msr_398508,Is  Digvijaya is Indian or Pakistani. Always he talks rubbish,1
facebook_corpus_msr_694972,May be China is also involve in terrorism,1
facebook_corpus_msr_469284,First let him fix the money crisis!.... After that we will think about 2022!!!!,1
facebook_corpus_msr_451740,Lolest reveal... I thought a big bike will come.. looks like a rat.. no comparison with Enfield,1
facebook_corpus_msr_1723498,"Can anyone say with conviction the benefits of using loudspeakers  in the name of religion -Hinduism,Islam or any other- which on the other hand does harass and hassle others?",1
facebook_corpus_msr_473536,Cowards criticize,1
facebook_corpus_msr_1804863,AAPtards,1
facebook_corpus_msr_445706,People who are talking about inconvenience please use debit and credit cards and also cheques. Yes it's inconvenient but something like this will always be. So support this instead of condemning it,1
facebook_corpus_msr_326762,It's  ture.pakistan  army  made mistake  in Bangladesh. They killed Bangladeshis  1971 war.we accept  the ture thing's.,1
facebook_corpus_msr_2241595,The moment he is questioned on anything.... he simply looses his cool and start his election speech.... 　 .... He didnt have any proper answers to substantiate his tall claims about #Demonetization so he has to say something inside the house..... I think he must be given every chance to speak within parliament which will expose him more n more....,1
facebook_corpus_msr_497183,Of course it very citizens responsibility....but why don't the government bring GO's to abolish plastic bags and organise garbage vehicles to pick up dry and wet waste separately and dump the garbage in a proper way...PM sir...you are the man of the country and you have the power...speeches are good but let us see some action...you have also introduced.5% swatch Bharath tax...!!!,1
facebook_corpus_msr_1805332,Kejriwal is the racing horse,1
facebook_corpus_msr_2029800,"It is Shocking it happened in Kerala ,The Most Educated State in India.",1
facebook_corpus_msr_1804953,"Why Anna Hazare not criticising so many issues created by BJP govt including not appointing the Lokpal, communal riots of Hindutwa activists including killings of weaker sections . All his present activities seems to be promoting BJP. We can't trust him any more.",1
facebook_corpus_msr_450597,We all r with u Sir.. but may I know who is suffering  now..,1
facebook_corpus_msr_1493778,haha u ENDIAN know judiciary mean?,1
facebook_corpus_msr_418277,He is an extra constitutional authority in the country these days.He only has powers without responsibilities.Why should he give up his special position to become mere rubber stamp of the central government.?,1
facebook_corpus_msr_115506,"This post by Quora is a superb example of ""share bait"" on FB. Quora has a great SMM team indeed. Gud luck guys!👍",1
facebook_corpus_msr_2029803,"What the ***** were police doing, just watched",1
facebook_corpus_msr_1804822,Satnam Singh- farmers are drying in Maharashtra ?  And do you want to say farmers were happy in Maharashtra before Modi was elected ??  Yaar suna to that sardar joke acche karte hai... Aaj saamne dekh bhi liya.. I am from Maharashtra and i know that farmers are being treated much much better these days... BTW if Anna is RSS agent then whose agent are you ?????,1
facebook_corpus_msr_2082504,Haha good joke,1
facebook_corpus_msr_2280131,Jonelle Jones what are the up to over in Kuwait 😕,1
facebook_corpus_msr_412607,Can we expect rally in infy and tcs along with Wipro tomorrow,1
facebook_corpus_msr_450743,Modi ji .you ask to RBI how  much currency disti,1
facebook_corpus_msr_1804940,Are Indian express walo kya aap ne yah Anna ne shunglu commity ki report padhi hai? Agar haan to batao aap ko kahahn se mili. Ya vijendar gupta ke bhonpoo bane hue ho.,1
facebook_corpus_msr_1521634,You deserve meat of dog,1
facebook_corpus_msr_2082438,"What if after taking money from bank and you are looted by criminal on gun point, still will Govt reimburse .... don't  spread such foolish thought",1
facebook_corpus_msr_328108,Even Modi forgot about swach bharat campaign . Now Swatch Bharath name is only while ordering food from hotel where they charge swatch bharath cess,1
facebook_corpus_msr_447746,He knows he has done a blunder . Can see on his face,1
facebook_corpus_msr_349325,Modi or BJP doesn't need to speak on Tripple Talaq...there are requirement of women that has to be taken care for their development and self dependant....modi jee..if I really want to do something.. .then do something to construct their future otherwise leave to distruct their personal life....just think,1
facebook_corpus_msr_1724209,What about the other religions?  I am sure India doesn't only comprises Hindus and Sikhs. You forgot Christians and Muslims.,1
facebook_corpus_msr_442640,go back simon ....here we are waiting for pyar deal,1
facebook_corpus_msr_1731415,Burnol no stock sorry try next month.,1
facebook_corpus_msr_1735790,what abt my right as a general,1
facebook_corpus_msr_447765,"I think ""deshdrohi"" is a new English word of nomo dictionary 😃😃😃",1
facebook_corpus_msr_452127,"Don't buy the booth bike ,you to will become booth",1
facebook_corpus_msr_1723995,He lost his valable respect,1
facebook_corpus_msr_325745,mazhab pe ku jate ho ...himat hai to kuch kr k dikhavooo....,1
facebook_corpus_msr_474294,What abt the other who have prblm what they will do before taking decision must give notice before a week such an foolish decision by modi,1
facebook_corpus_msr_2073773,Fake degree to fake GDP by feku modi,1
facebook_corpus_msr_451134,He does so much homework before the speech unlike congress people who does only dictation of what is written,1
facebook_corpus_msr_450685,Speaking in lok sabha will be followed by anonymous voting and he's feared that the descent in his party will reflect in the votes leading to dent his image for the upcoming elections.,1
facebook_corpus_msr_1510207,and what about Kashmiri Pandits 🤔🤔🤔. why didn't they take up guns🤔,1
facebook_corpus_msr_451695,An opera launch for a bike trying to compete with royal Enfield. This only makes sense if there are investors in the audience 😂 #stupidity,1
facebook_corpus_msr_2111300,"Actually right  communist is not Indian , our few  , this party is chinis sarvent",1
facebook_corpus_msr_1722980,"Dear friend not one not two but there are temples everywhere in kashmir.
They are all safe !!!",1
facebook_corpus_msr_447409,No game plan on root level to make a healthy system. It's hard to understand how these guys can do whatever being told.,1
facebook_corpus_msr_1521716,those who  are eating Beef or buffalo meet ask dem once are they really Hindu a true hindu man would nver touch beef like a muslim who nver touch pork so every religion has some boundation some follow it some not so plzz don't comment on whole communtiy dats not correct!,1
facebook_corpus_msr_2111130,Theeya Hindus of BJP and CPIM are killing each other to protect their upper caste/Nair leaders. Why bring Muslims into it you hatemingering moron.,1
facebook_corpus_msr_2243851,"I am watching carefully to all the parties, they are all attacking BJP but not for the work Bjp has done, they are attacking BJP only on nonsense issue like Dadri where the Central government doesn't have any role. It's means Modi government is working good in Center.",1
facebook_corpus_msr_451081,If u cAn't change any things and even don't want to support a person who work for change so u don't have any rights to comment anything wrong :I support  change I support my PM,1
facebook_corpus_msr_2241622,Bt he only gave speech again...no proper answer!,1
facebook_corpus_msr_1723811,Try to enjoy Azaan or shift smwhere else bt Azaan cannt b stopped.,1
facebook_corpus_msr_380101,Pahle ye neta jo h enko soot karege tab ye nid se jagege,1
facebook_corpus_msr_2241604,"what's communal here bro??
are nt we living in a democracy to speak ?",1
facebook_corpus_msr_379388,Its time now to deal Pakistan firmly..MFN (Most favoured nation)  status to Pakistan be immediately withdrawn apart from other strategic actions....,1
facebook_corpus_msr_373739,राजनाथ सिंह जी ने पाकिस्तान पर कड़ी निन्दा की मिसाइल छोड़ दी है बस कुछ ही पलो मे पाकिस्तान नेस्तनाबूद हो जायेगा ।,1
facebook_corpus_msr_1521830,.better bjp marry all cows...!!!,1
facebook_corpus_msr_326900,2 Indian soldiers are enough for your 10 if a surgical strike happened dear...,1
facebook_corpus_msr_1561872,This what we experience Yogi's 'Uttam Pradesh' !,1
facebook_corpus_msr_1648442,Love jihad in india only for poor people,1
facebook_corpus_msr_448364,"Common people are suffering Yaar, Look at the incidents we need good planning and structure for making any scheme in India",1
facebook_corpus_msr_1964745,Perhaps AAP could field Ghuggi or Bhagwant Mann here...,1
facebook_corpus_msr_469678,"The only problem govt facing from the opposition now, is queues in bank and 100 rs. shortage in atms. this can be easily solved. order all banks, on warfoot measure to install POS machines in all milk booths, govt provisional stores, petrol bunks buses and trains and all other retail outlets. popularise with tv advts of pay tms and sbi buddy and all other fund transfer modes. remember millions and millions of debit cards remain idle with the public, and they are not only for withdrawing cash from atm. if these are applied simaltaneously, the situation will ease very quickly. Take steps today itself and very important thing is make the public aware these steps are being taken at a rapid pace and things will become normal very soon. At least if these measures are successful in metros and urbans, there will be plenty of availablity of cash notes which can be sent to rural areas. all depends how fast you act making the public aware govt is solving the problem",1
facebook_corpus_msr_326871,This is a propaganda of india just to divert the killings of kashmiris by hindu army and also killing of muslims In india by bjp thugs.this all to show turkey a pakistan brother that Indians r innocent,1
facebook_corpus_msr_434033,"When our own President appreciating the work done by the present Government, Opposition parties seems not interested at all... They shouldn't be like the #IndianCrabs .",1
facebook_corpus_msr_432363,Abe what liar what fake he is a genius man,1
facebook_corpus_msr_445770,Is it really a fight against Blackmoney? If it is then why exemption for political parties which are the big offenders.How much has been recovered from Swiss and other F.Banks? What action is being taken against those named in Panama papers?will trust you if a few of the offenders are punished.Will your party contest elections without accepting funds from Blackmoney holders ?,1
facebook_corpus_msr_1805147,U were right one more time .by not joining Jihadi Didis campaign in Delhi .,1
facebook_corpus_msr_446403,Can the tax exemption to political parties be explained in detail?,1
facebook_corpus_msr_433041,What has he done for hospitals unemployment and reservations and middle class can anyone explain please?,1
facebook_corpus_msr_1963924,Islam does not allow smoking and drinking. Why Shahrukh is not following Islam?,1
facebook_corpus_msr_556281,How long u keep on giving subsidy? The cost price has 2 b recovered.,1
facebook_corpus_msr_1805524,bloody rss filthy agent !,1
facebook_corpus_msr_1736964,"AK is a daring person who always has learnt from his mistakes,he has the guts to apologise and win his supporters back even after immense bitterness,this is his charm,what he endorsed was logical no matter from whosoever it comes....lets see if any of bjps big guns has heart to endorse this!",1
facebook_corpus_msr_449525,Let anti nationals and antisocial s who oppose this are dealt severely,1
facebook_corpus_msr_466234,"Lame duck prime minister of a lame duck government, and was just a rubber stamp, neither he nor his party could take any wise decision for the progress of our country, but corruption was at its peak during their regime.  Now when someone is taking some hard core decisions, they are not able to digest it and trying to make a mockery of politics.  As far as degrees and diplomas are concerned, one doesn't need them to run the nation honestly and wholeheartedly with so many intellectuals around to do the work...",1
facebook_corpus_msr_450896,why don't you speak in parliament...why do you bubk parliament..??,1
facebook_corpus_msr_466348,Prime sevak of Gandhi family spoke for Gandhi family again,1
